0.6471175902457186 0.9369464187458845 , 0.45344517369858306 0.2375340612308805 , 0.4308625820594355 0.8295572505357393 
0.634768634527151 0.9359342626002704 , 0.4583255035719328 0.23727131219164027 , 0.4383312079046533 0.8308321557205937 
0.6210249470497392 0.9340189337072787 , 0.4632425051230606 0.23746173299939535 , 0.44715789383093735 0.8325570638058302 
0.6057082200791573 0.931024477476508 , 0.46819426174918527 0.23810840225953167 , 0.4575228641753947 0.8349048507764646 
0.588581510808513 0.926689758507742 , 0.4731790674538496 0.2392150782887451 , 0.46966476774137467 0.8381328937160171 
0.5693427622822822 0.9206099778712397 , 0.4781953459708655 0.24078609922342456 , 0.4838872377505895 0.84264165341784 
0.5476864917216869 0.9121453307582447 , 0.4832414987565242 0.24282622977496368 , 0.5004973555255261 0.8490661699792958 
0.5237223377763361 0.9004100406933813 , 0.4883155946558842 0.2453404464915789 , 0.5193874135715169 0.858287243327544 
0.49940758366575516 0.8851615120890163 , 0.4934147293852939 0.24833375030799212 , 0.5386030329526882 0.8705424681154957 
0.4781679566392414 0.8685274929296978 , 0.4985340179279491 0.2518114579034454 , 0.5547233714365468 0.883698779679361 
0.4606873078739067 0.8523842705461292 , 0.5036661822612335 0.255780209326082 , 0.5670718558685971 0.895873250640293 
0.4462347396273456 0.8372035373184582 , 0.5088020641409419 0.2602485017739807 , 0.5763885422354499 0.9065856914200653 
0.43411298569964535 0.8229664653159001 , 0.5139310858898983 0.2652266870994485 , 0.5833812744141937 0.9158445780971555 
0.42383794972735706 0.8095542942863694 , 0.5190414573358848 0.2707268854233075 , 0.5885459389404956 0.9237565508028273 
0.41508390600024364 0.7968452732583744 , 0.5241202203141183 0.27676294928698586 , 0.5922212196893755 0.9304295079671439 
0.4076279158260346 0.7847341636447472 , 0.5291531945283283 0.28335049529115564 , 0.5946442356493745 0.9359530715766012 
0.40131401624726915 0.7731333250278121 , 0.5341248527141066 0.29050699988765105 , 0.5959864770423617 0.940397405597041 
0.3960314182071 0.7619699412449193 , 0.5390181335387118 0.29825195653268666 , 0.5963757942579258 0.9438158327348981 
0.39170111515718214 0.7511829468036829 , 0.543814189568753 0.3066070954616031 , 0.5959100412778023 0.946247688247218 
0.38826748365833946 0.7407204283699825 , 0.5484920596207852 0.31559667181888335 , 0.5946658027246129 0.9477206303236381 
0.3856929304778382 0.7305375662661245 , 0.5530282470812121 0.32524783258073725 , 0.5927041684446872 0.9482523316656422 
0.3839544826748748 0.720595019002113 , 0.5573961765018968 0.3355910780355541 , 0.590074686826966 0.9478516334748368 
0.38304169125389875 0.7108576363795595 , 0.5615654881688347 0.3466608400861657 , 0.5868181665810042 0.9465192540467787 
0.3829554954001009 0.7012934026653813 , 0.5655011120629977 0.3584962079552193 , 0.582968738540639 0.9442481198919033 
0.3837078682032833 0.6918725305100707 , 0.5691620350862971 0.3711418427658062 , 0.5785554427141572 0.941023357236627 
0.38532219015026425 0.6825666417616523 , 0.5724996326752348 0.38464913672623063 , 0.5736035231782385 0.936821952024621 
0.38783440849915934 0.673347983537459 , 0.5754553677878143 0.3990776907577627 , 0.5681355697167639 0.9316120562172823 
0.39129516876126685 0.6641886413972968 , 0.5779575487526183 0.4144972053913021 , 0.5621726284898524 0.9253518837239051 
0.39577328498443226 0.6550597378068934 , 0.5799166501411278 0.43098989763013407 , 0.5557354108781775 0.9179880950754765 
0.4013612045471619 0.6459306738113466 , 0.5812183780836032 0.4486535495227969 , 0.5488457633729725 0.9094535071783605 
0.4081836176406578 0.6367686701343228 , 0.5817130943211672 0.4676051922815703 , 0.5415286340419126 0.8996638680966108 
0.41641122345939796 0.6275394406428466 , 0.5811992134645351 0.4879850109456936 , 0.5338149090798047 0.8885132789239637 
0.4262830888598533 0.6182115570615556 , 0.5793965072932531 0.5099586038366914 , 0.5257457498506314 0.8758675696142568 
0.4381427362077888 0.6087724331356146 , 0.5759030646181262 0.5337108745874728 , 0.5173795451778227 0.8615544227894165 
