0.6113295665560919 0.848163910804268 , 0.23761278041807343 0.6670193987371408 , 0.3710843651416581 0.8452559464450633 
0.6220860238305311 0.8362223554976784 , 0.2282057939328829 0.6774726509405697 , 0.3697348943524094 0.8467442495482239 
0.631109269948074 0.8241421263341006 , 0.2202686866751072 0.6893077930691432 , 0.3686487554926422 0.8469893365832283 
0.6384896152088093 0.8120097598429306 , 0.21389534408190444 0.7024595347682883 , 0.36764175282510964 0.8459699613752534 
0.6443008337251707 0.7998952061097305 , 0.2092060302006504 0.716867971614983 , 0.3665198481900023 0.8436760782617587 
0.648602564382552 0.7878566533204211 , 0.2063542083434278 0.7324716868490168 , 0.3650699393898435 0.8401109158170343 
0.6514425081364486 0.7759438751131352 , 0.20553522446408945 0.7491974692670147 , 0.3630489795152853 0.8352979116063223 
0.652858443886353 0.7642006165658315 , 0.20699653333257326 0.7669434925146197 , 0.3601717348968971 0.8292951469060211 
0.6528801637043539 0.7526663802752582 , 0.21104715390248358 0.785550425832002 , 0.35609939450898587 0.822222449879212 
0.6515314572489521 0.7413779100383885 , 0.21805821982280305 0.804751508511853 , 0.3504370350440682 0.8143098374362308 
0.6488322503055804 0.7303706858589433 , 0.22843166588039623 0.8240910253581413 , 0.3427627959298467 0.8059775447693877 
0.6448008646674275 0.7196808271345878 , 0.24248548324937047 0.8428160961719228 , 0.3327403641990254 0.7979423326799617 
0.6394560142347967 0.7093478682326799 , 0.26018990739657616 0.8598211950725876 , 0.3203807904844505 0.7912701926812047 
0.6328176252607456 0.6994186401390822 , 0.2808328475850998 0.873859276426837 , 0.306376239269978 0.787161339420553 
0.624905583120821 0.6899515997044805 , 0.3030471998835359 0.8840954047732095 , 0.2920739291114664 0.7863922515087822 
0.615737111976536 0.6810200646271282 , 0.3254106541945309 0.8904589808281631 , 0.2788789459447564 0.7889602105311809 
0.6053250787510561 0.6727137011337965 , 0.3469577515365004 0.8934007373275518 , 0.2677438818282668 0.7943248175251238 
0.5936784431016109 0.6651392728600165 , 0.3672066675805037 0.8934949534226468 , 0.25914160143370873 0.8018050297038087 
0.5808044322310031 0.6584217981847861 , 0.3859774622018724 0.89123437313122 , 0.2532448176829479 0.8107830846704661 
0.5667118358933668 0.6527066033655068 , 0.40323614943604813 0.8869826312654566 , 0.25007872678640847 0.8207500213555088 
0.5514153264526324 0.6481623698566626 , 0.4190040327399028 0.8809863100113348 , 0.24960735292328823 0.8312905761184747 
0.5349412106832271 0.6449851497909704 , 0.4333102978647676 0.8733987013082449 , 0.2517752035678287 0.8420554048872567 
0.5173354719946172 0.6434032122788931 , 0.44616606106070644 0.8643007285262594 , 0.25652517906049976 0.8527353151813197 
0.49867549131920286 0.6436822715451379 , 0.45754673276153796 0.8537171031638345 , 0.26380448803508255 0.8630398812774998 
0.47908752497852025 0.6461298422013938 , 0.46737515052770523 0.8416299935726184 , 0.2735640366095979 0.87267942021246 
0.4587727595611505 0.6510956066533071 , 0.4755006751652273 0.8279948917749098 , 0.28575327738944556 0.8813487575582553 
0.43804480991147143 0.6589607786795247 , 0.48167146120231535 0.8127670189124543 , 0.3003104410020365 0.8887114583944932 
0.4173782640595809 0.6701024824574605 , 0.4855020048966084 0.7959529716668803 , 0.31714644315963403 0.8943838018621314 
0.3974547799813479 0.6848113046454732 , 0.48645300832884353 0.7777088670620849 , 0.33611892380563185 0.8979190842789141 
0.3791623856425413 0.7031477903756322 , 0.48387383552452984 0.7584953182339118 , 0.3569904909487522 0.8987961473769281 
0.36347552663511945 0.7247868574070874 , 0.477188061690413 0.7392279115719452 , 0.37936312379029086 0.8964244870074396 
0.3512200715199305 0.7490050643980372 , 0.4662217848039913 0.7212372624532342 , 0.4025848557919015 0.8901969291352009 
0.3429320711253231 0.7748779406064709 , 0.4514379307665922 0.7059154404249682 , 0.425656710223908 0.8796458749550331 
0.3389379828857124 0.8014127284451651 , 0.43383068622288146 0.6942940232447544 , 0.4472580430072294 0.8647325042965526 
0.3393498058503407 0.8274674886144345 , 0.414612925777912 0.6868792457533853 , 0.4660639804875706 0.8460925216186523 
0.3438437042937755 0.8518482252451761 , 0.39496126575287377 0.6837222765659126 , 0.48122174206917406 0.8248687541753835 
0.3516535958252561 0.8736650669727416 , 0.37588553086821586 0.6845537958600472 , 0.4924875854223513 0.8022203931536833 
0.36186282467250463 0.8924927902689722 , 0.35817640965694586 0.6889045874730771 , 0.49998747778637287 0.7790418782444227 
0.373648085537955 0.90825616048191 , 0.3423956443807683 0.6962049176655194 , 0.5039829821971 0.7559781778390426 
0.38635678137453633 0.9210620525992146 , 0.3288951433813903 0.7058639884776945 , 0.5047747873598967 0.733513214909563 
0.3994928516858524 0.9310872417575002 , 0.3178550160578421 0.7173263330249396 , 0.5026788443721288 0.7120256812040321 
0.4126785111796524 0.9385214274328644 , 0.3093289179210889 0.730104342286894 , 0.4980192830150821 0.6918134862667136 
0.4256182674792364 0.9435426429153446 , 0.30328706084338236 0.7437910746447574 , 0.4911213837932046 0.67310553842637 
0.43807093304271394 0.9463085796028068 , 0.2996518050296704 0.7580599332881689 , 0.482303974043439 0.6560707430954963 
