0.4209334361083469 0.2036887897292724 , 0.07233720983310565 0.9590291370532854 , 0.014217279756071233 0.6239186705806902 
0.42854881653584764 0.20244582438977626 , 0.07354164409264106 0.9768027405840976 , 0.005397465069035072 0.6073880323893742 
0.4359062048802095 0.20151863050378377 , 0.07468633402171419 0.9938247367340606 , -0.003104613204399918 0.5912932301254037 
0.4430020894977275 0.20089365039576876 , 0.0757811566861992 1.0101934338250262 , -0.011295320486402983 0.5755495131424532 
0.449833435195472 0.20055763718770594 , 0.07683452184705246 1.0259857972085278 , -0.019180031345000688 0.5600931629670144 
0.45639766840537477 0.20049767350312198 , 0.07785357276129964 1.0412634337273452 , -0.026763315469150655 0.544875490132781 
0.46269265512308594 0.2007011854010793 , 0.07884439114161998 1.0560765860423997 , -0.03404912056718219 0.5298588259197691 
0.468716674630397 0.20115595179618231 , 0.07981217765557436 1.0704668845207987 , -0.041040926588447664 0.5150137610462671 
0.47446839107201466 0.20185010978312026 , 0.08076140263048676 1.0844692963570985 , -0.04774186800497774 0.5003171912230294 
0.47994682431347113 0.20277215635647264 , 0.08169592925617204 1.0981135399537192 , -0.05415482787211949 0.48575090105305646 
0.485151321057707 0.20391094703422366 , 0.08261911357777954 1.1114251333512368 , -0.06028250893796285 0.47130051697778785 
0.4900815268788954 0.20525569187864048 , 0.08353388560375677 1.1244261861495162 , -0.06612748678512848 0.4569547193350917 
0.4947373596032454 0.20679594937481927 , 0.08444281527910905 1.1371360077556283 , -0.07169224918483076 0.4427046402328008 
0.4991189843016453 0.20852161858427992 , 0.08534816639037188 1.1495715815808478 , -0.07697922499449353 0.4285433971981206 
0.503226790040335 0.21042292994426695 , 0.08625194084568606 1.1617479397131485 , -0.08199080518849736 0.41446572770583306 
0.5070613684509224 0.21249043503653384 , 0.08715591525565541 1.1736784625490457 , -0.08672935800905414 0.40046769977766894 
0.5106234941210983 0.2147149956045731 , 0.08806167132747247 1.185375121048649 , -0.09119723975104709 0.3865464807100264 
0.5139141067658672 0.21708777205676516 , 0.08897062126110285 1.196848674558599 , -0.09539680232944638 0.3727001507478843 
0.5169342951112185 0.21960021165538657 , 0.08988402908474052 1.208108833825712 , -0.09933039849843532 0.35892755188214975 
0.5196852824043253 0.22224403655805106 , 0.09080302867163591 1.2191643964489622 , -0.10300038537843752 0.34522816435623493 
0.5221684134539074 0.22501123184890245 , 0.09172863902890702 1.2300233602945234 , -0.10640912678529067 0.33160200521982225 
0.5243851430993001 0.2278940336715215 , 0.0926617773309565 1.2406930191321697 , -0.10955899473273287 0.31804954455955703 
0.5263370260055216 0.23088491755374377 , 0.09360327007783503 1.2511800438089868 , -0.11245237038583289 0.3045716360005177 
0.5280257076830714 0.23397658699606655 , 0.09455386268636183 1.261490551567162 , -0.11509164467190962 0.2911694588000198 
0.5294529166344752 0.23716196237968878 , 0.09551422776450949 1.271630165573252 , -0.11747921870146112 0.2778444694103074 
0.530620457534061 0.24043417023713065 , 0.09648497227404267 1.2816040663120971 , -0.11961750411057999 0.2645983608140205 
0.5315302053526472 0.24378653291748761 , 0.097466643750049 1.2914170361774766 , -0.12150892340517254 0.251433028268284 
0.5321841003443839 0.247212558669385 , 0.09845973571681443 1.3010734983406378 , -0.12315591036367472 0.23835054035322553 
0.5325841438186638 0.2507059321573387 , 0.09946469241593947 1.310577550780054 , -0.12456091053707971 0.22535311442585573 
0.5327323946256355 0.25426050542125395 , 0.1004819129434852 1.319932996198768 , -0.12572638187159713 0.2124430957432263 
0.5326309662892725 0.25787028928398986 , 0.10151175487736275 1.3291433684301404 , -0.1266547954691117 0.19962293964911798 
0.5322820247271026 0.26152944520809934 , 0.10255453746342437 1.3382119558317807 , -0.1273486364930034 0.18689519632336818 
0.5316877865005215 0.2652322775998555 , 0.10361054441822211 1.3471418220856128 , -0.12781040522122006 0.1742624976777799 
