0.5439400603886608 0.5361374089150757 , 0.7743716078671907 0.547389833357135 , 0.954344957271149 0.27897387623079195 
0.5398384418203307 0.5390630324124558 , 0.7659742771788308 0.5454093149019177 , 0.9668439065278389 0.27802877118862906 
0.5375524787134838 0.5418342353432843 , 0.7565548089873823 0.5427581615908714 , 0.9785493378261344 0.2779087215688468 
0.537143128201599 0.5444281789467464 , 0.7460427429045138 0.5395315833014694 , 0.9894707544208876 0.27854135625478665 
0.5387110561183939 0.5468082499643157 , 0.7343283286993719 0.5358318027304163 , 0.9996172407092346 0.2798610658082706 
0.542406453126059 0.5489174755067395 , 0.7212520601798823 0.5317758343508195 , 1.0089981122210592 0.28180780864544347 
0.5484443820750067 0.5506661954307471 , 0.7065888145582846 0.527508532128923 , 1.0176234288937092 0.28432639094333245 
0.5571260952289305 0.5519081370334935 , 0.6900261839854969 0.5232268305476946 , 1.025504346312573 0.28736615092181444 
0.5688581608754587 0.552391980962313 , 0.6711452181285077 0.519228110997261 , 1.032653246523034 0.29088102654342857 
0.5841124410036308 0.5516639424220866 , 0.6494606597692039 0.5160071325053373 , 1.0390835247541659 0.2948300435755787 
0.6030417205147017 0.5489249639266897 , 0.6248061505598477 0.5143978155731017 , 1.0448087544524511 0.2991783390032112 
0.6240175776255312 0.5432652650836544 , 0.5987984217078488 0.5153370336499526 , 1.0498406261936206 0.3038988197693956 
0.6432693609143143 0.5351228080110901 , 0.5752021533689028 0.5184047137357396 , 1.0541851112437834 0.3089735967561728 
0.6591559708436253 0.5258572951695133 , 0.555661274232274 0.5222515194843558 , 1.0578393804511013 0.3143923038491334 
0.6719772610133066 0.5162568127212959 , 0.5398869469580123 0.5260960195280995 , 1.0607924175556815 0.3201482862536072 
0.6823450023182802 0.5066517045403696 , 0.5272848352574794 0.5296134924833957 , 1.0630267879512407 0.3262359214792372 
0.6907694240418674 0.4971815489201144 , 0.5173672127524779 0.5326704203040583 , 1.064519988732655 0.3326491492788297 
0.6976328590398925 0.4879124000670347 , 0.5097784465863772 0.5352080885716524 , 1.0652453199007306 0.33938062986431533 
0.7032208837033547 0.47888248052722876 , 0.5042633098916268 0.537197428349929 , 1.0651724319320188 0.3464212096258446 
