0.0006037054487102456 0.8807020114828275 , 0.941382403984932 0.8182897146018471 , 0.08911775178206349 0.6813587064704194 
-0.013549608356039751 0.869809593472784 , 0.9610823095616442 0.8274455956674716 , 0.08357116001010133 0.6830952434148384 
-0.026831906850732293 0.8574368354888728 , 0.9805564346660366 0.836585827713804 , 0.07737933340040146 0.6863277693524171 
-0.039088927418376926 0.8435379507031195 , 0.9998179254461385 0.8457088369598018 , 0.07037486318794418 0.6911036448921726 
-0.05011616903585988 0.8280539697512309 , 1.018878775360383 0.85481348009544 , 0.06234125489118256 0.697482982708423 
-0.05963519322241891 0.8109211928304466 , 1.037749983652997 0.8638989642133956 , 0.052989070785127525 0.7055302755112517 
-0.06725938746332198 0.7920957104870351 , 1.0564416939954875 0.8729647799113305 , 0.041921554683540176 0.7152899421567284 
-0.07245292570285289 0.7716205528129226 , 1.074963317305441 0.88201064218539 , 0.028593469613117647 0.7267192375567813 
-0.07452299069779328 0.7497974808862717 , 1.093323640541398 0.8910364328426418 , 0.012303211372101094 0.7395165188261804 
-0.07281751999702964 0.7275443400496975 , 1.1115309176191466 0.9000421363202443 , -0.007609536406411061 0.7527639561851521 
-0.06745412261558986 0.7066894429751441 , 1.1295929249410286 0.9090277619643268 , -0.03103494110973285 0.764633227615623 
-0.05997772231648987 0.6891022126395725 , 1.1475169506213572 0.9179932662297126 , -0.05643536708916149 0.7732549536858089 
-0.052278419147128954 0.675292441696521 , 1.1653097319752002 0.9269385264484842 , -0.08192745161236537 0.7781194644100886 
-0.04545999012209944 0.6647682274557016 , 1.1829774310668 0.935863381136565 , -0.1064135797289947 0.7797188239628272 
-0.03995977091406877 0.6568587480051619 , 1.2005256754056222 0.9447676829622441 , -0.12946204327584757 0.778724001587688 
-0.0359024756988359 0.6510087864974908 , 1.2179596249822515 0.9536513325967304 , -0.15095328806770983 0.7756903134608727 
-0.033293680525863276 0.6468053038991848 , 1.235284038255245 0.9625142937484414 , -0.170886496513676 0.7710308349074678 
-0.03210108981444716 0.6439452681972686 , 1.2525033286065521 0.9713565965302884 , -0.1892983775763992 0.765048567827537 
-0.032286536325424095 0.6422029124861904 , 1.2696216106470857 0.9801783346021259 , -0.20623121310595594 0.7579691854667776 
-0.033818357264976784 0.6414057032260311 , 1.2866427378898908 0.9889796593043269 , -0.22172051940920834 0.7499650700247359 
-0.03667613866597944 0.6414178312899264 , 1.3035703335422457 0.9977607725491568 , -0.23579033366056062 0.7411718287160106 
