0.8517440805906219 0.7235971964233983 , 0.8422944004878427 0.20538344872538206 , 0.8935578145221752 0.47087213942292994 
0.8575170369421027 0.735444640011728 , 0.8425703677900974 0.2046404880719223 , 0.8875088908684396 0.45976765648805995 
0.8633976025181385 0.7458794446787063 , 0.8430656826907071 0.20542547717557152 , 0.8811330103917941 0.4485478627174325 
0.8693231258501132 0.7550308327445386 , 0.8437763303442744 0.20783250734466097 , 0.8744968394062522 0.43698944448251065 
0.8752478103093092 0.7630073626350096 , 0.8446939554513064 0.21199001290840022 , 0.8676545298400241 0.4248554090283005 
0.8811378705569927 0.7699009037715958 , 0.8458029110722639 0.21807309978817083 , 0.8606555139713832 0.41187878101194364 
0.886968321356534 0.7757895893614514 , 0.8470739864447575 0.22632277124843916 , 0.8535539877993482 0.3977404239618197 
0.8927207747048683 0.7807399256555454 , 0.8484505642485612 0.23707514806534727 , 0.8464249566472102 0.3820377108508175 
0.8983818601369646 0.7848081667783243 , 0.8498160213197394 0.2507998759397946 , 0.8393984141439357 0.3642447418535912 
0.903941997729639 0.7880409553661997 , 0.8509123211219537 0.2681105914641018 , 0.832741976749047 0.3437012377414086 
0.9093942565635363 0.7904750640376433 , 0.8511497112264358 0.28948599322790264 , 0.8270523278106676 0.3198917273061641 
0.9147328541110976 0.7921359263197484 , 0.8494772760500695 0.3136937826483176 , 0.8233861654394726 0.29402307560364416 
0.9199506192853477 0.7930356431035277 , 0.8456184389686465 0.33661116673037 , 0.8220272373466455 0.2702059747378125 
0.9250364376617408 0.7931746435568733 , 0.8405412913022522 0.3563326163999632 , 0.8220185666366467 0.2503455246148737 
0.9299749722302727 0.7925464075197501 , 0.8349687966809345 0.37317051335384827 , 0.8226525266894326 0.23413586369811176 
0.9347473276451205 0.7911406306133293 , 0.8292634196927221 0.3877492963612696 , 0.8235855482627973 0.22096285759711135 
0.9393315990492888 0.7889447510814775 , 0.8236147459422954 0.4005748206628855 , 0.8246499506090557 0.21033321282734718 
0.9437031918992955 0.7859446204622181 , 0.818135626189523 0.4120182026100883 , 0.8257574775118214 0.20188996149940383 
0.947834953481122 0.7821247299051418 , 0.8129032416046031 0.4223517979149454 , 0.8268581005149146 0.19537625675162298 
0.9516971473262441 0.7774681782789054 , 0.8079774593021403 0.4317796596479067 , 0.8279216889722554 0.1906049466448982 
0.9552572812993341 0.7719564675743195 , 0.8034097721500774 0.4404582635948707 , 0.8289292421512282 0.18743805340252007 
0.9584797838476673 0.7655691637561249 , 0.7992481089159621 0.4485101917832143 , 0.8298684028370104 0.18577342903237107 
0.9613255084886836 0.7582834354580975 , 0.7955397504417301 0.4560332806770155 , 0.8307310366702261 0.18553606843659726 
0.9637510307197216 0.7500734657625844 , 0.7923333814956067 0.46310689008800465 , 0.8315118833853116 0.1866724287211212 
0.965707680815917 0.7409097178968433 , 0.7896808067736382 0.46979632010715144 , 0.8322078080110848 0.18914674656771546 
0.967140226263472 0.7307580208140418 , 0.7876386489720248 0.4761560112647536 , 0.8328174203651432 0.19293875249291484 
0.9679850725654117 0.719578423051979 , 0.7862702710827428 0.4822319258094451 , 0.8333409519524856 0.19804243571028607 
0.9681677804138469 0.7073237410992218 , 0.7856481666323243 0.48806336117541854 , 0.8337803485544688 0.20446568229706985 
0.9675995825433945 0.6939377005601914 , 0.7858571267498506 0.493684347630897 , 0.8341395863073948 0.2122307363806218 
0.9661723922788928 0.6793525363222016 , 0.7869986354259682 0.49912469735990334 , 0.834425267895779 0.2213755508896053 
0.9637514681809833 0.6634858936263099 , 0.7891972065412408 0.5044106598532825 , 0.8346476208784159 0.2319562310921178 
0.9601643268293145 0.6462369026920165 , 0.7926098419744935 0.5095649109364319 , 0.8348221267968321 0.24405097094326184 
0.9551834942375615 0.6274815526707491 , 0.7974405978895147 0.5146050220587488 , 0.8349722034735638 0.25776620984221227 
0.948499030687265 0.6070685529660954 , 0.8039635251286437 0.5195378908430082 , 0.8351337397847314 0.27324634076260657 
0.9396747781529037 0.584820856165449 , 0.8125584622244271 0.524342419251126 , 0.8353630552233093 0.2906895091551351 
0.9280851265300637 0.5605627344042204 , 0.8237596598300405 0.5289153853097662 , 0.8357515092405359 0.31037466485772336 
0.9128735779673304 0.534244260347891 , 0.8382691767955659 0.5328973772019373 , 0.8364535408377437 0.3327111470218817 
0.8932514496922656 0.5063540440092714 , 0.8566033714078872 0.5351623631885302 , 0.8377414745004872 0.35833637737390844 
0.8700525337195709 0.4783473501908294 , 0.8774441421409024 0.5332000801009533 , 0.8400996197401668 0.3883053542799273 
0.8462054075261602 0.45057763408861323 , 0.8971491982414062 0.5250783026432894 , 0.8442416898330737 0.42419684783980743 
0.8242650280946233 0.42347228114091595 , 0.913250941786197 0.5110119898045564 , 0.8500803257198197 0.4653685136262376 
0.806364168818975 0.4015326542440285 , 0.9240780350849204 0.49256643689805163 , 0.8571540916967447 0.5057536934296298 
0.7919210388785658 0.38407651411651506 , 0.9290893749539428 0.4732847353418071 , 0.8665858817681314 0.5424915351133878 
0.7803334079069456 0.3698168671139429 , 0.9297105923734191 0.455445162035012 , 0.8775522953202753 0.5745907554227551 
