0.7927534997673085 0.9293770124258278 , 0.8244266251651093 0.034570850162755185 , 0.852409974756458 0.5499995862352206 
0.7923981993739331 0.9306486128003456 , 0.8211536500645727 0.026243766187468265 , 0.85603825025037 0.5570550698359897 
0.7921524040285145 0.9311798772621176 , 0.8178988616819496 0.018371276837728816 , 0.8595388339784117 0.5643962947239571 
0.7920270097262345 0.9309561285440776 , 0.8146648914755885 0.010933076006388601 , 0.8628981984870527 0.5720582442733374 
0.7920343943261337 0.929958452647652 , 0.811453839812607 0.003910671744504488 , 0.8661018655501351 0.5800783244316471 
0.7921888148035862 0.9281630286589081 , 0.8082673595773108 -0.002712824895385101 , 0.8691339253079788 0.5884972450602806 
0.7925069334246542 0.9255402388759824 , 0.8051067243915686 -0.00895287706932214 , 0.871976441872653 0.5973600870171434 
0.7930085292534268 0.9220534796352416 , 0.8019728848208887 -0.014823671229877869 , 0.8746086856145603 0.6067176404184398 
0.7937174824000295 0.9176575550798902 , 0.798866515171653 -0.020338242581333016 , 0.8770061021171933 0.6166281363252464 
0.7946631704178118 0.9122964764911047 , 0.7957880529380095 -0.02550858032348897 , 0.8791388763330545 0.627159552656188 
0.7958825065828967 0.9059003947965473 , 0.7927377325794782 -0.03034571521285549 , 0.8809698605265008 0.6383927692401119 
0.7974230128261567 0.8983812403619977 , 0.7897156150755071 -0.03485979117120854 , 0.882451471787212 0.6504259996330145 
0.7993476270203143 0.8896263960344826 , 0.7867216146093532 -0.03906012188096915 , 0.8835208580592083 0.6633811746702902 
0.801742548576987 0.879489343033742 , 0.7837555238143736 -0.042955232413309334 , 0.8840920272975151 0.6774133382033709 
0.8047306685478698 0.8677757125729118 , 0.7808170393701617 -0.04655288476450879 , 0.8840423917708442 0.6927246210154007 
0.8084957580430804 0.8542230511151958 , 0.7779057906087675 -0.049860084421215735 , 0.8831885510370278 0.7095844821298235 
0.8133279423704086 0.8384762309190127 , 0.7750213757909621 -0.052883062164526234 , 0.881240781527505 0.7283542800693171 
0.8197080571301663 0.8200876426470316 , 0.7721634154200612 -0.05562722029848305 , 0.8777186271386482 0.749487026475255 
0.8284150640094956 0.7987314094734412 , 0.769331643478764 -0.058097025018513625 , 0.8718433922006161 0.7733130643688759 
0.8402084734829238 0.7754308327955454 , 0.7665260828956075 -0.060295829296995916 , 0.8628555433103444 0.7988124453252541 
0.8539368350977289 0.7540020197895037 , 0.7637473541498275 -0.06222572526790245 , 0.8519059104413194 0.8221711543022023 
0.8675347450671745 0.7362730039601695 , 0.760996877977564 -0.06388783416968245 , 0.8410584766441372 0.8415622790333165 
0.8802895431421098 0.7216694097473235 , 0.7582766683413402 -0.0652828524772901 , 0.8310238882054257 0.8575608915537701 
0.8921134618865992 0.7094161964863895 , 0.755589070070504 -0.06641133578991348 , 0.8218875677317725 0.8709425881273275 
