0.547010739244598 0.9368819794720686 , 0.14192296105892765 0.9650299535442334 , 0.9667441101583925 0.45061565574741713 
0.5549998566901702 0.9398397741113558 , 0.15482307964704817 0.9565626199422523 , 0.9458548741246998 0.45612519471011104 
0.5625765674640222 0.9426277774735927 , 0.1683868318923505 0.948011527094619 , 0.9247144111055454 0.4618882841955074 
0.5697267957435824 0.9452121177247044 , 0.18263867822804442 0.9393867658603208 , 0.9033123364902913 0.467928705178694 
0.5764332091902691 0.9475559300265268 , 0.19760667243569358 0.9306987699256141 , 0.8816379288359555 0.4742728888115783 
0.5826746259913184 0.9496188587833311 , 0.2133231031117356 0.9219584316980709 , 0.8596800813588641 0.48095029828231717 
0.5884252866210589 0.9513564458343992 , 0.22982530677564783 0.9131772354557679 , 0.8374272170652114 0.48799390747355204 
0.5936539530691308 0.9527193576536173 , 0.24715670755293215 0.9043674129322199 , 0.8148671498398552 0.495440818177882 
0.5983227847437569 0.9536523808891377 , 0.26536815874490016 0.8955421273077125 , 0.7919868669732611 0.5033330805668688 
0.6023859211208672 0.9540930777013477 , 0.28451968958290635 0.8867156918677693 , 0.7687721997581447 0.5117188191946019 
0.6057876745578463 0.9539699304343481 , 0.30468279749606614 0.8779038283009752 , 0.7452073384080058 0.5206538300283956 
0.6084602011357559 0.9531997011134458 , 0.3259434705299997 0.8691239642313993 , 0.7212741387961626 0.530203923418874 
0.6103204752430651 0.9516835511533381 , 0.34840616197049223 0.8603955545118178 , 0.6969511732483611 0.5404484830985631 
0.6112663616530165 0.9493011451548644 , 0.3721989135966433 0.8517403743326848 , 0.6722125352122587 0.5514860692761698 
0.6111716239962861 0.9459013725310211 , 0.3974795416055257 0.8431826539139017 , 0.6470266448601066 0.5634435623187962 
0.6098800663642574 0.941287219874277 , 0.42444161472212877 0.8347487932433711 , 0.6213561293755322 0.5764915756460709 
0.6072004789838124 0.9351903150972493 , 0.4533147298529771 0.8264663839261648 , 0.5951626016251289 0.590870889740305 
0.6029093541318571 0.9272274975220426 , 0.4843394372895334 0.8183638615105845 , 0.5684290190405279 0.606936229731092 
0.5967859774819718 0.9168303208052848 , 0.5176542562292099 0.8104840049750377 , 0.5412375767507366 0.6252132629833964 
0.588753410563559 0.9031615049619881 , 0.5529455807824287 0.8029785429655518 , 0.5139788191159307 0.646387540836179 
0.5792492489836325 0.8851711053116462 , 0.5888177125977117 0.7964027620077259 , 0.4876108488805742 0.6709537214443467 
0.5695800451412074 0.8621819055675513 , 0.6228097763126154 0.791673440618714 , 0.4632879890080956 0.6986722425774535 
0.561141666772948 0.8346717078960758 , 0.652838609073822 0.7889075676240542 , 0.4416975346151484 0.7289483132435888 
0.5540368033565078 0.8040182939641617 , 0.6782392245951963 0.7872732509205611 , 0.4234017825102142 0.761236043878996 
0.5472858350270255 0.7720876212791438 , 0.6994009187087433 0.7859199976159055 , 0.40899105672614944 0.7945199698686696 
0.5403230336868253 0.7408241206684577 , 0.7170616829426272 0.7843690698867203 , 0.39829309383246575 0.8273343982085407 
0.5333895503036935 0.7112306010544207 , 0.7319153798797163 0.7824444634415137 , 0.3903728802785084 0.8588525242677844 
0.5268195215870981 0.6834331982483396 , 0.7444998077333889 0.780118331353881 , 0.38435848114143123 0.8889760591614982 
0.5207830976662902 0.6572486351783186 , 0.7552110808784488 0.7774158522386375 , 0.37968363191717924 0.9178631013467627 
0.5153334101097754 0.6324529273571088 , 0.7643422378863332 0.7743752999583418 , 0.3760021624658096 0.9456993614482683 
0.5104680162637732 0.6088523473990766 , 0.7721148788635803 0.7710339801266772 , 0.3730949153345647 0.972641261237965 
0.5061620281622318 0.5862920758785968 , 0.7787008455689061 0.767424067641935 , 0.3708149367307804 0.998811445243187 
0.5023832405083529 0.5646503863645691 , 0.7842365626998189 0.7635719469758799 , 0.3690580072537464 1.0243052554232697 
0.4990986374062272 0.5438312344170343 , 0.7888325926612201 0.7594986886751287 , 0.367746580394471 1.0491976656715556 
0.4962770235099287 0.523758087702248 , 0.7925801354763463 0.7552208102641367 , 0.36682065147564324 1.073548690797334 
0.49388994078312826 0.5043692691749602 , 0.7955555600784727 0.7507510276279159 , 0.36623230960031733 1.0974072919608424 
0.4919118386403419 0.4856145341494543 , 0.7978236409393986 0.7460989080330047 , 0.3659423308821778 1.1208141465812596 
0.49031993290340375 0.46745255987214235 , 0.7994399231464897 0.7412714099320903 , 0.3659179544120249 1.143803618959486 
0.4890939502694494 0.4498490910700896 , 0.8004524869037656 0.7362733194541636 , 0.3661313732887034 1.1664051782394653 
0.48821584627524983 0.43277555531921136 , 0.8009032889241492 0.7311075998462087 , 0.3665586752625194 1.1886444335982984 
0.48766953456740897 0.4162080171144446 , 0.8008291995738432 0.7257756699176209 , 0.36717907632066626 1.2105439017316528 
0.4874406420118029 0.4001263788404168 , 0.8002628171031988 0.7202776252825952 , 0.3679743513469168 1.2321235846407064 
0.48751629348828307 0.38451376410143473 , 0.7992331157490764 0.7146124135981864 , 0.36892840122455905 1.2534014110640972 
0.48788492549324936 0.3693560376460065 , 0.7977659681001763 0.7087779726404327 , 0.37002691686849287 1.274393578477279 
0.4885361257820101 0.35464142910311464 , 0.7958845709560194 0.702771338098763 , 0.3712571137238891 1.2951148215618407 
0.489460495720796 0.3403602368037223 , 0.7936097961745742 0.6965887263915497 , 0.3726075185665484 1.3155786255684463 
0.49064953205530515 0.32650459435290435 , 0.7909604825529254 0.6902255965545362 , 0.37406779585368805 1.3357973978562776 
0.492095525084455 0.3130682871903891 , 0.7879536808871587 0.6836766942620212 , 0.37562860449030494 1.3557826073113077 
0.4937914705845288 0.30004660969735514 , 0.78460486153243 0.6769360802474215 , 0.37728147834495973 1.3755448988189414 
0.4957309931809571 0.2874362558588863 , 0.7809280917131926 0.6699971447443595 , 0.37901872556776894 1.3950941881604721 
0.49790827917801483 0.275235238337393 , 0.7769361883016819 0.6628526090303769 , 0.38083334298222193 1.414439741395948 
0.5003180171175818 0.2634428322353543 , 0.7726408506431397 0.655494514689072 , 0.3827189427011971 1.4335902418392914 
0.5029553445431844 0.2520595409556262 , 0.7680527771578236 0.6479142007847986 , 0.3846696887609107 1.452553847023293 
0.5058157995946767 0.2410870824988474 , 0.7631817688229912 0.6401022687425562 , 0.3866802420442507 1.4713382375223143 
0.5088952761521567 0.23052839534178832 , 0.7580368221854298 0.6320485343216332 , 0.38874571212433207 1.4899506591002962 
0.5121899812833395 0.2203876637750602 , 0.7526262142458332 0.6237419656421856 , 0.3908616149327459 1.5083979593464718 
0.5156963937217123 0.2106703632926416 , 0.7469575813725279 0.6151706057446891 , 0.3930238353676785 1.526686619726387 
0.5194112220037815 0.2013833273654428 , 0.7410379943371271 0.6063214776045617 , 0.39522859412100997 1.5448227837937132 
0.5233313607064587 0.1925348377445002 , 0.7348740316231529 0.597180468853281 , 0.39747241813230705 1.5628122821659365 
0.5274538429246379 0.18413474138059382 , 0.7284718533575284 0.5877321926282811 , 0.39975211417975226 1.5806606547548427 
0.531775786675288 0.17619459818208902 , 0.7218372785868905 0.5779598199279059 , 0.40206474519974 1.5983731706537228 
0.5362943322487369 0.16872786524628502 , 0.7149758692204358 0.567844877505313 , 0.40440760899274597 1.6159548460121196 
0.5410065665605109 0.16175012500418035 , 0.7078930248747715 0.5573670035878062 , 0.40677821902663625 1.633410460171731 
0.5459094291509285 0.15527936706808565 , 0.7005940942185219 0.5465036514049045 , 0.40917428709246817 1.6507445702907273 
0.5509995924226594 0.14933633667935559 , 0.6930845104351749 0.5352297274384693 , 0.4115937076040842 1.6679615246458925 
0.5562733056663853 0.1439449668194591 , 0.6853699614325418 0.5235171471734451 , 0.4140345433629914 1.6850654747708131 
0.5617261878721338 0.1391329166958662 , 0.6774566099543959 0.5113342855054814 , 0.41649501263538885 1.7020603865623696 
0.5673529473998127 0.1349322470464772 , 0.6693513856523603 0.4986452912514005 , 0.41897347740974555 1.7189500504658395 
0.5731469958652322 0.13138027337188227 , 0.661062381874848 0.48540922456184665 , 0.42146843272183826 1.7357380908299882 
0.5790999066834817 0.1285206529817583 , 0.6525994068281357 0.47157896127525983 , 0.42397849695030115 1.752427974506699 
0.5852006414413229 0.12640478219512832 , 0.6439747660205096 0.45709978781452526 , 0.42650240300008596 1.7690230187540636 
0.5914344222757927 0.12509360802997924 , 0.6352043978818409 0.44190758224731996 , 0.4290389903042849 1.785526398486418 
0.5977810523359665 0.12465999581695786 , 0.626309560538961 0.42592644004848124 , 0.431587197586991 1.801941152898278 
0.604212354302231 0.12519183937637143 , 0.6173193998180189 0.4090655579176617 , 0.43414605634166864 1.818270191469684 
0.6106881615075787 0.12679614288023958 , 0.6082749639631603 0.391215146548203 , 0.43671468499117955 1.8345162993352746 
0.6171498662611365 0.12960430018134678 , 0.5992356604936488 0.3722411466185628 , 0.4392922837071331 1.8506821419638075 
0.6235097309799105 0.13377860403970704 , 0.5902899496053973 0.3519787156832166 , 0.4418781298766108 1.8667702690407935 
0.6296326859341101 0.1395191769022066 , 0.5815735503180286 0.33022529450110655 , 0.44447157420977984 1.882783117360404 
0.6353047444236739 0.14706760510850733 , 0.5733010285675554 0.3067369712653171 , 0.44707203747068935 1.8987230123898926 
0.6401787074220299 0.1566943137822705 , 0.5658200952887974 0.2812411070472158 , 0.4496790077510913 1.9145921679342308 
0.6436895961165319 0.16863000314088555 , 0.5596961763499219 0.25350490264961356 , 0.4522920379954648 1.9303926829732179 
0.6449740310972487 0.18284355910774286 , 0.5557930364944174 0.22355749525216548 , 0.4549107428702525 1.9461265344038086 
0.6430077416268116 0.1985710854548393 , 0.55513527624594 0.19216093822939234 , 0.45753479258916696 1.9617955650794852 
0.6373262866520001 0.2140593265522595 , 0.5581876244495666 0.1610667907518436 , 0.46016389936035185 1.9774014714596138 
0.6286368067631319 0.22756699560666202 , 0.5642432084640272 0.1320147878417261 , 0.46279779523475945 1.9929458053153288 
0.6181311111847587 0.23841553241555125 , 0.5721104871617729 0.10568205745594678 , 0.46543621211538694 2.0084299988922187 
