0.6491544467997473 0.73754357419555 , 0.21471994191746568 0.002368207417110857 , 0.5704750703792512 0.09153535529128876 
0.6589666939775295 0.7402962391302507 , 0.20942764713742074 0.006960832297156024 , 0.5659551179815139 0.08419006547654284 
0.6686788097444706 0.7427179872051498 , 0.20486336427631224 0.011809093973448079 , 0.5608072850756812 0.07692005572535165 
0.6782868037547835 0.7448192522109579 , 0.2010419209675099 0.016890875723304312 , 0.5550207343741708 0.06973700896968728 
0.6877868805419292 0.7466098760384279 , 0.19798122512172087 0.022183867983575745 , 0.5485813534328141 0.06265339288194591 
0.6971754154118668 0.7480991555503484 , 0.19570266974692324 0.027665091425374287 , 0.5414713739376741 0.05568288992822676 
0.7064489328303731 0.7492958831063523 , 0.19423163158883308 0.03331033574674336 , 0.5336688946772579 0.048840918050853784 
0.7156040868979571 0.7502083813192937 , 0.19359808831356046 0.03909347248120991 , 0.5251472838849465 0.04214528310344585 
0.7246376435773748 0.7508445324828491 , 0.19383738558629146 0.044985583064475775 , 0.5158744299327978 0.03561702135662459 
0.73354646440751 0.7512118029796065 , 0.19499119350079924 0.05095381678324209 , 0.5058118011881547 0.029281517141100864 
0.7423274915106876 0.7513172628521281 , 0.19710870073816797 0.056959851171310104 , 0.4949132668476085 0.02317002288051133 
0.7509777337887396 0.7511676005918262 , 0.20024810216827316 0.06295775987958366 , 0.4831236231394513 0.017321776432539716 
0.7594942543226127 0.7507691330689548 , 0.20447843432563678 0.0688909826605854 , 0.47037677044821447 0.011787021174409395 
0.7678741591679239 0.7501278103922838 , 0.2098817843793928 0.07468790865136425 , 0.4565935155491473 0.006631417860301481 
0.7761145880209469 0.7492492153593809 , 0.2165557922487984 0.08025527560856736 , 0.4416790788267187 0.0019426459360012147 
0.7842127076975766 0.7481385570722184 , 0.2246160522539326 0.08546806947141371 , 0.4255206991449549 -0.0021594896396826616 
0.792165710166859 0.7468006583422256 , 0.23419715565773 0.09015376766922642 , 0.4079865932718751 -0.005507289107502631 
0.7999708182651446 0.7452399369363555 , 0.2454487817303952 0.09406757964729101 , 0.3889298591009243 -0.007860379679697034 
