0.8395349419105126 0.20159429039364907 , 0.04614156782470924 0.802975702670396 , 0.5202071505012259 0.12279171406398248 
0.8483338834245034 0.21183149250561925 , 0.04671238519662843 0.7957791673745964 , 0.5108373916153158 0.11975104724781185 
0.8563512016251128 0.22193648483181208 , 0.04744647022733815 0.7884037543121086 , 0.5020859883839968 0.11702146798410679 
0.863654083440679 0.23191232192844727 , 0.04834664917227673 0.7808472909709717 , 0.493882927623492 0.11460209422860848 
0.8702973055210299 0.24176263046275157 , 0.04941592988607212 0.7731074637758651 , 0.48617042482934564 0.11249161288941079 
0.8763260575021615 0.2514911879673966 , 0.050657520205311383 0.765181799627034 , 0.4789000825289747 0.11068871953359692 
0.8817779870235816 0.2611016894178795 , 0.052074847290688286 0.7570676464752217 , 0.47203082592217777 0.1091923712349264 
0.8866847094302274 0.270597619404634 , 0.053671578377830834 0.7487621525352224 , 0.46552737242838943 0.10800193518817125 
0.8910729414310004 0.2799821845552987 , 0.05545164338093701 0.7402622437138561 , 0.45935907542451027 0.10711727885887277 
0.8949653653712243 0.28925828051674773 , 0.05741925981530958 0.731564598784139 , 0.4534990350499138 0.10653882782714075 
0.8983812969913193 0.29842847861195826 , 0.05957896055126558 0.7226656217740575 , 0.44792340269386277 0.10626760674201186 
0.9013372073997865 0.3074950233875726 , 0.061935624982982405 0.7135614109523684 , 0.44261082785367867 0.10630527278808666 
0.9038471351859707 0.31645983578992437 , 0.06449451429438599 0.7042477236804179 , 0.4375420107560909 0.10665414765768536 
0.9059230145175386 0.32532451877701063 , 0.0672613116353976 0.69471993625126 , 0.43269933408351136 0.10731725209975693 
0.9075749380821155 0.33409036340605014 , 0.07024216819375809 0.6849729976459035 , 0.428066553960574 0.10829834607607403 
0.908811368812025 0.34275835417485934 , 0.0734437563718462 0.6750013758882291 , 0.42362853505257647 0.1096019770649392 
0.9096393108114805 0.3513291728371661 , 0.07687333157083172 0.6647989953569389 , 0.4193710178541354 0.11123353893392257 
0.9100644473512001 0.3598032001720047 , 0.08053880446935356 0.6543591629897214 , 0.41528040841589403 0.11319934396630144 
0.9100912519157452 0.36818051533353774 , 0.0844488261936017 0.6436744807565165 , 0.41134358212710076 0.11550671103797332 
0.9097230768872345 0.37646089248079967 , 0.08861288945735508 0.632736741035634 , 0.4075476938918581 0.11816407361159377 
0.908962223390418 0.38464379441150204 , 0.09304144967253711 0.6215368005274247 , 0.40387998717349255 0.1211811121891008 
0.9078099950146221 0.39272836291489654 , 0.0977460712936898 0.6100644269821855 , 0.40032759392813566 0.12456891723094535 
0.9062667375019857 0.40071340552440216 , 0.1027396064135241 0.5983081111506231 , 0.3968773163209378 0.12834019045300216 
0.9043318660023929 0.4085973782960979 , 0.1080364150993961 0.5862548337606553 , 0.39351537913465867 0.13250949507127416 
0.9020038811111786 0.4163783641667125 , 0.11365264050517423 0.5738897736412623 , 0.39022713862009484 0.13709356932005265 
0.899280374604073 0.42405404635540994 , 0.11960655696720887 0.5611959378242612 , 0.3869967286651658 0.14211172294835614 
0.8961580255514658 0.43162167616782005 , 0.1259190169980645 0.5481536867279284 , 0.3838066176869173 0.14758634423227887 
0.8926325873251267 0.43907803443883914 , 0.13261403481917047 0.5347401160304897 , 0.38063703809215044 0.1535435566586985 
0.8886988659075458 0.44641938571434653 , 0.13971956236067343 0.5209282393947494 , 0.37746523196822845 0.16001408201893128 
0.8843506898901554 0.45364142412558217 , 0.14726854294729394 0.5066858891527632 , 0.3742644273989983 0.16703439384968183 
0.8795808726303517 0.4607392097636494 , 0.15530037622282522 0.49197420914122336 , 0.3710024113832708 0.17464828822315448 
0.8743811672817687 0.4677070942363386 , 0.1638630103166589 0.47674554414281045 , 0.36763948263802004 0.18290906874887825 
0.8687422159138454 0.4745386340260415 , 0.17301602320209447 0.46094041436771976 , 0.3641254211205079 0.19188265873426602 
0.8626534948700494 0.4812264903434355 , 0.18283532432081723 0.44448306641350366 , 0.3603948410455811 0.20165215037108816 
0.8561032602062273 0.4877623145318482 , 0.19342062630166945 0.4272747546121622 , 0.356359773728551 0.21232463798401693 
0.8490785001429381 0.49413661899091055 , 0.20490788281162944 0.40918334324459826 , 0.3518972772818802 0.22404174489251852 
0.8415649072966653 0.5003386355491478 , 0.21749107897066522 0.39002701764201286 , 0.3468276739691172 0.23699605393686665 
0.833546895033134 0.5063561670934059 , 0.23146233404316413 0.3695497009691195 , 0.34087443116014965 0.25145583906550195 
