0.57340290764603 0.8357725706062186 , 0.7612043155867064 0.6112454340608908 , 0.8917598010534095 0.07418098662333084 
0.5699997896622767 0.8491457690873523 , 0.7527606351280015 0.605344260853988 , 0.9036065994958676 0.06670896134909993 
0.5672039370561254 0.8616551704955949 , 0.7438450121231684 0.5998887523176287 , 0.915318075106852 0.059655068477216563 
0.5649451735030449 0.8733266660848962 , 0.7345333236534123 0.5948701012702919 , 0.9268885271296887 0.053002223935252085 
0.5631632979634068 0.8841843510042323 , 0.7248907969111134 0.5902809738360419 , 0.9383129294116257 0.04673366645016587 
0.5618061657374781 0.8942503641141089 , 0.71497385894146 0.5861156510531947 , 0.9495869996072077 0.04083297612313653 
0.5608281962225873 0.9035448482515548 , 0.7048315955083365 0.5823700241534414 , 0.9607072325552221 0.03528411888544389 
0.5601891980369778 0.9120859732232622 , 0.6945069234637434 0.579041514823685 , 0.9716709027854246 0.030071503243492875 
0.5598534319444703 0.9198899886268935 , 0.6840375504856603 0.5761289631562336 , 0.9824760418560151 0.02518003950731297 
0.5597888533489961 0.926971287698678 , 0.6734567745641898 0.5736325087619548 , 0.9931213963729598 0.02059519482980735 
0.559966491359719 0.9333424714426605 , 0.6627941606791478 0.5715534799385135 , 1.003606372247279 0.016303039909266195 
0.5603599323078288 0.9390144069013509 , 0.652076121825306 0.5698942992203663 , 1.013930970153011 0.012290285168722905 
0.5609448833835219 0.9439962760325618 , 0.6413264245141183 0.5686584095791577 , 1.0240957163885056 0.008544305678720563 
0.5616987976413214 0.9482956130901895 , 0.6305666341201294 0.5678502230957471 , 1.034101592524695 0.0050531551045034885 
0.5626005456095471 0.9519183291430318 , 0.6198165122509307 0.5674750925354937 , 1.043949966425668 0.0018055696119146573 
0.5636301215602866 0.9548687226798237 , 0.6090943762243829 0.5675393055742796 , 1.0536425265014762 -0.0012090369636631585 
0.5647683744388385 0.9571494752981388 , 0.5984174294179613 0.5680501012140076 , 1.0631812204293458 -0.004000585221706203 
0.5659967547076145 0.9587616313482993 , 0.5878020705106849 0.5690157080414635 , 1.0725681990678462 -0.006578348099322699 
0.5672970690468198 0.9597045601481661 , 0.5772641893524704 0.5704454043248868 , 1.0818057658868554 -0.008950973182612827 
0.5686512350321871 0.95997589902236 , 0.5668194573197124 0.572349600446801 , 1.090896331934246 -0.011126508178721043 
0.5700410275860824 0.9595714749559362 , 0.556483620556128 0.5747399448045637 , 1.099842376143935 -0.01311242847005985 
0.5714478081278127 0.9584852020838763 , 0.5462728055144876 0.577629455055348 , 1.1086464106438452 -0.014915665848784284 
0.5728522258273987 0.956708951555213 , 0.5362038478273118 0.5810326774355806 , 1.1173109506314352 -0.016542637700353482 
0.5742338780128441 0.9542323895061109 , 0.5262946579379768 0.5849658778466644 , 1.1258384883353247 -0.017999276062335243 
0.5755709133051956 0.951042777951524 , 0.5165646404182661 0.5894472694638094 , 1.134231470562684 -0.019291056124893336 
0.5768395560125249 0.9471247323884999 , 0.5070351889394976 0.5944972827637969 , 1.142492279334123 -0.02042302386185667 
0.57801352301971 0.9424599288844784 , 0.49773028614301357 0.6001388849930022 , 1.150623215123422 -0.021399822587040415 
0.5790632938139656 0.9370267526174538 , 0.48867724822917624 0.6063979569950178 , 1.1586264822430037 -0.022225718322031393 
0.5799551787564748 0.9307998797231288 , 0.4799076695860774 0.6133037355097157 , 1.1665041759435932 -0.022904623942404393 
0.5806501076989493 0.9237497859156039 , 0.4714586457617543 0.6208893275184648 , 1.1742582708254419 -0.023440122143628554 
0.58110202653313 0.9158421808460033 , 0.4633743875653282 0.6291922977855603 , 1.1818906101876872 -0.02383548734112344 
0.5812557369005825 0.9070373810938644 , 0.45570839141320807 0.6382553168944823 , 1.1894028959723548 -0.024093706697906662 
0.5810439341100024 0.8972896666828335 , 0.4485264111831452 0.6481268251748916 , 1.1967966789929978 -0.024217500567284986 
0.580383075105168 0.8865467367883725 , 0.441910599999262 0.6588615972622227 , 1.2040733491817155 -0.024209342760155 
0.5791675207822496 0.8747495352111873 , 0.4359653778478053 0.6705209372951781 , 1.2112341256560906 -0.024071481215925235 
0.577261122462348 0.8618330563921666 , 0.4308258552967462 0.6831718947999593 , 1.2182800465270514 -0.02380595990168565 
0.574485066819019 0.8477294970758393 , 0.4266699988720778 0.6968841373434427 , 1.2252119585950487 -0.023414643128841776 
0.5706005167945124 0.8323768035559457 , 0.42373599996500716 0.711721431753688 , 1.232030507526626 -0.022899244019193472 
0.5652851663620637 0.8157393898354044 , 0.4223457279330355 0.7277209610909295 , 1.2387361299910464 -0.022261359635893763 
0.5581072265811536 0.797855519428502 , 0.4229307466984327 0.7448459881653839 , 1.2453290510065593 -0.021502516303445723 
0.5485180105461753 0.778938188940948 , 0.4260397205811381 0.7628850317982424 , 1.2518092931588323 -0.020624229448750194 
0.5359352632969772 0.7595556116547337 , 0.43225505082202365 0.7812714605965106 , 1.2581767101671448 -0.01962808096080414 
0.5200581121059232 0.7408113769063756 , 0.44187784879282394 0.7989034220122286 , 1.2644310633873985 -0.018515807628164023 
0.5013680738339005 0.7241403377568416 , 0.454426798737437 0.8143480210066516 , 1.2705721517148083 -0.01728936747305298 
0.4811222175958596 0.7105187686056222 , 0.4686448502458467 0.8266311459347784 , 1.2765999564444395 -0.015950923249960405 
0.4605958428090189 0.7000348206383252 , 0.4832564679620757 0.8356668980934777 , 1.2825147135150512 -0.014502727441362712 
0.44059330759012366 0.6922555583291026 , 0.49745683244211475 0.8418904175040501 , 1.2883168842539074 -0.012946984542712429 
0.4214989293402126 0.686649793322264 , 0.5108610171575204 0.845834955614189 , 1.294007077788413 -0.011285757646012548 
0.403457278303583 0.6827597592143819 , 0.5233237720025681 0.8479601576296133 , 1.2995859739799949 -0.009520925553554814 
0.38649751198112714 0.6802295890768012 , 0.5348152485451904 0.8486235748987947 , 1.3050542637598286 -0.007654172685155489 
0.370598131572243 0.6787901065606077 , 0.5453562854583809 0.8480958808289928 , 1.3104126072555222 -0.0056869960991600774 
0.3557178070696578 0.6782375163974471 , 0.5549876114609574 0.84658219515829 , 1.3156616057555308 -0.003620720265296823 
0.34180954896700466 0.6784156697947583 , 0.5637556917820173 0.8442398361791044 , 1.320801783537124 -0.0014565146834223225 
0.3288270324914569 0.6792030039465906 , 0.5717064152799676 0.8411913992826382 , 1.3258335765147216 0.0008045880612115625 
0.31672725320998085 0.6805032623017029 , 0.5788824455107227 0.8375340540740582 , 1.3307573255654426 0.003161674914679242 
0.3054714732716806 0.6822389361568459 , 0.5853222779472425 0.8333461190408467 , 1.335573273067223 0.005613936092747826 
0.2950253831572227 0.684346595742641 , 0.5910600794695928 0.8286917454837999 , 1.3402815616593304 0.008160650063999533 
0.28535891981668693 0.6867735238985786 , 0.5961258699105524 0.8236242976469133 , 1.3448822345589067 0.010801169744948536 
0.2764459522834371 0.6894752521512498 , 0.6005458350155898 0.8181888293330514 , 1.349375236987119 0.01353490980613915 
0.26826393500810436 0.6924137282611492 , 0.6043426708695854 0.8124239280644838 , 1.3537604184084562 0.016361334964807274 
0.26079357504794465 0.6955559309242589 , 0.607535913848555 0.8063631112272321 , 1.3580375353896463 0.01927994913894927 
0.25401853272681324 0.6988728049096646 , 0.610142236603454 0.8000359010327547 , 1.3622062549558787 0.02229028534802097 
0.24792516250205407 0.702338428320619 , 0.6121757034125449 0.7934686667088364 , 1.366266158371547 0.025391896260984884 
0.24250229472191587 0.7059293494729008 , 0.613647984256971 0.7866852965075739 , 1.3702167453072591 0.028584345309965696 
0.23774105633968612 0.7096240483837015 , 0.6145685295676754 0.7797077446008918 , 1.3740574383787845 0.03186719830584706 
0.2336347277570571 0.7134024898307579 , 0.6149447084692476 0.7725564859496309 , 1.3777875880598411 0.0352400155100516 
0.23017863292798554 0.7172457431687705 , 0.6147819133770733 0.7652509039874494 , 1.381406477981087 0.03870234413422047 
0.2273700602216174 0.7211356497418023 , 0.6140836334309161 0.7578096302921518 , 1.3849133306336123 0.042253711256486436 
0.22520821209523315 0.7250545225617812 , 0.6128514986934869 0.7502508515691201 , 1.3883073134974258 0.04589361715953935 
0.22369418225663432 0.7289848654212011 , 0.6110852964151687 0.7425925967574777 , 1.3915875456143427 0.04962152911176181 
0.22283095965026392 0.7329091000770431 , 0.6087829600153009 0.7348530155850032 , 1.394753104620581 0.05343687562839431 
0.22262345926267785 0.7368092907569959 , 0.605940530776138 0.7270506592684751 , 1.39780303424733 0.05733904126496968 
0.2230785804035949 0.7406668550712956 , 0.6025520915949766 0.7192047742090572 , 1.4007363522875744 0.06132736201008793 
0.22420529377282786 0.7444622494480759 , 0.5986096714988797 0.7113356204834678 , 1.4035520590144384 0.06540112135889697 
0.22601475925583367 0.7481746153404214 , 0.5941031190101923 0.7034648287877387 , 1.4062491460201199 0.06955954716228051 
0.2285204769629281 0.7517813694657279 , 0.5890199418982927 0.6956158124651183 , 1.408826605424925 0.07380180935959438 
0.23173847445430845 0.7552577168781778 , 0.5833451104490993 0.6878142556975528 , 1.411283439382738 0.07812701871471005 
0.23568753320151115 0.7585760591906247 , 0.5770608213024933 0.6800887054137804 , 1.4136186697821413 0.0825342266860356 
0.2403894567863391 0.7617052609098535 , 0.5701462194889458 0.6724713038094812 , 1.4158313480108609 0.08702242657110601 
0.24586938147758675 0.764609723350954 , 0.5625770781940617 0.664998711864054 , 1.4179205646144974 0.09159055607543261 
0.25215612540288973 0.7672481960185695 , 0.5543254402458053 0.6577132938078929 , 1.4198854586374507 0.0962375014639782 
0.259282563140422 0.7695722267686884 , 0.5453592347631605 0.6506646610591643 , 1.4217252263825633 0.10096210346258788 
0.26728599351612226 0.7715241101455709 , 0.5356419015069188 0.6439117160578216 , 1.4234391292631048 0.10576316508704815 
0.2762084304989738 0.7730341317302075 , 0.5251320934462382 0.6375253979695771 , 1.4250265003409337 0.11063946159065609 
0.2860966719318865 0.7740168166865085 , 0.5137836033150137 0.6315924218649487 , 1.4264867490392454 0.11558975273898352 
0.2970018510507599 0.7743657638010624 , 0.5015458098625136 0.6262204298450915 , 1.4278193633728722 0.12061279764428683 
0.3089778745511372 0.7739464801034573 , 0.48836524090469785 0.6215451387659965 , 1.4290239088303107 0.12570737242098684 
0.32207754023026686 0.7725864594207987 , 0.4741894613236004 0.6177402409193335 , 1.4301000227322784 0.13087229095030842 
0.3363438882385278 0.7700617358203765 , 0.45897573362278693 0.6150308264296985 , 1.431047402424831 0.13610642904036563 
0.35179188261911654 0.7660798796418122 , 0.4427093567029794 0.6137103594854496 , 1.4318657849640497 0.14140875216317883 
0.3683710457483132 0.7602627323911668 , 0.4254410635898612 0.6141579123519573 , 1.4325549149479713 0.14677834654731658 
0.3858936571098415 0.7521430375406819 , 0.40735887122510767 0.6168415015218356 , 1.4331144959511966 0.15221445222792312 
0.40391516505562386 0.7412165318757661 , 0.3889077387751631 0.6222659657392651 , 1.4335441204553587 0.15771649367540944 
0.4216037601212769 0.7271293776797443 , 0.37092008781924724 0.6307855163399377 , 1.4338431763456214 0.16328409727075854 
0.4377875652492331 0.7100236216048069 , 0.35456871697847053 0.6422582940048887 , 1.434010742058442 0.16891707568074502 
0.4514024164044142 0.6907342213817752 , 0.34091909736163256 0.6558494110081328 , 1.4340455105200989 0.17461535890053267 
0.46200636238781145 0.670434429930272 , 0.33041486867493286 0.6703856791669092 , 1.4339457932234012 0.18037888219325954 
0.46977002367874426 0.6500960362155545 , 0.32288739442823916 0.6848954745051761 , 1.433709606179162 0.18620748056971018 
0.47513713193404356 0.6303064452847423 , 0.3178951076712738 0.6987917182269401 , 1.4333347846808282 0.1921008277787583 
0.478575638429758 0.6113550780744914 , 0.31497230346345095 0.7117854946500447 , 1.4328190823929368 0.19805841856590467 
0.4804846103237411 0.5933577666270731 , 0.31372217196323837 0.7237616475525307 , 1.4321602419991661 0.204079577110837 
