0.12879002499836112 0.3682159674666299 , 0.068815377137456 0.30112863291101044 , 0.7495934363868999 0.5411509625920177 
0.13340906832727306 0.37264211056151303 , 0.05421988291739603 0.30795103277422575 , 0.759569887278048 0.5299024196339193 
0.1355459798192717 0.37491350510681093 , 0.04250085947521469 0.3170380033684914 , 0.7691519992282307 0.5185440544943557 
0.13505591753220955 0.37546269104586455 , 0.033796984194145084 0.3279435339012103 , 0.7783459367963624 0.5070893380225833 
0.13178742639114766 0.3746498981801446 , 0.028252721763582615 0.340294857190334 , 0.7871586903679868 0.4955508075991795 
0.12553839682965773 0.3728165446721258 , 0.026062423327412397 0.35373883123516536 , 0.7955980183656469 0.48394018706236686 
0.11604677356124513 0.3703559479819463 , 0.027479754162708023 0.36787111616727314 , 0.8036723107987639 0.47226849882043864 
0.10303999072897244 0.3678205826403626 , 0.032768466949907586 0.38212880309986436 , 0.811390380843837 0.4605461772294312 
0.08645080450322612 0.36607776907204104 , 0.0419868628267521 0.3956346110999514 , 0.8187611711927387 0.4487831827976657 
0.06698738597971426 0.36638400637461704 , 0.05441809706143645 0.4071224610145744 , 0.8257933554815662 0.4369890955804667 
0.046712677361280056 0.36987689431424486 , 0.06799128136143445 0.4154455418966226 , 0.8324948798000024 0.4251731267587907 
0.028112158043962717 0.37663003067675493 , 0.0802139844882358 0.42052154094574523 , 0.8388726959905184 0.413343991347158 
0.012600905262805178 0.38586742620979037 , 0.08966498389051332 0.423118393546124 , 0.8449329493693984 0.4015097432137438 
0.0006098342978842729 0.39674079450252836 , 0.09590759414950988 0.42407704639657307 , 0.8506814100753228 0.38967772207055673 
-0.007832709902427243 0.40859205286782696 , 0.09890771633362755 0.42404891268678707 , 0.8561238320915167 0.3778545974150442 
-0.012789342217848079 0.42092445414017554 , 0.09872201798704193 0.4235246619271368 , 0.8612661627535231 0.3660464469023459 
-0.014301395860192911 0.4333261871088841 , 0.09538560063066033 0.42291053616160335 , 0.8661146337522495 0.3542588396991707 
-0.01235875592726579 0.4454005136854724 , 0.08888182376950063 0.42259813119809775 , 0.8706757706804821 0.342496918086088 
-0.006910485154633371 0.4566986735450725 , 0.07915298047182273 0.4230314108583859 , 0.8749563432055275 0.3307654785661998 
0.002069316990562918 0.46664573969044143 , 0.06616625815173777 0.424780768075033 , 0.8789632633804162 0.31906905520418377 
0.01438026585909674 0.4744764031303028 , 0.050115145180676904 0.42860715449500547 , 0.8827034274829433 0.3074120053443499 
0.029123099374703698 0.47931995944608874 , 0.031892247722698025 0.4353770158052041 , 0.8861834914253152 0.29579858771836537 
0.04420305312527489 0.4807681312186062 , 0.013586186996715311 0.44549443412147277 , 0.8894095984007266 0.28423299762957926 
0.0571326147290593 0.47956324190367505 , -0.002320966630317535 0.45821301720396457 , 0.8923871904239751 0.27271930386201865 
0.06659792409497864 0.4770363560958472 , -0.01452018047588077 0.4721978944038714 , 0.895121094903619 0.26126131246993967 
0.07240105367155392 0.47424962493891887 , -0.02281802328530454 0.48638345843504893 , 0.8976158081364675 0.2498624795956905 
0.07475826689265132 0.4718833297315555 , -0.02743518015439548 0.5000863261104083 , 0.899875751784461 0.2385259071276945 
0.07394212335171972 0.4703919293395917 , -0.02864871170233673 0.5128492519715636 , 0.9019054268733339 0.22725438165850298 
0.07017725686868613 0.4701360413841551 , -0.02668790069251445 0.524309094439285 , 0.9037094823465451 0.21605042714621817 
0.06363057350691802 0.4714673477121582 , -0.021724460039575774 0.5341118551339082 , 0.9052927250553746 0.2049163601235918 
0.05444061003787813 0.47478869806859103 , -0.01390185960456698 0.5418525199298949 , 0.9066600880894057 0.19385434497117232 
0.042791196133190754 0.4805989343589733 , -0.0034089219724676937 0.5470301791275417 , 0.9078165643619938 0.18286644948314326 
0.029082357200455114 0.48949180950386223 , 0.009349376563533922 0.5490490533722412 , 0.9087671047587278 0.17195470009355487 
0.014279836498122866 0.5019665029558893 , 0.023402524831704272 0.5474079298153265 , 0.9095164771928896 0.1611211301984425 
0.0002588490122944244 0.5177968512407661 , 0.03687089102961909 0.5423309123331577 , 0.9100690984808033 0.1503677993957346 
-0.010861948949319536 0.5354687996664991 , 0.047631872923818 0.5353300180304811 , 0.9104289145482184 0.13969674527267822 
-0.0181308168246779 0.5530931431293309 , 0.054730200594394346 0.528292544570429 , 0.9105994547530004 0.12910987526989862 
-0.02168767010800231 0.56944399069698 , 0.05830248029255968 0.5224426816575293 , 0.9105840283381594 0.1186088906151491 
-0.0220103398348241 0.583903078643421 , 0.05882327453684295 0.5183972030239974 , 0.910385903820698 0.10819528130224011 
-0.01956306289924049 0.5961415336364964 , 0.056753490541688545 0.5164836694858543 , 0.9100084108802687 0.09787035984730778 
-0.014725639703502102 0.6059248911050211 , 0.05246949893365591 0.5169353662798689 , 0.909454979292563 0.08763530558476838 
-0.007811840701958054 0.6130169433751527 , 0.046281542086314686 0.5199874111454126 , 0.9087291371383602 0.07749120844909321 
0.0008838487021660341 0.6171303700968256 , 0.03848050790492895 0.5259260833430494 , 0.9078344819156219 0.0674391095297835 
0.011011013619393495 0.6179077781179009 , 0.02941319443416259 0.5351077467011616 , 0.9067746304691607 0.05748003815059603 
0.02202928035135438 0.6149659388763642 , 0.019616409537409528 0.5479145796174721 , 0.9055531486339529 0.047615044475822224 
0.03298467496323362 0.6081362116845719 , 0.010040703308381834 0.5645141289342269 , 0.9041734602511013 0.037845222350859756 
0.042360421654797004 0.5981086515814411 , 0.00219967172923439 0.5842152041957535 , 0.9026387451386854 0.028171707192464063 
0.04868258323446544 0.5869468701314869 , -0.002435617167398308 0.6049530676894885 , 0.9009518724556496 0.01859562514868316 
0.05160906201386368 0.5769566139641006 , -0.0035256712681196113 0.6244209453863266 , 0.8991154477769726 0.009118003619231476 
0.05169882546305217 0.569423445734515 , -0.001631940988641495 0.6413324000655717 , 0.897131954048306 -0.00026028283042797 
0.04966165911730914 0.5648111949954302 , 0.002533307098712437 0.655222869660797 , 0.8950038723066951 -0.009538501686568477 
0.04608453525697723 0.5632499451846062 , 0.008380562869731914 0.6659616392562734 , 0.8927337403960075 -0.018716021471220902 
0.04142666936799083 0.5647896010016499 , 0.01544800301070358 0.6734982298381229 , 0.8903241661440222 -0.02779226787011406 
0.03607412580247102 0.5694992064726335 , 0.023346898267190205 0.6777630425127518 , 0.8877778144530554 -0.03676668601572653 
0.030401947128724065 0.5775009014891207 , 0.03169951226925815 0.6786333716927725 , 0.8850973791247344 -0.045638710212234354 
0.024846131868837766 0.5889655478287925 , 0.04006716270224832 0.6759377559425328 , 0.8822855439516305 -0.054407740801666465 
0.02000018374787408 0.6040421938636741 , 0.0478537204273567 0.6695264981711244 , 0.8793449343474858 -0.06307312906513966 
0.01672664218333343 0.6226094940271171 , 0.05419413556874559 0.6595202435538139 , 0.8762780607706376 -0.07163417461127207 
