0.4874275790595831 0.13574220596358033 , 0.3317772418043806 0.4754248157889287 , 0.5355529099125524 0.16769986992215047 
0.49283515847060744 0.14065615033344042 , 0.33313161355712173 0.47152850463286955 , 0.528790958748787 0.1666822367083495 
0.5006989193587302 0.14815673377953179 , 0.3351439926318833 0.46645836268993307 , 0.5189148187859026 0.16425179520519465 
0.5099135603139329 0.15775006832058527 , 0.33784686290742066 0.46016359861198036 , 0.5069973075551627 0.16095322474209386 
0.518474745360764 0.1683001889042135 , 0.3412811501746689 0.4525791515920065 , 0.49500183524108327 0.1579875511784395 
0.5244876808576284 0.17857835487670332 , 0.34549806603587546 0.4436242956278312 , 0.4847719838830123 0.156664241170125 
0.5270252483978509 0.18790579752977812 , 0.3505635376767464 0.4331967975020808 , 0.47716894470191884 0.1577642966428006 
0.5257993263954491 0.19604953582455314 , 0.3565655332200337 0.4211617296372038 , 0.4723928711610334 0.16165562621290258 
0.5207274625525046 0.2029681317105361 , 0.363625156348498 0.40733421489087684 , 0.4704051118755137 0.16856454507324656 
0.5117796063263254 0.20871187296218277 , 0.3719143513590655 0.3914524018601422 , 0.47106377309112546 0.17870261685233454 
0.4990532164438499 0.21348011568269504 , 0.38168598670879594 0.3731326914566885 , 0.4740185276238705 0.19225408453527598 
0.4831061509215507 0.21788783482700827 , 0.3933269950305946 0.35179353622547416 , 0.47832458482437107 0.20918552062217705 
0.46537304041494637 0.22339917107917986 , 0.40745046567194443 0.3265342782804655 , 0.48193422468962555 0.22893344231501414 
0.447664432335949 0.2322148568186514 , 0.42500859577584627 0.2960414771089933 , 0.4820847026647211 0.2506105577470148 
0.4314525101281723 0.2461405321674298 , 0.44686219187664294 0.25953036764514387 , 0.4764430287717011 0.2731959918620858 
0.4198127955714122 0.2632035607698433 , 0.46980893534223905 0.22293442524911128 , 0.4651359998628651 0.2927289056557049 
0.4142365702626813 0.27987595115025843 , 0.48951917673122314 0.19257832795713473 , 0.4510019837826119 0.3064126125672663 
0.41355605461346145 0.296096658389268 , 0.5061031362691062 0.1676576202893412 , 0.43509853989394864 0.31511261299605026 
0.41619775413249355 0.31204924163416037 , 0.520270992518914 0.14678334563235862 , 0.4182889841251088 0.3200343044081405 
0.42003165893677014 0.3272277620425764 , 0.5325527649205124 0.1290040017630991 , 0.4021733069192337 0.322635127868984 
0.4228967682983533 0.34068403461502145 , 0.5433087836110155 0.11369238248198249 , 0.3885521788671474 0.3244904745776556 
0.423530118663874 0.3517342962655222 , 0.5527851928641964 0.1004241820425241 , 0.3784424192484459 0.3267084133666132 
0.4214777333959815 0.36009462613092813 , 0.561152919387172 0.08890510686577366 , 0.3721270779933627 0.32986715867795774 
0.41664784784973036 0.36567536885167995 , 0.5685331523889152 0.0789263825265232 , 0.3695767305378706 0.3342651402964564 
0.4091029476700235 0.36845303533066437 , 0.5750137864780084 0.07033674212192884 , 0.3706409966284843 0.3400771142220664 
0.3991023992875031 0.36848324232703583 , 0.5806601518643217 0.06302431343885019 , 0.3749951796246913 0.34735933590877355 
0.3873809813917821 0.3660820371762169 , 0.5855222613178849 0.056904380131907906 , 0.38185448806684913 0.35588047436653475 
0.375477301347221 0.36212010932305266 , 0.5896397393302881 0.05191075640795938 , 0.389640690099007 0.3648360259436475 
0.36530794813034884 0.35789854057659826 , 0.5930446219752625 0.04799014486223379 , 0.39640516067090475 0.3729782062358275 
0.35812706894221685 0.35445625797436003 , 0.5957620885713949 0.04509969504192418 , 0.40086857326290437 0.37931093865837534 
0.35438884178540064 0.352330630507487 , 0.5978102493217335 0.043206709621532204 , 0.40255863966938193 0.38332955154564036 
0.3541615647291341 0.35176828488885487 , 0.5992000900148262 0.042288758388232255 , 0.40139607603255584 0.38480984839757243 
0.3573687716730653 0.3528962646523271 , 0.5999357554447384 0.04233352673035014 , 0.39745320365871245 0.3836371002919823 
0.3637874325880172 0.3557481325165598 , 0.6000150490158249 0.043338379563334556 , 0.39095524917267405 0.3797803795947652 
0.3728207514995698 0.3601235603889104 , 0.5994300962518077 0.04530963558576237 , 0.3825068830251388 0.37343369569998675 
0.3831371618419489 0.36528789139610435 , 0.5981681108031108 0.04826148750259579 , 0.37345245813145656 0.36531751277595936 
0.39284507823843257 0.3699442751859038 , 0.596211834609109 0.052214900299350143 , 0.3657008179289748 0.35670771618940555 
0.40051378695376205 0.37290490990353364 , 0.5935387807932613 0.05719772766082738 , 0.36070516302949307 0.34876425411029843 
0.4055591953966657 0.37350633507076875 , 0.5901190804134904 0.063246920972138 , 0.3590794549663604 0.34211363563175273 
0.40787195901259915 0.3714347311475404 , 0.5859125740741701 0.07041224573958221 , 0.3609731976897472 0.33701991478753685 
0.4075257231705567 0.3665150150826031 , 0.580865382197217 0.0787609878765261 , 0.3663666254087428 0.3335908887155302 
0.4047325608638459 0.35864763246208203 , 0.5749056722192277 0.08838385057756795 , 0.37511949769344277 0.33183540863500943 
0.40002185746300833 0.3479119831527241 , 0.567938189250488 0.09940254823596406 , 0.38679768406302006 0.3315523602859713 
0.39460327265576717 0.3348568390651227 , 0.5598369955609671 0.11197961329960182 , 0.4003174625597822 0.3320304393099349 
0.39039680472577387 0.3206518823948963 , 0.5504348688635418 0.12633155230526227 , 0.4139260571872008 0.3318834569745009 
0.38912746304121715 0.30648684662766784 , 0.5395042082864964 0.14275034548225723 , 0.426126059448803 0.32962969956473437 
0.39174476880356907 0.29297322017126687 , 0.5267190628808563 0.16164508353669768 , 0.43629389909209115 0.32424858796669487 
0.398772883955583 0.28022402336297325 , 0.5115821172002019 0.1836198929431806 , 0.44440272962073174 0.31502297536850554 
0.4107435514253805 0.2680623620823701 , 0.49329405499097084 0.20959711959674232 , 0.4507201243601653 0.30120740999554696 
0.428376868038934 0.2561859719983578 , 0.4706552449331029 0.24079558512074473 , 0.45572561780447973 0.28188533455555687 
0.4514610522813405 0.2452513853790107 , 0.4436615138117193 0.2763220850015209 , 0.45963516468345683 0.2572934212941278 
0.47466370490534704 0.23816728662159242 , 0.4188015365644619 0.30742566331272314 , 0.46129248930670774 0.23327394174034383 
0.4942396807091878 0.23349614032578506 , 0.39813748603713217 0.33238382748339473 , 0.46238056403019673 0.21298692386547957 
0.5092659202569325 0.22914877738443887 , 0.3807614755339141 0.35284415578605527 , 0.4647303349856701 0.1968739585041652 
0.5197932744722861 0.22407692600667617 , 0.36588602382285673 0.3700047196616488 , 0.469078432481374 0.1847852460063344 
0.5261028941211805 0.21779413051510244 , 0.3530053609884302 0.3845956690499927 , 0.4756494756669061 0.17647709210956422 
0.5284665472590461 0.2100282634938004 , 0.3417917750242333 0.397076936737224 , 0.48449940849323747 0.17176169144363496 
0.5271673658052177 0.2006239431018328 , 0.33202327308649476 0.4077540020946219 , 0.4955670918848044 0.17048894647820464 
0.5227248962843978 0.18965491254229067 , 0.3235420956642586 0.41684030468706673 , 0.5084907388278606 0.17237167444530194 
0.516341808664412 0.1777846056013901 , 0.31623049779258633 0.4244926186250967 , 0.5221854243195185 0.17658966744817256 
0.5099982027362765 0.16646336950848212 , 0.3099966437798159 0.43083187040443993 , 0.5347628842604245 0.18157165176173728 
0.5053666068129076 0.15711734577964528 , 0.3047678444428562 0.43595399045429456 , 0.5446232795207531 0.1857955554407195 
0.5031525357216551 0.15046639602804507 , 0.300488211780861 0.4399341251122454 , 0.5511169832740007 0.18846637053436885 
0.5035058786766221 0.14675813349874509 , 0.2971172103625537 0.4428286934339689 , 0.5541346417373411 0.1892800647419453 
0.5064049537634022 0.14608164996500056 , 0.2946279778590938 0.44467735186743784 , 0.5537247991540208 0.1881078898422209 
0.5117714766840907 0.1484871396289502 , 0.29300560700951883 0.44550495891353 , 0.5499806470829073 0.18487479313217914 
0.5193895930093619 0.15394203015781371 , 0.2922455150836499 0.4453234376980334 , 0.5431226226835051 0.1796014238188122 
0.5285991067517473 0.16207511985559547 , 0.2923518002764719 0.44413368196193936 , 0.5338068237482978 0.1726580898571245 
0.5378924694778014 0.1717536946559863 , 0.2933355649684339 0.4419276899893048 , 0.5235296963302817 0.16518550702936818 
0.5453484767338374 0.18129993949639256 , 0.2952139660056441 0.43869032443878314 , 0.5141952880370355 0.1588766277394836 
0.5497859136705648 0.1895192469151161 , 0.298011413588757 0.4343989247000342 , 0.5069604035171951 0.15494872005950897 
0.5508267738412028 0.19591688289771692 , 0.3017627833886475 0.4290203394283857 , 0.5021681735466667 0.15392966934855667 
0.5484164010966616 0.20033378091416415 , 0.3065175281293106 0.4225065982201387 , 0.4998238015505448 0.15602651254035643 
0.5425739393046636 0.20271524518769246 , 0.312344598489379 0.41478961644921863 , 0.4998391929824743 0.1613620300377482 
0.5333691409596936 0.2030686142742538 , 0.3193388135626107 0.40577439258892706 , 0.5020497762542127 0.17002388481147845 
0.5210937562774028 0.20160293822856612 , 0.3276295053281171 0.39532986378829665 , 0.506034469170997 0.18193408965779653 
0.5066598879712622 0.199120776598947 , 0.33739231142652565 0.3832766598017058 , 0.5107055313787292 0.19646945527400655 
0.4917632361855042 0.1973165077353614 , 0.3488659584101476 0.369370666236002 , 0.5141285361808652 0.21217971770329594 
0.47790955112082484 0.19802118054769086 , 0.36238132178460575 0.3532769376072541 , 0.5144668578710865 0.22756877351971438 
0.4656479231881019 0.2024180392462443 , 0.37841941531311474 0.33451982163428107 , 0.5106903922753004 0.24192903079413397 
0.4549006598357901 0.2113211870337065 , 0.3977172109510642 0.3123987119320434 , 0.5021398599896627 0.25514699270890945 
0.4453705553079537 0.22563561558994702 , 0.4213806001171213 0.28594693883173206 , 0.488006575351442 0.2672843372529803 
0.43712705347554376 0.2461492251667841 , 0.450164972665298 0.25489795090388045 , 0.46746570463567527 0.2778197156039948 
0.4324707744360757 0.26993881781942425 , 0.4792284923510047 0.22504074737308244 , 0.44305846398943666 0.28388732648215276 
0.4315889992733136 0.29240871456721457 , 0.5035146065982855 0.20111422032273843 , 0.41965412490491794 0.2853439567847064 
0.4315429032538904 0.3116591187787179 , 0.5235675091894284 0.1819681381705315 , 0.3996473183331982 0.28523963472541003 
0.43036967100243795 0.3268695953878134 , 0.5404195812695726 0.1662890620835094 , 0.38396847850450655 0.2857082342033366 
0.4273986780143134 0.338022133267563 , 0.554767758891983 0.1532517565754929 , 0.37259129387022055 0.2875930018316035 
0.4224592198519614 0.34532735056667013 , 0.5670548852084442 0.1423468768279723 , 0.36524362571611146 0.29119266428001694 
0.415492715454634 0.3489598767054562 , 0.5775695990888902 0.13324674187239738 , 0.36169541623299284 0.2966602730968058 
0.40645319963044924 0.34901043049178254 , 0.5865062456368134 0.1257316057033328 , 0.36179828550925436 0.3041248554795441 
0.39536286129380305 0.3455572731938665 , 0.5939994061704706 0.11964905666095982 , 0.3653954633122433 0.31366056181983315 
0.38259206270411267 0.33894262173448575 , 0.600145028440186 0.11489010038409002 , 0.3720206396322184 0.3250341695560837 
0.3694277243708074 0.33036303010903895 , 0.6050145221252183 0.11137375363334448 , 0.38031548428049133 0.33713010793227605 
0.3579423192259682 0.32187077656860924 , 0.6086636837641017 0.10903715006650254 , 0.3881517277864472 0.3479589650395477 
0.34949432521475 0.31494447891558736 , 0.6111353071945401 0.10783157638839738 , 0.39412809836722695 0.3560908363706748 
0.3444532175349529 0.3100983752560043 , 0.612457536071289 0.10772280399457951 , 0.39784697717027506 0.3610457124240757 
0.3428163166604457 0.3074357284189947 , 0.6126420448412586 0.10869206925404613 , 0.39929936927481274 0.3627390940016187 
0.3445372603117658 0.3069784823160639 , 0.6116828463652243 0.11073670813361791 , 0.3985376240995269 0.36115170122497775 
0.3496077976621362 0.30876304718825454 , 0.6095550970002769 0.1138708530119213 , 0.3955948361141039 0.35623299147448373 
0.35801021865206556 0.31280769487138227 , 0.6062134867922147 0.11812653369847498 , 0.39053402533223674 0.3479326631048023 
