0.35945408112892163 0.23070947513539808 , 0.2619057176814883 0.11183835087701466 , 0.5387148587023343 0.697319422790951 
0.35895468803251335 0.21884874143821587 , 0.26199373446497365 0.1199455565680114 , 0.5391262350152571 0.7010729507971365 
0.356635335064279 0.20533853887801842 , 0.26412684232711314 0.13024672036491503 , 0.539312480121352 0.7042819895604303 
0.35197374871088505 0.19014895224044537 , 0.268820612080632 0.14275749555078768 , 0.5392802967212271 0.7069608010121307 
0.34428430016796474 0.17346879168145193 , 0.27675595078895066 0.15727693653718922 , 0.5390344065558288 0.7091215205847226 
0.3329532648427349 0.15616779947566622 , 0.28854389773780137 0.17292617723553305 , 0.538577494932208 0.7107732720921645 
0.318443248960521 0.14035927720355815 , 0.30372096908965557 0.18758700164183081 , 0.5379104394625677 0.7119209699579747 
0.3029650081393067 0.12819102173945884 , 0.32007643709509953 0.19911170716397497 , 0.537033212278338 0.7125645198999299 
0.2884793270881551 0.11998760666288974 , 0.3356491902402715 0.20717994265799608 , 0.5359461401843176 0.7126996994824778 
0.2757732591780062 0.11512301291954793 , 0.3496509473513155 0.21242427704458208 , 0.5346504509834225 0.7123199588392336 
0.26503520660093444 0.11294013782277579 , 0.3618913188984629 0.21550940518723577 , 0.5331481320133469 0.7114177057933521 
0.2562622068713362 0.1129459772533087 , 0.3723708902493557 0.21693633338102236 , 0.5314415603920523 0.7099849381690325 
0.24941095517183273 0.11479222202530708 , 0.38113059042918873 0.21706155594817542 , 0.5295331119117227 0.7080134708298811 
0.2444472197904685 0.11823253455349265 , 0.3882026340601587 0.21613978063926914 , 0.527424803662117 0.7054949336106018 
0.24136226325789142 0.12308996137953235 , 0.39359441794406647 0.21435665421122516 , 0.5251179763107863 0.7024206332126061 
0.24017970469926597 0.12923502169582696 , 0.39728194505850584 0.21185090284692 , 0.5226130077549724 0.6987813242606166 
0.2409609544002155 0.13657076330070375 , 0.39920465711459413 0.2087295781805618 , 0.5199090459979346 0.694566907322098 
0.2438126060092826 0.1450214215727599 , 0.3992583028500432 0.20507977410186481 , 0.5170037486534185 0.6897660531287388 
0.24889788859367393 0.15452154498047377 , 0.3972837508858905 0.20097996796423623 , 0.5138930180331799 0.6843657358586536 
0.2564538979299916 0.16500129783276063 , 0.39305003411006983 0.1965153114760235 , 0.5105707254726829 0.6783506394945794 
0.2668144223301456 0.1763593771829087 , 0.38623180433055737 0.1918054960115472 , 0.5070284308520414 0.6717023756089077 
0.2804262510022928 0.18840304135498046 , 0.37639327128092465 0.18706579240992635 , 0.5032551352295269 0.6643984150384568 
0.29778756916285426 0.20070733043299377 , 0.3630499015434624 0.18274932084518164 , 0.4992371868064277 0.6564105975251882 
0.319008786693335 0.21233898158735717 , 0.34610721384523313 0.17982515154427045 , 0.49495865697417624 0.6477031156717359 
0.34250537028355765 0.22182473122413943 , 0.3271664776259986 0.17981221363375413 , 0.4904028096031881 0.63823030394547 
0.3649941641466228 0.228562364972611 , 0.3095257044648199 0.18336904857837769 , 0.48555478890130166 0.6279358352523748 
0.3846519761599488 0.2333748794354827 , 0.29501963076777066 0.18973824721682717 , 0.4804030505850249 0.6167541221510536 
0.4012674245508435 0.23720350830245165 , 0.2838690429231816 0.198053006945687 , 0.47493819003871923 0.6046107335552249 
0.4150944747328827 0.2406899452371155 , 0.27582916494267146 0.2077568712331314 , 0.4691510178371902 0.5914204323331166 
0.4264122072424933 0.2442572916071435 , 0.2706317129435189 0.21852666457709805 , 0.46303073732673217 0.577083292619122 
0.4354294685274914 0.2482104433950513 , 0.2680820556964743 0.23017795975390765 , 0.4565631332887787 0.5614788456544045 
