0.7671708839616149 0.7957475945858771 , 0.23125683990270318 0.11662857112186442 , 0.9778653914146694 0.6776718191945751 
0.7565760611399316 0.7989770724662593 , 0.23748070481978029 0.11318552135834617 , 0.9822363493192756 0.6778853910777112 
0.7469871948930392 0.8015182047639539 , 0.24387420105246757 0.10991609910915612 , 0.9854317193334807 0.6786136810292066 
0.7383357112785832 0.8034272210818162 , 0.25043582572111794 0.10682350773276696 , 0.9875215782792864 0.6797972560877334 
0.7305712931792807 0.8047466513659811 , 0.257164193699424 0.10391106929934024 , 0.9885576284002829 0.6813902642369952 
0.7236581702797802 0.8055089245104775 , 0.26405804257739696 0.10118223656802047 , 0.9885769024218105 0.6833568238238186 
0.7175726720359775 0.8057387680898112 , 0.2711162368988965 0.0986406069908959 , 0.9876042063441136 0.6856686098216095 
0.7123016777736799 0.8054548441385414 , 0.2783377718988557 0.09628993856132595 , 0.9856536656064521 0.6883032022024492 
0.7078417473778925 0.8046708798781556 , 0.28572177688612366 0.09413416740109973 , 0.9827295910149715 0.6912429376230613 
0.7041988168243976 0.8033964524927251 , 0.2932675183629351 0.09217742703142179 , 0.978826780091655 0.6944741053781698 
0.7013884182620485 0.8016375287663587 , 0.30097440292830374 0.09042406930064667 , 0.9739302940886355 0.6979863868353112 
0.6994364512108887 0.7993968259853462 , 0.30884197997122076 0.08887868694655071 , 0.9680146840968782 0.7017724719704197 
0.6983806042427719 0.796674041340832 , 0.3168699441126126 0.0875461377479449 , 0.9610425669236031 0.7058278058135398 
0.6982726219518864 0.7934659902192714 , 0.3250581372933531 0.08643157015910803 , 0.9529623560337481 0.7101504245239372 
0.6991817544298222 0.7897667019172094 , 0.33340655031553507 0.08554045020176426 , 0.9437048105336303 0.714740832783343 
0.7011999563460075 0.7855675566567772 , 0.34191532350229525 0.08487858917987023 , 0.9331778354306849 0.7196018390656692 
0.7044497907634187 0.7808576449932916 , 0.3505847459042495 0.08445217142435488 , 0.9212585786113194 0.7247381684846703 
0.7090966577112714 0.7756247861920876 , 0.35941525206173136 0.0842677806654628 , 0.9077812055059848 0.7301554180447664 
0.7153680625032566 0.7698583382091779 , 0.3684074145493668 0.08433242258313248 , 0.8925176382263642 0.7358572241100064 
0.7235840484965498 0.7635569600370257 , 0.3775619289725898 0.08465353925611813 , 0.8751471378098481 0.7418374856091731 
0.7342019898262682 0.7567508877862034 , 0.3868795847638245 0.08523900798765034 , 0.8552115406888949 0.748058089128463 
0.7478553156474147 0.7495697288538352 , 0.39636120750075476 0.0860971113393565 , 0.8320765921308182 0.754381144709125 
0.76518876904942 0.7424507625748175 , 0.40600754008730044 0.08723645709493089 , 0.8050968061422672 0.7603607652325683 
0.7855074493265102 0.7365562040790063 , 0.41581899091180374 0.0886658302192392 , 0.7749666750406738 0.7648259506040711 
0.8048144604422554 0.7329903301874787 , 0.42579518111309617 0.09039406843337933 , 0.7456834737236363 0.7666635862814586 
0.8206911687113049 0.731176622802774 , 0.4359346414750804 0.09243026571739704 , 0.7196673050926026 0.7664410963821456 
0.8332616387690064 0.730335497712163 , 0.4462350106950893 0.09478407036778186 , 0.6967964658148922 0.7649284168223717 
0.843090499023475 0.7300160080563611 , 0.45669328380741836 0.09746579131461947 , 0.6765093324480945 0.7625661855313359 
0.8506481456671721 0.7299710949776709 , 0.46730595136526343 0.1004864260371056 , 0.6583390182465524 0.75959046388754 
0.8562759206598907 0.7300560817112921 , 0.4780690666209307 0.10385768081397316 , 0.6419481279981665 0.7561342223770512 
0.8602187584149354 0.730179081341056 , 0.48897827314147896 0.10759200268638702 , 0.6270960837225734 0.7522769008748734 
0.8626547103878832 0.7302770314540115 , 0.5000288087158682 0.11170262799163722 , 0.6136095961752365 0.7480683254566678 
0.8637150966398542 0.7303034059804637 , 0.5112154925986393 0.11620364915464287 , 0.6013625260404944 0.7435409297672099 
0.8634976511092055 0.7302214615172277 , 0.522532698747627 0.12111010118037235 , 0.5902627654221556 0.7387164222047164 
0.8620751131016616 0.7300002593104505 , 0.5339743152758399 0.12643806984057182 , 0.5802436869014866 0.7336096557512941 
0.8595009047099789 0.7296121507537003 , 0.5455336886916717 0.1322048243725883 , 0.5712585218773376 0.7282310097760278 
0.8558129049971263 0.7290310604979271 , 0.5572035500893954 0.1384289785059826 , 0.5632766601924666 0.7225879458984068 
0.8510359337164785 0.7282312048809092 , 0.5689759189533945 0.1451306848219196 , 0.5562812626091153 0.7166860951994877 
0.8451833130709402 0.7271860315126932 , 0.5808419784094405 0.15233186888793626 , 0.5502678237986075 0.710530084501687 
0.8382577222274443 0.7258672381530804 , 0.5927919133402091 0.16005651137024438 , 0.5452434797113348 0.7041242353789917 
0.8302514555705766 0.7242437603126264 , 0.6048146994579586 0.16833098848777986 , 0.5412269602504529 0.6974732361019103 
0.821146116469651 0.7222806217590291 , 0.6168978267452444 0.17718448381087085 , 0.5382491720640927 0.6905828793324166 
0.8109117056506295 0.7199375237391635 , 0.6290269339823145 0.1866494875603101 , 0.5363544756460442 0.6834609736028429 
0.7995049812213413 0.7171670019700177 , 0.6411853214204221 0.19676240316348703 , 0.5356028126372249 0.6761185797688117 
0.786866857753045 0.7139118887760819 , 0.653353294640086 0.20756428455720727 , 0.5360729628858573 0.6685718115690273 
0.7729184499367895 0.7101016440192861 , 0.665507272281378 0.21910173072123232 , 0.5378673930608209 0.6608446101617981 
0.7575551202010908 0.7056467816015999 , 0.6776185610557013 0.23142796412958175 , 0.5411194340221962 0.6529732391711348 
0.7406375395593607 0.700429936659092 , 0.6896516604342695 0.24460411271636387 , 0.5460039152853581 0.6450139355268606 
0.72197843949381 0.6942906731485757 , 0.7015619055846714 0.25870069111025096 , 0.552752770200507 0.6370566206434898 
0.701324379730437 0.6869979655443739 , 0.7132921978926217 0.27379921703409743 , 0.5616765376559296 0.6292508023238452 
0.678338927712703 0.6781976092845589 , 0.7247685443435229 0.2899937646322596 , 0.5731856432227623 0.621856610985498 
0.6526363836046537 0.667312914865285 , 0.735894254946295 0.3073919726159968 , 0.5877624767280395 0.6153430974210347 
0.6241320016713565 0.6534226805847518 , 0.7465432854190611 0.32611443591722095 , 0.6056178281885706 0.6105108684003437 
0.594505929302495 0.6356601826702044 , 0.7565549965396126 0.3462902160679236 , 0.6252321894368806 0.6080975861641885 
0.5676964297313496 0.615024667728784 , 0.7657338894631863 0.3680452568018382 , 0.6428627960844523 0.6069780603716943 
0.5452437487658689 0.5933057209094336 , 0.773850069935517 0.39148935906233295 , 0.6571992965776023 0.60525290493055 
0.5267612131437728 0.5713260297830707 , 0.7806352015817584 0.4167157545907196 , 0.6688967005534571 0.6020062005285263 
0.5116878082633944 0.5494033255990762 , 0.7857722680724097 0.4438114957723201 , 0.6788330389431841 0.5968331635309202 
0.4996067044386246 0.5277158654375642 , 0.7888659516641282 0.47287169305733356 , 0.6878204591762356 0.5894604264074188 
0.4902105833587954 0.5064111097492447 , 0.7893715252315804 0.5039902863126694 , 0.6967110066886126 0.5796465888404024 
0.4832457188305454 0.4856228614938453 , 0.7864792976505891 0.5371126438436409 , 0.7065680987978539 0.5673124795648303 
0.47847809943044456 0.4654626767548074 , 0.7791782073804756 0.5714102490769964 , 0.7186368084680682 0.5531750590705127 
0.4756772045623989 0.44601040184775786 , 0.767415407187815 0.6043227605993076 , 0.7332005035287745 0.5397148224552512 
0.47461396427832686 0.42731560422480863 , 0.7531523214364665 0.6334563293860135 , 0.7485268295641951 0.5292760512914945 
0.4750736764573305 0.40940610127643917 , 0.7381421534185326 0.6586962932592747 , 0.7630772854031254 0.5219455903666027 
0.47686754503168294 0.39229358978597584 , 0.7231335695676213 0.6807436623197225 , 0.7762920006796842 0.5170107327966182 
0.479835198739031 0.3759780019097758 , 0.7083905935449214 0.7002379831416047 , 0.7880673229950361 0.5138319998509361 
0.48384241919782517 0.36045159255123926 , 0.6940037154703891 0.7176448622797369 , 0.7984469806107743 0.5119515300713404 
0.48877739658686487 0.3457023141707906 , 0.680002695418466 0.7332967000014678 , 0.8075130232736577 0.5110489707300582 
0.494546911159132 0.33171629865231056 , 0.6663954204432667 0.747436502689865 , 0.8153507836765899 0.5108951835601411 
0.5010729305779944 0.31847955217191093 , 0.6531817809973751 0.7602475195111693 , 0.8220384037036191 0.5113209132192363 
0.5082897428495367 0.3059790560251768 , 0.6403588687761028 0.7718719680974203 , 0.8276445036533493 0.5121969607797195 
0.5161416014047456 0.29420345414629306 , 0.6279230046422524 0.7824229374681251 , 0.8322285092319908 0.5134215932878985 
0.5245808106573362 0.28314346735360935 , 0.6158705527306307 0.7919921563155367 , 0.8358417518910218 0.5149123612331706 
0.5335661714510905 0.27279213394034724 , 0.6041982517568585 0.800655223248418 , 0.8385286920710397 0.5166006277135515 
0.5430617120344541 0.2631449442835218 , 0.5929033490885545 0.8084752370485775 , 0.8403280541559802 0.5184278035702173 
0.5530356410382021 0.2541999141117404 , 0.5819836531734035 0.8155053872269048 , 0.8412738210673831 0.5203426835636714 
0.5634594699871422 0.24595762516192543 , 0.5714375523914441 0.8217908482231548 , 0.8413960929004024 0.5222995115172363 
0.5743072625096961 0.23842125114360874 , 0.5612640206766776 0.8273701936579716 , 0.8407218320926151 0.5242565401007362 
0.585554975192118 0.2315965795467636 , 0.5514626185743314 0.8322764708922741 , 0.8392755215125395 0.5261749344632789 
0.5971798610305398 0.22549203463061143 , 0.5420334933777793 0.8365380292207233 , 0.8370797608706698 0.5280179210509819 
0.6091599109210004 0.22011870302020245 , 0.5329773797873338 0.8401791653294238 , 0.8341558245706546 0.5297501165526903 
0.6214733119044819 0.21549036006576183 , 0.5242956015405598 0.84322063037613 , 0.8305242018339473 0.5313369944604247 
0.6340979032706121 0.21162349199981842 , 0.5159900739887169 0.8456800302510534 , 0.8262051380196599 0.5327444626514447 
0.6470106134528325 0.2085373055736089 , 0.5080633073350592 0.8475721418985317 , 0.8212191944910971 0.5339385374301759 
0.6601868622911897 0.20625371294826605 , 0.5005184100763825 0.8489091625968567 , 0.8155878429114166 0.5348851093571938 
