0.29651443026364477 0.06004369240135854 , 0.49474159264748097 0.3285867301578359 , 0.17077967291858764 0.6599169170761612 
0.307334923676664 0.05454571272799129 , 0.48786594480094647 0.3273696383621631 , 0.16683482735210292 0.6666319885452012 
0.3185517409041636 0.04996725593983374 , 0.48024476776468117 0.32578234121856675 , 0.16323918716086866 0.6727977424769551 
0.3301420355575861 0.0463496670745379 , 0.4719077753943884 0.3237740766201098 , 0.15998588487773896 0.6784235959407079 
0.3420784119488785 0.043741718344082366 , 0.4628888840130045 0.32128905623537063 , 0.15706839986783047 0.6835165650559026 
0.3543271113840404 0.04219991115504659 , 0.453228192032118 0.31826585916466793 , 0.15448039241355507 0.6880815693156411 
0.36684574404300596 0.04178863590728067 , 0.44297441171080076 0.31463698522615413 , 0.15221554007590674 0.6921217185019208 
0.3795804598927108 0.0425800217505359 , 0.4321878565985212 0.31032871983235544 , 0.1502673793384815 0.6956385980524643 
0.3924624653160296 0.04465322113210317 , 0.4209440715391845 0.30526155207972444 , 0.14862915897449935 0.698632566423528 
0.4054038442269816 0.048092754565118134 , 0.40933813566592514 0.29935151035915075 , 0.14729371593680668 0.7011030747110867 
0.4182927674031237 0.052985394610952384 , 0.3974895388413402 0.2925129314786495 , 0.14625338958524958 0.7030490135457537 
0.4309884202888316 0.059414923428257035 , 0.38554728059534893 0.28466333213592176 , 0.14549999494553292 0.7044690840711767 
0.44331640135729694 0.06745403244416517 , 0.37369441556666433 0.27573112914281145 , 0.14502487890575222 0.7053621780483789 
0.45506596170729424 0.0771528001285343 , 0.3621506516429148 0.265666802217587 , 0.14481908247950442 0.7057277372892342 
0.4659911750116177 0.0885238214121752 , 0.3511708959904222 0.25445747101979493 , 0.14487362482767355 0.7055660472033853 
0.4758185999849278 0.10152540013961445 , 0.34103718698743185 0.24214353114381684 , 0.14517990885735382 0.7048784083519242 
0.4842635611389136 0.11604620288030398 , 0.33204190967817016 0.22883400618156746 , 0.14573022501262975 0.703667130573484 
0.49105509548074877 0.13189665755806768 , 0.3244622952534425 0.21471536965052207 , 0.14651830509552222 0.7019353124267657 
0.49596589041446293 0.1488125945792372 , 0.3185299438669419 0.2000483408552528 , 0.14753986154830864 0.6996864042008654 
0.49883979701017217 0.16647371003509812 , 0.3144028494699194 0.18515003414144404 , 0.14879304934962187 0.6969235954588132 
0.4996085768977836 0.1845338807114554 , 0.3121483086530698 0.17036435859164237 , 0.1502788102788601 0.6936491003322576 
0.4982930179314029 0.20265534358241052 , 0.3117415831249866 0.15602857570194567 , 0.15200109477332396 0.6898634203509991 
0.49498960896608385 0.22053772319614576 , 0.31307909651066296 0.14244497322378377 , 0.15396699035296668 0.6855646432154258 
0.4898486850534617 0.2379362470442365 , 0.31600020473160884 0.12986329433385482 , 0.15618680604464294 0.680747798257264 
0.4830509614678991 0.2546684286165794 , 0.3203105671128716 0.118474659717121 , 0.1586741672489428 0.6754042513016548 
0.4747873671629063 0.2706120073427861 , 0.3258021578244051 0.10841423938173717 , 0.1614461708424021 0.669521092910832 
0.4652442250185799 0.28569802524405963 , 0.33226782684195183 0.09976885955825587 , 0.16452364396918173 0.6630804548330398 
0.45459367270754303 0.299902325491438 , 0.33951047516280647 0.09258634020135688 , 0.16793154795936396 0.6560586739425603 
0.4429881692817574 0.3132375963989955 , 0.34734795199862784 0.08688454048548043 , 0.17169957454932824 0.6484252027508793 
0.43055769802768534 0.325747066471812 , 0.35561500037710886 0.08265914183220854 , 0.1758629974249193 0.6401411313313347 
0.41740843704241914 0.3375003217423337 , 0.364163387520579 0.07988989292582734 , 0.1804638712667154 0.6311571249671942 
0.40362192895616167 0.3485914528958982 , 0.372861048040908 0.07854541171607553 , 0.18555271883264382 0.6214104750233815 
0.38925398861008126 0.35913977463056923 , 0.38159078265351076 0.07858679465208028 , 0.19119092456612152 0.6108207703527058 
0.3743326812998961 0.36929366799056657 , 0.3902488374327001 0.0799703218850479 , 0.19745417709711732 0.5992833497597408 
0.35885466700626634 0.37923876101088216 , 0.39874353752190234 0.08264953527426577 , 0.20443749130154487 0.5866590433502074 
0.34277906952078635 0.38921295142940715 , 0.4069940477403396 0.08657694323942226 , 0.2122625785685876 0.5727574449665259 
0.32601806694423374 0.39953325366465586 , 0.4149292604442179 0.09170559790255385 , 0.22108836844126192 0.5573084880681456 
0.3084252584868114 0.41064379068801204 , 0.4224867458004622 0.09799082078102006 , 0.23112369154244 0.5399127281663232 
0.28979613199521004 0.4231968265639558 , 0.42961160546289373 0.10539247170861744 , 0.2426279583716098 0.519958041362782 
0.26997630920641497 0.43812677661040333 , 0.4362548540153469 0.1138784843288241 , 0.25580453260795166 0.4965420786961278 
0.24957242439772148 0.4561335484104875 , 0.44237029122500193 0.12343120779157758 , 0.27009298020699013 0.46898258343329025 
0.23135992130880428 0.4747895467081084 , 0.44790683238124573 0.1340589635648845 , 0.2827689421396635 0.4396988293623624 
0.21659414419911185 0.49082475152632293 , 0.4527928611162956 0.14580722650569639 , 0.2926486905143061 0.41191536160333597 
0.2044546033966816 0.5040093494369415 , 0.4569206001311348 0.15875578385813685 , 0.3006604923018972 0.3857822063402768 
0.19420093588879805 0.5148351055927953 , 0.4601304016142084 0.17301256389640124 , 0.3077043583267072 0.36069967014615856 
0.18537694460141463 0.5237413732735101 , 0.46218641559965873 0.18870640998629154 , 0.31447233562864024 0.33609955637555344 
0.17770383167497578 0.5310507218227285 , 0.46273809848363834 0.20596764966018696 , 0.3215937656710995 0.3115289681524397 
0.17100622079595929 0.5369974379655773 , 0.46126748450952676 0.22486941680872077 , 0.32976199052422756 0.28668048486105707 
0.1651730722592018 0.5417545520385455 , 0.4570548860065446 0.24526935999276017 , 0.3398077375639672 0.26152342760404945 
0.16013773866910688 0.5454508279880463 , 0.44931847940783015 0.26648458683415593 , 0.35257947775277654 0.23661192481315288 
0.1558678261333318 0.5481794969499422 , 0.43781782198633 0.287056181178966 , 0.36835004771005175 0.21331166150644698 
0.15235876746588936 0.5500017014136265 , 0.423458651823835 0.305488341045072 , 0.3862182765399892 0.19305729717665662 
0.1496273189335466 0.5509491267168168 , 0.40759974653146913 0.321352626015498 , 0.40480863036469783 0.1762455869030402 
0.14770599495860337 0.5510280256120195 , 0.3911347822003996 0.335060568960278 , 0.42319491867071063 0.16245874506305757 
0.146640572446764 0.550222538380734 , 0.37444161635586404 0.3472229652660882 , 0.4409535070270855 0.1511018359885329 
0.1464905855366038 0.5484955767805813 , 0.35760720092919335 0.35838605984605565 , 0.45793790936391643 0.14166570300871822 
0.14733225897267516 0.5457867953968019 , 0.3405781427981671 0.36899629405144396 , 0.47412529405887127 0.13376425018710933 
0.14926394325560227 0.5420071179676511 , 0.3232289039387724 0.3794280826132232 , 0.4895428486353388 0.12711213905448088 
0.15241486333311713 0.5370284231963934 , 0.30538533965943 0.39002144322012466 , 0.5042354928371664 0.12149747321883708 
0.15695876300645753 0.5306654120782728 , 0.286824869366894 0.40112127244676055 , 0.518252063456362 0.11676065511032192 
0.1631343092169664 0.5226440745233519 , 0.2672618886574578 0.41312363367707167 , 0.5316394979552893 0.11277963143493172 
0.17126941290056413 0.5125490200786904 , 0.2463258437112157 0.42653842204387904 , 0.5444404392179337 0.10945989751278595 
0.18176630425992818 0.4997615868300875 , 0.2235771907125776 0.44205792428868596 , 0.5566922008572077 0.106727828516582 
0.19474402118915302 0.4836241794339583 , 0.19886564732513923 0.46039675336315183 , 0.5684260273154212 0.10452640683824525 
0.20833693072192627 0.46510666038777554 , 0.17403287321965252 0.48062790966201796 , 0.5796658918881347 0.10281276958556193 
0.2193698562896928 0.4476157013065008 , 0.15223883070279534 0.49937544981676735 , 0.5904270088372253 0.10155618851208731 
0.22769135564073628 0.4321719649354075 , 0.1336271392078237 0.5156415849931777 , 0.6007172009811534 0.10073378970677031 
0.2340280310607024 0.4184891749445391 , 0.11746768535178997 0.5297315132970909 , 0.610539979417221 0.10032665139372549 
0.2389513661190996 0.4061875974577261 , 0.1031878443928271 0.5420418121187089 , 0.6198964853177867 0.10031793005892048 
0.24284471773234934 0.39497743754395337 , 0.09040446945277607 0.5528778675803853 , 0.6287865086445881 0.10069203451101695 
0.2459687069574778 0.38465088324728103 , 0.07885795352245474 0.5624622127573485 , 0.6372090353497809 0.10143424363072605 
0.24850752006339724 0.37505787723045747 , 0.06836562610161416 0.5709589403703795 , 0.645162549664702 0.10253052203451857 
0.25059642054919395 0.3660878839227442 , 0.05879407526009766 0.57849202632353 , 0.6526452000204218 0.10396742938908127 
0.25233810111311944 0.3576578063720021 , 0.05004271040872809 0.5851574580241822 , 0.6596548843078659 0.10573207523917122 
0.2538127351060449 0.34970406076468963 , 0.04203367549454658 0.5910311832477685 , 0.6661892852291219 0.10781209562289737 
0.2550844020946115 0.3421772872637229 , 0.03470542001519325 0.596174413051734 , 0.6722458737199086 0.11019563931989866 
0.2562053527421232 0.33503873468638923 , 0.02800845170869111 0.6006372475172347 , 0.677821891378899 0.11287135743173161 
0.2572189378849278 0.3282577289053863 , 0.021902439247406036 0.6044612176432482 , 0.6829143186973795 0.11582839308672097 
0.2581616826708558 0.32180986028052033 , 0.016354179846514383 0.607681109621345 , 0.6875198333123431 0.11905636973349017 
0.25906479613149874 0.31567566015680054 , 0.011336138862815145 0.6103263020864041 , 0.6916347608353994 0.12254537739215088 
0.25995529747103696 0.3098396179681168 , 0.006825378682394432 0.6124217649589823 , 0.6952550196762819 0.1262859567082565 
0.26085687580380446 0.3042894408181756 , 0.0028027595505029533 0.6139888179315193 , 0.6983760604754059 0.13026908088566072 
0.2617905606981672 0.29901548922305565 , -0.0007476650269534384 0.6150457147491696 , 0.7009928001584995 0.13448613566313036 
0.26277525619849684 0.29401034328434705 , -0.003839110514897019 0.6156080988465455 , 0.7030995501461135 0.13892889750446305 
0.263828175143224 0.28926846718904925 , -0.006482417148725608 0.6156893623201566 , 0.7046899378352149 0.14358951012614976 
0.26496520020863845 0.2847859491551344 , -0.008686324455326824 0.6153009310718747 , 0.7057568200764016 0.14846045940834654 
0.2662011911993397 0.28056030031996165 , -0.010457682332405476 0.6144524926828536 , 0.706292186962779 0.15353454663254038 
0.2675502534796457 0.27659030057771533 , -0.011801611441455803 0.6131521791929477 , 0.7062870537915232 0.15880485986469253 
0.2690259793626998 0.2728758826358399 , -0.012721622053859759 0.6114067138469743 , 0.7057313385208731 0.16426474315254147 
0.27064167229493435 0.2694180479890207 , -0.013219697847171058 0.6092215286243035 , 0.7046137213819498 0.1699077630220316 
0.2724105625219727 0.2662188103806413 , -0.013296349156057386 0.6066008577277737 , 0.7029214824637978 0.17572767152694072 
0.27434602244848333 0.2632811638329966 , -0.012950638620496616 0.6035478109953123 , 0.7006403120017264 0.18171836480704684 
0.2764617900502879 0.2606090736285288 , -0.01218018088858226 0.600064430293966 , 0.6977540866680074 0.18787383571286098 
0.2787722094821788 0.2582074898410813 , -0.01098111690863195 0.5961517312810575 , 0.6942446032561662 0.19418811851321693 
