0.4673921821683198 0.38881310800310853 , 0.3413232566619172 0.21140272940613225 , 0.8300585242098232 0.4125237238752114 
0.4605429307452099 0.38640499518207405 , 0.34913279575052925 0.22833764507517737 , 0.829098236544321 0.39799692102720075 
0.45327488261589244 0.3824858441346854 , 0.3583657345913067 0.24692588700299614 , 0.827133345832861 0.38332783014677063 
0.4453388128192952 0.37669272617925137 , 0.3692904656626667 0.26749976029438843 , 0.8241446845580982 0.36854707481081234 
0.4363832558697869 0.36851839050695506 , 0.3822844673810898 0.29053468118157944 , 0.8201062397891835 0.35368648959591764 
0.4259774870300283 0.35734458083401166 , 0.397812171559393 0.31661304232019866 , 0.8149843044506389 0.33878193813024177 
0.41414321643384017 0.34321095652630107 , 0.41589310519485084 0.3456506306444666 , 0.8087376414113692 0.32387797411368435 
0.4030667147170102 0.32929240549655814 , 0.43438648005751046 0.37441203696786196 , 0.8013207682655394 0.3090351188200319 
0.39467231202423375 0.3183828830110503 , 0.4514094323917449 0.4000214942701545 , 0.7926922186240815 0.29433518400324715 
0.38887435832416534 0.3103504100124211 , 0.4670771539535206 0.42251232884973394 , 0.7828224507623742 0.2798768224222969 
0.3852669868332279 0.30458028316313507 , 0.481809437122353 0.44239164354852156 , 0.7716975390844792 0.26576763457279534 
0.38354610384119125 0.30058768785404233 , 0.4959084602342134 0.4600347051016158 , 0.7593193989646555 0.25211716832879383 
0.38351655693546155 0.2980284305159644 , 0.5095541491761074 0.4756796190084077 , 0.7457032569284913 0.23903151176007986 
0.38506070263582554 0.296652228492692 , 0.5228401793720975 0.4894773213890354 , 0.7308730810321372 0.2266100114027246 
0.3881155255744318 0.2962670025030501 , 0.5358025972623996 0.50152801229685 , 0.7148558402032288 0.214944546484552 
0.39265885481929963 0.29671494785592323 , 0.5484396355320567 0.511903049466702 , 0.6976754726887039 0.20412156396182687 
0.398701350009055 0.29785543039152035 , 0.5607252855854228 0.5206571796581156 , 0.6793473274455823 0.19422695123481606 
0.40628165608946787 0.2995508312532965 , 0.5726185425442117 0.5278348099895512 , 0.6598737644063806 0.18535392004160428 
0.41546257022492805 0.30165247155526637 , 0.5840695797444607 0.5334726838142408 , 0.6392418130706714 0.17761440591494482 
0.42632554120927874 0.3039842244790975 , 0.5950237465204662 0.5376004129957046 , 0.6174246753103153 0.1711549238096499 
0.4389588003943847 0.30632194043705074 , 0.6054240957235999 0.5402397341183316 , 0.5943910669220757 0.1661778867290697 
0.45343004663403685 0.3083690330102023 , 0.6152130595075442 0.541403009580191 , 0.5701308568984791 0.1629675186940587 
0.4697280766583826 0.3097369671740504 , 0.6243338734264522 0.5410913608734564 , 0.5447120129552254 0.1619112332369452 
