0.5040501324889579 0.3147961409662263 , 0.6987179610588181 0.4794868650076556 , 0.43401761590386445 0.21945952853574657 
0.5016923661358682 0.3048779118359436 , 0.6936786668452809 0.4813260853429161 , 0.44141467647049126 0.2275385373307688 
0.4980218062114365 0.2929544727254064 , 0.6872661004265069 0.48186040047157325 , 0.45149780281369695 0.2389276613126488 
0.4926531537465574 0.278926467324558 , 0.679504115781765 0.48103046287683604 , 0.464628439923318 0.25378560430823444 
0.4857313611850223 0.2636424408069193 , 0.6703911313442762 0.478753849637458 , 0.4806632169223419 0.27134624406525126 
0.4789888555409101 0.2499108644485579 , 0.659884045422232 0.474904476352454 , 0.4979128084884983 0.28892719370861664 
0.47434203059337426 0.2399812153158058 , 0.6478832912089483 0.4692794381310413 , 0.5145603876493178 0.30448188106278146 
0.4723394618892413 0.23411862345009296 , 0.6342321053220846 0.461561938470236 , 0.5302141422403144 0.3180619725892995 
0.47294457307491555 0.23201003119696495 , 0.6187258260478983 0.45126948266081657 , 0.5451153103288264 0.33046302065184696 
0.4760387934510429 0.23338825982769698 , 0.6011513256113897 0.4376722233744068 , 0.5595955903892077 0.34268205130752466 
0.48154661873514026 0.2381558272035798 , 0.5814712958919507 0.419729129989406 , 0.5737677948245494 0.3558575773166427 
0.4894588115937193 0.24643555738946454 , 0.5605130321382309 0.3964968468492652 , 0.5868138657196902 0.37081013027089876 
0.4998370384562323 0.2586799659627797 , 0.5407535681173756 0.369079799690851 , 0.5961951028780325 0.3859827688559978 
0.5127664474955992 0.27582338076568375 , 0.5234745534255385 0.33976238743613224 , 0.6005447085305027 0.3981567663078125 
0.5278149469104336 0.2988159032733393 , 0.5084262601397999 0.30883699331197795 , 0.6005445024014068 0.40608963792431124 
0.5427132656308797 0.3251884180545521 , 0.49715815696133064 0.27905901258712507 , 0.5969142868594299 0.40949510386795124 
0.5568301018627896 0.35180630691207687 , 0.4899849706794626 0.2538415659410138 , 0.5899706369093881 0.40809466165653774 
0.5711012119193855 0.3791032876667312 , 0.4856933967041214 0.23293149640332095 , 0.5799911008281334 0.40170775043957624 
0.585064511910611 0.40655155787804875 , 0.48343978956801975 0.21558097886605598 , 0.5682814079730095 0.3916099977655236 
0.5967182678170102 0.4312012636821367 , 0.48273909353413486 0.20130556782863726 , 0.5573283481004953 0.38123570299885434 
0.605460639961219 0.4517494612330549 , 0.48329473422578234 0.1898450887716772 , 0.548030335264639 0.37214798450489617 
0.6116884328195847 0.46848861018496646 , 0.48490435220051975 0.18106555359748516 , 0.5401929244315358 0.36418837072717664 
0.6158560486001832 0.481936330147193 , 0.48741758229934895 0.17490910246218186 , 0.5335120785521082 0.35689710190025337 
0.6183066782186991 0.4925099403568479 , 0.4907158308113028 0.17137528434363933 , 0.5277632004216385 0.349857309809141 
0.6192868797169339 0.5005088476053753 , 0.49470035986646393 0.17051713851779546 , 0.5227984698682426 0.34271654838645754 
0.6189762235073736 0.5061405678837482 , 0.499283180583616 0.17244589794045123 , 0.5185263053606508 0.3351560686854288 
0.6175091369210698 0.5095437967446151 , 0.5043775875181659 0.17734299903274103 , 0.5148989850124048 0.3268557387322721 
0.6149893172780536 0.5108035760150569 , 0.5098846946364842 0.18547978428509376 , 0.5119116975371026 0.3174591742094776 
0.6114991385484131 0.5099596352976379 , 0.5156689896244225 0.1972426788609699 , 0.5096175812788049 0.30654022035102046 
0.6071056221645318 0.5070086736619231 , 0.5215071464231282 0.21314067559893293 , 0.5081729408639803 0.2935931852487721 
0.6018632991921404 0.5018995604680394 , 0.5269810602495029 0.2336634329662599 , 0.5079413500099972 0.2781795410753289 
0.5958123104893446 0.49451735633630844 , 0.5313557537272143 0.25846731801431244 , 0.5096176452350816 0.2607578601590073 
0.5889668764002204 0.484649039873834 , 0.5340525907573244 0.28476276189795374 , 0.5137662422940957 0.2443307327378404 
0.5812929004816839 0.4719328367273893 , 0.5356655209243572 0.30963974255812665 , 0.5198272880455994 0.23216995522411216 
0.5726899712362312 0.4558013258579556 , 0.5371198976642284 0.3329327304794879 , 0.5269758405511809 0.22500847817218456 
0.5629823978705628 0.43541785032308894 , 0.5390890766561871 0.3557318878159423 , 0.5347142349248906 0.22259279637059676 
0.5519765021991119 0.409812042818593 , 0.5420491361897518 0.3792705350670031 , 0.5427600710627767 0.22465995662403185 
0.5400151577960668 0.37958892025183777 , 0.5458774078511384 0.40296866289933275 , 0.5508931438044352 0.2311849513584574 
0.5287811969474019 0.348938539107479 , 0.5492308745975722 0.4223334001380122 , 0.5587736379066662 0.24247059526413667 
0.5194810254729865 0.31877078858766 , 0.5516642931342102 0.4359472457739753 , 0.5656403908444438 0.2590245001479925 
0.5133529717315423 0.28857246272173814 , 0.5534373037591149 0.4444616893474125 , 0.5699954339609832 0.28070838244047713 
0.5115193278966955 0.2601507036260878 , 0.5548530341760971 0.448392590939702 , 0.5704133473788479 0.30519923994383796 
0.5131593081844504 0.23589301129238377 , 0.5561363108875171 0.44783833495828557 , 0.567490090379673 0.3300111882589584 
0.516803824302628 0.21612437630549444 , 0.5574069762163425 0.4425504327264578 , 0.5625749089326701 0.3550677254776755 
0.5215282246527628 0.20028758530955348 , 0.55864019739731 0.43210644232691564 , 0.5566172874015678 0.3813485068731586 
0.5268559644117449 0.187806694528885 , 0.559506715715808 0.4166701999763377 , 0.5504230293240877 0.40926564000440496 
0.5325499924517675 0.17827999397487562 , 0.5592789470645123 0.39907636033833943 , 0.5449567699353608 0.43638618019641257 
0.5384866698319598 0.17148927933907118 , 0.5577200675208005 0.382947310593878 , 0.5405789720988803 0.45930594457667845 
0.5445795124244575 0.16735158350115192 , 0.5551752542067002 0.3689119731609193 , 0.5370309428204829 0.4774789778475564 
0.5507432636406746 0.16587310178605602 , 0.5519860610381291 0.35641400027587483 , 0.5340563847728369 0.49145543244769674 
0.5568774037361419 0.1671278195192337 , 0.5484128708120428 0.3448021450180405 , 0.5314954349034559 0.5018125699723534 
0.5628528398852043 0.17125267002937453 , 0.5446802519926018 0.33350346494993743 , 0.5292526175738346 0.5089863995303155 
0.5684934785537464 0.17845190008211637 , 0.5410209637050476 0.3220041260365997 , 0.5272712671928466 0.5132865083909114 
0.5735448534932167 0.1890043589137091 , 0.5377204164455399 0.3098107751475517 , 0.525520439512884 0.5149274004483667 
0.5776179618674798 0.20325752284521925 , 0.5351782233202397 0.2964341744667385 , 0.5239895242639212 0.5140508371976698 
0.5800952916736182 0.2215472422834759 , 0.534002554988637 0.28145815458443846 , 0.5226878627893854 0.510737137641713 
0.5800424210293573 0.24383675959440884 , 0.5350947725417482 0.26490115684938337 , 0.5216485158805352 0.5050046180658351 
0.5765089853063157 0.2687601058058108 , 0.5393410122485285 0.24818950916242524 , 0.5209357118967965 0.4967929195413912 
0.5697429219257559 0.2934528395177999 , 0.5463902208965771 0.23436471651090718 , 0.5206525666293076 0.48592497848092014 
0.561126282205664 0.31634257098684104 , 0.5547156568777175 0.22534402618981375 , 0.5209437703682591 0.47205593733297235 
0.5516594549865348 0.3378559305746773 , 0.5631248053521609 0.22126942520410747 , 0.5220014491129449 0.4546171787308424 
0.5417336213353787 0.3592210608720269 , 0.5709784337862294 0.22175718779233328 , 0.5240736543300325 0.43276428584526694 
0.5314817030485232 0.38163865464207286 , 0.5779149923991913 0.22648552222613796 , 0.5273890140039261 0.4056183576414163 
0.5215277007781185 0.40400607714389847 , 0.5836424996732051 0.23536305275615546 , 0.531615509000317 0.3743734046095732 
0.5131645107458948 0.42185936340605545 , 0.5877484286027314 0.24860405791216872 , 0.5358727701030145 0.3432791131914029 
0.5066208892273841 0.43428797502295113 , 0.5894599549830896 0.2665965675531276 , 0.540704865241167 0.31285799193354835 
0.5017629444105809 0.44204683018238694 , 0.587515804666518 0.28899158447090084 , 0.5475069603745418 0.28270411985633925 
0.49857668602404526 0.4457513123495069 , 0.5813445686961711 0.31274455344203594 , 0.5568644547314243 0.2552466687180842 
0.4972059622273577 0.4456639887488812 , 0.5723910896977868 0.335062838878412 , 0.5671886575264962 0.2330157068823338 
0.49792462717420355 0.44175882832889624 , 0.5616449882526673 0.356264422814949 , 0.5772160940247699 0.21571928336578172 
0.5011364126953658 0.4338245193711579 , 0.549158837247986 0.3774973960159888 , 0.5864904595082889 0.20242061912248022 
0.5072946017147899 0.42173784819658766 , 0.5346120539420565 0.3996245312565989 , 0.5948790537947943 0.19238015505644035 
0.5162167773235851 0.40656318533415037 , 0.5182191858386795 0.4220687415848569 , 0.6023497462893761 0.18511060759061956 
0.5258347917688816 0.3915913911643359 , 0.5020577673019277 0.44182174383068407 , 0.6088931503808315 0.18032939951460686 
0.5344090848876308 0.3785899856341196 , 0.487881320862746 0.45724833666107245 , 0.614495303701264 0.17790421221443473 
0.5417052398317466 0.367265595507291 , 0.47595353058263123 0.4686789209225068 , 0.619126939037263 0.17779801807982898 
0.5479530383643232 0.3569655227931919 , 0.46609564981498924 0.476737566232106 , 0.6227370212723283 0.18003944548432885 
0.5534408263228732 0.34711277365358456 , 0.45809922470712255 0.4819152526935705 , 0.6252456584216451 0.18471450816247162 
0.5584515356553799 0.3372152712384819 , 0.45180085902896305 0.4845563951526302 , 0.6265333147672979 0.19197086811851455 
0.5632776532009599 0.32681491936582285 , 0.44708512569653913 0.48489682302680825 , 0.6264229305541418 0.20203079211699548 
0.5682581785048444 0.31543953667533414 , 0.44387749988147956 0.48309441529603425 , 0.6246500310653169 0.21520858253825817 
0.5738289014375563 0.30258439963521966 , 0.44213972556594117 0.4792482104633612 , 0.6208170824481435 0.2319099244110457 
0.5805526821269034 0.2878438558956555 , 0.4418711442215218 0.47340797797013445 , 0.6143618831032158 0.2524907006438366 
0.5888637990904417 0.2716959038118427 , 0.44312036890845996 0.46557434239707823 , 0.6048015414527392 0.2764722883007055 
0.5978976382493371 0.25708007201337224 , 0.44601529927958533 0.45568621365463907 , 0.5928727719227186 0.30097624884161517 
0.6057690902606716 0.24684073951056307 , 0.4508111923115366 0.4435977822079213 , 0.5802054268794328 0.3233040127911421 
0.611644311981955 0.24121226851935548 , 0.45794371454521243 0.42906836313854324 , 0.5671976829244736 0.34346190285172773 
0.6153468665639743 0.23966591333122156 , 0.468108152019405 0.41179058014489334 , 0.5533306908682617 0.36228604103351153 
0.6168159467214188 0.24175169276612868 , 0.4823215520915482 0.39159033261447757 , 0.537648210638674 0.3804005091290202 
0.6159172621234139 0.24722989775103799 , 0.5013725302423535 0.36933232887877304 , 0.5194959170858735 0.3971803078798154 
0.6123450752329228 0.25611027516256185 , 0.5235169262634625 0.3478078917878529 , 0.5009237079552558 0.4098243675592117 
0.6055623174930703 0.2686965838004732 , 0.546430681828847 0.3277386299587351 , 0.48479271012972375 0.41730732075041815 
0.5949098512110315 0.2854246893939751 , 0.5701042077180272 0.3077801020285036 , 0.4717716505225825 0.42053774308714775 
0.5807795096651652 0.30555393816226734 , 0.5942071719039091 0.2878487598767373 , 0.4617990278825667 0.4203398364706218 
