0.17182427957692437 0.016326494116543078 , 0.9908704050507748 0.13929490674327893 , 0.6529431240278968 0.44326067295318894 
0.17272008110694137 0.019994309125233773 , 0.9920131344520446 0.152713433785397 , 0.65090459309661 0.42617433090238016 
0.17394258434525625 0.02384322947747221 , 0.9926374834081079 0.16641239603604435 , 0.6490577409022319 0.40862644829949435 
0.17550452846005957 0.027878297058549682 , 0.9926963653378229 0.18038726010761774 , 0.6474369148577136 0.3906165166468435 
0.1774203198111318 0.032104316350034585 , 0.9921378742522748 0.194627293604004 , 0.6460796145921894 0.3721504638589723 
0.17970616931779404 0.036525683084307904 , 0.9909059883316005 0.20911369524273868 , 0.6450256510062016 0.3532426954859643 
0.18238021217992917 0.04114616202254251 , 0.988941984967214 0.22381757875271846 , 0.644315611508453 0.3339183330377499 
0.18546259207692134 0.04596860847967935 , 0.9861867727353275 0.23869805617451192 , 0.6439884438433473 0.3142154091588196 
0.18897548704980868 0.05099463317106549 , 0.9825842602457152 0.2537008236854742 , 0.6440780613600723 0.2941866169564712 
0.19294305113103802 0.056224218405435566 , 0.9780856774233556 0.26875779157156887 , 0.6446090801012025 0.27390006383600646 
0.19739124681842693 0.06165530552978496 , 0.9726544353731196 0.2837883277826207 , 0.6455921264640496 0.25343844050060527 
0.20234755121808456 0.06728338715311104 , 0.9662707305681106 0.29870249255548137 , 0.6470195268694009 0.23289619410441853 
0.2078405343527864 0.0731011492808686 , 0.9589348425739307 0.31340618069601667 , 0.6488624317288789 0.2123747438361257 
0.21389932998534242 0.07909821298244424 , 0.9506681533109028 0.3278074652479842 , 0.6510703253593508 0.1919763955825825 
0.2205530418075934 0.08526101845305595 , 0.9415114208969845 0.3418229289875254 , 0.6535733459510181 0.17179812637242958 
0.22783014329266263 0.09157287605656456 , 0.9315206091741836 0.35538267700246295 , 0.6562870561887498 0.15192652075398347 
0.23575793180612062 0.09801418404289992 , 0.9207612435983409 0.36843313233265773 , 0.6591186332511345 0.13243475743745334 
0.24436208574212237 0.10456278924271559 , 0.909302522402689 0.3809374141949099 , 0.6619732005107846 0.1133818703753855 
0.2536663521037824 0.11119445239134694 , 0.8972122092038213 0.39287373118139834 , 0.6647592473479923 0.09481389024026571 
0.2636923684203729 0.1178833769121886 , 0.8845528685778087 0.4042325471970568 , 0.6673925716574144 0.07676614970376557 
0.2744596034435636 0.12460276755663902 , 0.871379539790194 0.41501327497489643 , 0.6697986654218383 0.05926603128147551 
0.28598538866109485 0.13132539929002454 , 0.8577386352365428 0.425221050247749 , 0.6719137847579583 0.04233562427523743 
0.2982850070379953 0.1380241931869783 , 0.8436677252341317 0.43486388881607646 , 0.673685076383469 0.025993991809956183 
0.31137180433321227 0.1446728121946956 , 0.8291958774281488 0.4439503221086198 , 0.675070126894235 0.010258939509695551 
0.3252572890232711 0.15124630441855166 , 0.8143442904148875 0.4524874737853225 , 0.6760362292174373 -0.004851704390863227 
0.33995118659111534 0.15772183522825942 , 0.7991270491078135 0.46047947144791485 , 0.6765595729566671 -0.0193192328631633 
0.3554614102118222 0.16407956255961098 , 0.7835519102543212 0.4679260619307655 , 0.6766244881894525 -0.03312355067736554 
0.37179390006321555 0.17030372252269502 , 0.7676210947748751 0.47482129635341525 , 0.6762228138175054 -0.046242945063099256 
0.38895226431808777 0.17638400368008805 , 0.7513321238442681 0.48115216001833266 , 0.6753534204932402 -0.05865408988540967 
0.4069371218750955 0.18231729399133637 , 0.7346787973124447 0.48689703883532776 , 0.674021889468056 -0.07033225901365303 
0.42574499443057257 0.18810987439777624 , 0.7176524874181933 0.4920239442139915 , 0.6722403268068302 -0.0812517447987566 
