0.7856866065016956 0.1325418894285133 , 0.999480086604983 0.661061877903703 , 0.24323997412693898 0.7477301575105721 
0.7899046854604593 0.13664392224506267 , 0.9897424130597919 0.6587545337790104 , 0.24875956871336638 0.7459354688187154 
0.7941340809883536 0.14114108394053007 , 0.9797219308701187 0.656182592933014 , 0.25455065537514543 0.7440102479692444 
0.7983715614465727 0.14604833534173448 , 0.9694128325778634 0.6533337474512348 , 0.26062227320918163 0.7419518420498191 
0.8026133220946148 0.1513822437893433 , 0.958808950515653 0.6501944608448988 , 0.26698439462334994 0.7397572202085463 
0.8068548537347933 0.15716120148577464 , 0.947903768898514 0.6467498059367462 , 0.2736480446003104 0.7374229174202677 
0.8110907757517428 0.16340568217862486 , 0.936690450316173 0.6429832772399408 , 0.2806254411657018 0.7349449654242229 
0.8153146222228949 0.17013854362972788 , 0.9251618834434657 0.6388765739484686 , 0.2879301615672571 0.732318807264592 
0.8195185656415573 0.17738538462316647 , 0.9133107618183829 0.6344093495528025 , 0.2955773397736774 0.7295391906668195 
0.8236930569741917 0.1851749665452518 , 0.9011297079732694 0.6295589244787044 , 0.30358390228615645 0.7266000338188322 
0.8278263525274847 0.19353971053498714 , 0.8886114637245411 0.6242999595134989 , 0.31196885098159166 0.7234942547943024 
0.8319038863610103 0.20251628125012397 , 0.8757491770415589 0.6186040910368668 , 0.3207536038310483 0.7202135525557978 
0.8359074302313425 0.2121462662179659 , 0.8625368301131285 0.6124395358583098 , 0.3299624068891464 0.7167481227665129 
0.8398139592112588 0.22247695320747535 , 0.8489698741415623 0.6057706867689195 , 0.33962283388079634 0.7130862848663938 
0.8435941075292005 0.23356219262457376 , 0.8350461669173254 0.5985577451457308 , 0.3497663927870916 0.7092139870724842 
0.8472100529443942 0.24546329926685562 , 0.8207673528723531 0.5907564838130585 , 0.3604292614168701 0.7051141417628747 
0.8506126075345223 0.2582498825939386 , 0.8061408851136489 0.5823183190610376 , 0.3716531745854462 0.7007657231878126 
0.8537372223344618 0.2720003698657507 , 0.7911829637667513 0.5731910247835325 , 0.38348648113240424 0.6961425301935057 
0.856498554470018 0.28680175694544663 , 0.7759227392502653 0.5633206917440621 , 0.3959853735133341 0.6912114761532802 
0.858783264517321 0.3027477217014315 , 0.7604081478693981 0.552655987444786 , 0.40921525484689825 0.6859302156965714 
0.8604409746564117 0.3199336007377547 , 0.7447135633258696 0.5411564656916527 , 0.4232521292513361 0.6802438584133815 
0.8612741738486648 0.3384459061797175 , 0.7289487383220778 0.5288075434019059 , 0.43818375506287466 0.6740804752611654 
0.8610298619476489 0.35834351801122744 , 0.7132667378341745 0.5156452767863318 , 0.4541100674517939 0.6673451300452298 
