0.02578428421211565 0.8084222368589199 , 0.9335047803216374 0.01919655128441533 , 0.7874936101432706 0.43021626557720005 
0.017880337815186935 0.800352134704525 , 0.9392366465641653 0.020870775454151964 , 0.7896656902976714 0.43661214356185823 
0.010150016634733933 0.792180762722018 , 0.9447557368599642 0.023036108524604495 , 0.7918769211823254 0.44261818247391277 
0.0025938519295581643 0.7839119090274036 , 0.9500631379762423 0.025682185081061952 , 0.794125684771223 0.44824095961206967 
-0.004787768937091542 0.7755492913045516 , 0.9551592843014381 0.028800500006090277 , 0.7964111593126769 0.45348526240989334 
-0.011994590847632488 0.7670965495232303 , 0.9600439831660577 0.03238425457997578 , 0.7987332823585983 0.45835424961732923 
-0.01902647924223975 0.7585572399359553 , 0.964716427777829 0.03642824139816902 , 0.8010927261414342 0.462849572386411 
-0.02588340853694056 0.749934830289509 , 0.9691751985804093 0.0409287627050736 , 0.8034908846335547 0.4669714607259526 
-0.032565450769538797 0.7412326961755166 , 0.9734182533019764 0.045883578494264304 , 0.8059298721445859 0.4707187790507544 
-0.03907276457444446 0.7324541184370281 , 0.977442905448739 0.051291882166888805 , 0.8084125338027289 0.4740890531166183 
-0.0454055845684691 0.7236022815440563 , 0.9812457904765891 0.05715430280197663 , 0.8109424687689034 0.4770784693745023 
-0.051564211212571216 0.7146802728498686 , 0.9848228182990618 0.06347293428052064 , 0.8135240675905329 0.47968184659014595 
-0.057549001199512076 0.7056910826410405 , 0.9881691101126797 0.07025139271601462 , 0.8161625657638558 0.48189257836348004 
-0.06336035840446021 0.6966376048973507 , 0.9912789166801735 0.07749490497715149 , 0.8188641164013102 0.483702543846033 
-0.06899872542476261 0.6875226386821652 , 0.9941455141250507 0.08521043265909203 , 0.8216358859767354 0.48510198237927793 
-0.07446457572634696 0.6783488900896757 , 0.9967610718400042 0.0934068378154644 , 0.8244861785633663 0.48607932581539515 
-0.07975840640748376 0.6691189746819758 , 0.9991164851243675 0.10209509930538788 , 0.8274245959601397 0.48662097973317153 
-0.08488073158587137 0.6598354203563117 , 1.0012011623824966 0.11128859202670661 , 0.8304622438803981 0.4867110413375169 
-0.08983207641218084 0.6505006705908296 , 1.0030027527346497 0.12100344602555342 , 0.8336119983545546 0.4863309371041522 
-0.09461297171232153 0.6411170880257994 , 1.0045067940811883 0.13125900914348004 , 0.8368888523081567 0.4854589565512558 
-0.09922394926183285 0.6316869583467492 , 1.0056962529948965 0.14207844649896714 , 0.8403103709439597 0.4840696488748189 
-0.1036655376991375 0.6222124944465417 , 1.0065509145944365 0.1534895243105333 , 0.8438972977817243 0.48213303496346016 
-0.10793825909020364 0.6126958408557366 , 1.007046559875166 0.16552564696954017 , 0.8476743738920611 0.4796135658952584 
-0.11204262616595395 0.6031390784456198 , 1.0071538347499378 0.17822724919625582 , 0.8516714660930395 0.4764687260786596 
-0.11597914026630417 0.5935442294277287 , 1.0068366600464433 0.19164369687423277 , 0.8559251548968841 0.4726471274185737 
-0.11974829004221199 0.5839132627004465 , 1.0060499375711769 0.20583593324686536 , 0.8604810271480584 0.46808585777322326 
-0.12335055099136431 0.5742480996323864 , 1.004736140258706 0.22088024290808245 , 0.8653970854096814 0.46270671118006623 
-0.12678638593674918 0.5645506204332028 , 1.0028200658595716 0.23687372959795883 , 0.8707489947542006 0.4564107036893734 
-0.13005624660387144 0.5548226713631923 , 1.0002004398355153 0.2539424651224359 , 0.8766384814453793 0.44906991723490686 
-0.13316057651538307 0.54506607321038 , 0.996735866568842 0.2722537906584382 , 0.8832073846235642 0.4405151898517168 
-0.13609981550001776 0.535282631797692 , 0.9922202147506562 0.2920346480494433 , 0.8906622754263847 0.43051777387339973 
-0.13887440617579078 0.5254741519596045 , 0.9863379400323495 0.31359572137337316 , 0.8993191408204644 0.4187651803875574 
-0.1414848026475718 0.5156424579091474 , 0.9785855168802313 0.3373414105498244 , 0.9096819604443637 0.40485118526156316 
-0.14393148053005075 0.5057894263456777 , 0.9681884221709467 0.36361600384099785 , 0.9225257330361272 0.38842962353385946 
-0.14621494134998078 0.4959170458123865 , 0.9545231702338867 0.3916341450022167 , 0.9384744457931172 0.3702838629059318 
-0.14833568137369663 0.4860275144932531 , 0.9393302016623922 0.417734543413681 , 0.9557881543883275 0.35407299581360097 
-0.15029410190505632 0.47612329118014873 , 0.9250143035399135 0.44012654182528105 , 0.9720624730421659 0.3415852207151053 
-0.15209048995817276 0.4662070084772037 , 0.9120624973314219 0.45948581819206025 , 0.986810667303774 0.3321422270512711 
-0.15372506685443432 0.4562813860191628 , 0.9003414531350933 0.4766004138660626 , 1.000166288396364 0.32495325383530965 
-0.1551980325349681 0.44634918231324394 , 0.8896526767831826 0.49201031811112295 , 1.0123280304288085 0.31947555329616817 
-0.156509595408383 0.43641316753297715 , 0.8798296269895716 0.5060719795799556 , 1.0234626430958345 0.31534990660760226 
-0.1576599914958526 0.4264761063259229 , 0.8707434796378241 0.5190279051414278 , 1.0336991865350516 0.3123310422531843 
-0.15864949645168677 0.41654074580883943 , 0.8622952435766924 0.5310495564353399 , 1.0431369275520173 0.3102447514763558 
-0.15947843278160515 0.40660980656774126 , 0.8544079998327102 0.5422624836167408 , 1.0518531076259179 0.308962763536053 
-0.16014717372568393 0.3966859756018633 , 0.8470210931785783 0.552761381525447 , 1.0599087552241286 0.3083876965932248 
-0.16065614476176884 0.38677190065606304 , 0.8400860156729608 0.5626194463735456 , 1.067352803765831 0.30844370669092647 
-0.1610058233785638 0.3768701856292573 , 0.8335635028001525 0.5718944119467047 , 1.0742249952554344 0.3090704561445732 
-0.16119673757748726 0.3669833868698555 , 0.8274214627459916 0.5806325795978781 , 1.0805579495085187 0.3102190872528016 
-0.16122946343961925 0.3571140102344607 , 0.821633476628226 0.5888715919620148 , 1.0863786614884163 0.3118494515240597 
-0.1611046220114622 0.3472645088217993 , 0.8161776944095879 0.5966423935879932 , 1.0917096022788975 0.31392815131074264 
-0.1608228757054389 0.3374372813138445 , 0.8110360095305665 0.6039706493975375 , 1.0965695408518956 0.31642712300915316 
-0.16038492436910898 0.3276346708675824 , 0.8061934334548087 0.6108777917966434 , 1.1009741655913237 0.31932259105630945 
-0.15979150114563753 0.31785896450767614 , 0.8016376162951987 0.6173818072304397 , 1.1049365595274623 0.32259428198241935 
-0.15904336822379345 0.3081123929745284 , 0.7973584762079126 0.6234978358760351 , 1.1084675666929042 0.3262248248699716 
-0.15814131255659505 0.2983971309851252 , 0.7933479113322596 0.6292386346127815 , 1.1115760759013589 0.3301992881226284 
-0.1570861416123 0.2887152978662295 , 0.7895995756284374 0.6346149380749203 , 1.114269240660886 0.3345048177793853 
-0.1558786792088486 0.27906895852137026 , 0.7861087052353127 0.6396357423769804 , 1.1165526486505595 0.33913035282218446 
-0.15451976147249852 0.26946012469483266 , 0.7828719857123938 0.6443085291512256 , 1.1184304504371283 0.3440663998744769 
-0.15301023295279972 0.25989075649760845 , 0.7798874532494712 0.6486394427093876 , 1.1199054543803522 0.3493048545135392 
-0.1513509429189419 0.2503627641620404 , 0.7771544249591522 0.6526334297218139 , 1.1209791926368133 0.35483885983668084 
-0.1495427418566325 0.24087800999370065 , 0.7746734549396905 0.6562943483359261 , 1.1216519615939655 0.36066269539090845 
-0.14758647817985904 0.23143831049085373 , 0.7724463140684387 0.6596250518303663 , 1.121922838788444 0.3667716913993152 
-0.14548299516802277 0.22204543860364462 , 0.7704759925782761 0.6626274505184616 , 1.1217896772667701 0.3731621645984291 
-0.14323312813589895 0.2127011261068802 , 0.7687667254741652 0.6653025545347939 , 1.1212490773387571 0.3798313730788612 
-0.14083770184160624 0.20340706606190045 , 0.7673240418462882 0.6676504992623421 , 1.1202963346723416 0.3867774883962928 
-0.13829752813619628 0.19416491534452332 , 0.766154840210193 0.6696705544111742 , 1.1189253626030269 0.39399958396483786 
-0.13561340385756948 0.18497629721735015 , 0.7652674932417314 0.6713611170852056 , 1.1171285852928616 0.4014976394179796 
-0.13278610897117052 0.17584280392579818 , 0.7646719867841016 0.6727196885221113 , 1.1148967968640924 0.40927256127262585 
-0.12981640496032526 0.16676599929803249 , 0.7643800999300684 0.6737428335175991 , 1.1122189797072803 0.41732622090490373 
-0.12670503347019202 0.15774742132945804 , 0.764405635525661 0.6744261208024778 , 1.1090820726215544 0.42566151158859955 
-0.12345271521118958 0.1487885847325458 , 0.7647647138942306 0.6747640417779489 , 1.1054706759939825 0.4342824272100407 
-0.1200601491305631 0.13989098343244155 , 0.7654761473773444 0.6747499039716254 , 1.1013666764302423 0.44319416631646846 
-0.1165280118646576 0.13105609298797186 , 0.7665619200978148 0.6743756942836316 , 1.0967487664438664 0.452403266448932 
-0.11285695748979085 0.12228537291622665 , 0.7680478072121102 0.6736319054693602 , 1.0915918249547043 0.46191777533494854 
-0.1090476175968113 0.11358026889676365 , 0.7699641825009113 0.672507317276377 , 1.0858661097729236 0.4717474675473948 
-0.10510060172417887 0.10494221482852852 , 0.7723470851752999 0.6709887211832591 , 1.0795361912259025 0.4819041177087479 
-0.10101649819777049 0.09637263470869936 , 0.7752396508260185 0.6690605748973821 , 1.0725595220487754 0.4924018441144541 
-0.09679587544421508 0.08787294429775226 , 0.7786940653813359 0.6667045702289985 , 1.0648844847399026 0.5032575391937848 
-0.09243928387099537 0.07944455252912214 , 0.7827742886513852 0.6638990974892522 , 1.0564476698966336 0.5144914037021613 
-0.08794725844502822 0.07108886261521404 , 0.7875599406606906 0.660618596371895 , 1.047169992461361 0.5261275947334266 
-0.0833203221590335 0.06280727279529556 , 0.7931519959905241 0.6568328119741792 , 1.036951000845533 0.5381949689510609 
-0.07855899066401302 0.05460117666804225 , 0.7996813755251232 0.6525060667464035 , 1.0256602898159135 0.5507278103060899 
-0.07366377848870793 0.046471963060399274 , 0.8073223190437797 0.6475969378307556 , 1.013124134121952 0.5637661528293808 
-0.06863520750418717 0.038421015426905306 , 0.8163138120445881 0.6420595812158769 , 0.9991040701366227 0.5773544570777533 
-0.06347381870238 0.030449710910816472 , 0.8269944195635127 0.6358506763077577 , 0.9832620738158909 0.5915346665019614 
-0.0581801890889444 0.02255941961122405 , 0.8398563253365045 0.628955336661208 , 0.9651065384294636 0.6063202974481036 
-0.05275495676924384 0.014751505864471253 , 0.8556019777175906 0.6214791990991115 , 0.9439356537286768 0.6216043487569528 
-0.04719885900342289 0.007027337378971657 , 0.8749975133024469 0.6139623605713308 , 0.9189840203779995 0.6368453557702332 
-0.041512785442675865 -0.0006116797411233055 , 0.8974885271189939 0.6080465384548415 , 0.8908069330007056 0.6504001950068174 
-0.035697813139930375 -0.008164006407151527 , 0.9193945982718583 0.6053759102759806 , 0.8630858895450956 0.6606231498517066 
-0.029755138164138155 -0.015627873653101292 , 0.9385110360321771 0.6053375484956898 , 0.8380267768089846 0.6681253788779471 
-0.02368598828642878 -0.02300131003444118 , 0.9548686141050253 0.6069434189433821 , 0.8156000488584271 0.6738929448115947 
-0.017491596137601022 -0.03028220936402498 , 0.9689313376781724 0.6095834341507886 , 0.7953429331364522 0.6785338289337719 
-0.011173199235249807 -0.03746838163578061 , 0.9811087103502377 0.6129095352438576 , 0.7768471635620356 0.6823939001124586 
-0.004732046021021493 -0.04455758689966396 , 0.9917083985080559 0.6167137916526346 , 0.7598063221899892 0.6856788489675649 
0.0018305980655395028 -0.051547558265939264 , 1.0009579094416352 0.6208641687666472 , 0.7439941671698488 0.6885184432198277 
0.008513445843486307 -0.05843601817503986 , 1.0090279904459185 0.6252720643759303 , 0.7292412383876186 0.6909990075196452 
0.015315185109709568 -0.0652206903221772 , 1.0160495160921477 0.6298751787259206 , 0.7154179734751661 0.6931805653167922 
0.022234476646712215 -0.07189930862634979 , 1.0221248891828856 0.6346279558635275 , 0.7024233088474257 0.6951064064833579 
0.029269953293639725 -0.07846962408289197 , 1.0273357193040107 0.6394959590922551 , 0.690177002079373 0.6968087187111724 
0.036420219872288356 -0.08492941002835297 , 1.0317480764822469 0.6444524021899608 , 0.6786143783224882 0.6983120615589277 
