0.4001525405461662 0.0020341182460620333 , 0.7945449065354574 0.7141998353215278 , 0.09546921993671031 0.801594867414795 
0.40082152513439523 0.0007099573864988243 , 0.7845071670657692 0.7247882329447541 , 0.10483797481816959 0.7923306306511319 
0.40151068846718546 -0.0003570720984477072 , 0.7741946026352136 0.7352684628997326 , 0.11446137591593492 0.7829174301810999 
0.40221647147346934 -0.0011637020758661846 , 0.7635966508057471 0.7456362733974646 , 0.12435354473911747 0.7733562496607864 
0.4029353959394251 -0.0017063619808085604 , 0.7527014148572329 0.7558863116264286 , 0.13452985622167596 0.7636488713367648 
0.40366406410566635 -0.0019811437466081393 , 0.7414955696475201 0.7660118759217264 , 0.14500703326514752 0.7537980888072666 
0.404399160214562 -0.0019837632201078585 , 0.7299642752393729 0.7760046132498772 , 0.15580323156439901 0.7438079709526155 
0.40513745452852346 -0.0017095175770436106 , 0.7180911088134767 0.7858541505688356 , 0.16693810367633372 0.7336841879905929 
0.4058758104867015 -0.001153238248511229 , 0.7058580308856964 0.7955476474737002 , 0.17843282564593596 0.7234344117571959 
0.4066111958526863 -0.00030923889548467674 , 0.6932454096148659 0.8050692573613835 , 0.19031006155078167 0.7130688025164862 
0.4073406989358005 0.0008287419555317972 , 0.6802321376583502 0.814399486218218 , 0.2025938304241831 0.7026005928086352 
0.4080615512475824 0.0022676038479227424 , 0.6667958901184131 0.823514443846143 , 0.21530922565233834 0.6920467732883192 
0.4087711582816145 0.004014952860744176 , 0.652913589608096 0.8323849947059868 , 0.22848191912862342 0.6814288734156541 
0.4094671404659293 0.006079175121081215 , 0.6385621639971862 0.8409758386361147 , 0.24213736255521834 0.6707738072251891 
0.4101473866986733 0.008469514203534298 , 0.6237196998552649 0.849244590689316 , 0.2562995804643957 0.6601147160895346 
0.4108101231707679 0.011196150285528011 , 0.6083671009571269 0.8571409893536821 , 0.270989442890439 0.6494916813431748 
0.41145400028457535 0.01427027761725816 , 0.5924903401036189 0.8646064451780054 , 0.2862223266301395 0.6389520981871213 
0.41207820021289715 0.017704175241926422 , 0.5760833194547103 0.8715742385726124 , 0.30200514735072637 0.628550407167846 
0.41268256677035514 0.021511264127437965 , 0.5591512021181005 0.8779707563737452 , 0.31833289812987814 0.6183468004812017 
0.41326775754945183 0.025706142328666824 , 0.5417138332404067 0.8837181606784983 , 0.33518507622847526 0.6084045179752198 
0.41383541559359505 0.03030458914444277 , 0.5238085683230496 0.8887387238953526 , 0.3525226831016891 0.5987855079425896 
0.41438835445978595 0.0353235303070453 , 0.5054915905557186 0.8929606716844543 , 0.3702867220028292 0.5895446189908854 
0.4149307471179918 0.04078095974458752 , 0.48683682536968786 0.896324786140038 , 0.38839909453065397 0.5807230750977594 
