0.4007457478069206 0.11617095255034093 , 0.6148696654445962 0.6000803155781116 , 0.6439706933434477 0.6935184083302034 
0.3940726904769975 0.12202021527204596 , 0.6320115912514227 0.6043413439909053 , 0.6335018248665444 0.6834081171957046 
0.3876462022636652 0.12840144158856026 , 0.649080081885591 0.6121233330202771 , 0.6228598224457084 0.6692449018498186 
0.38147937046031494 0.13531245063343614 , 0.6644074778624508 0.6230949434449707 , 0.6136992582721987 0.651362282380249 
0.3755855343348339 0.14275508131804193 , 0.6763043248467402 0.6356352588183743 , 0.6076962474133905 0.6313793363222395 
0.36998058161756076 0.15073618203317607 , 0.6842121248300558 0.6476924262379077 , 0.605393400147348 0.6113410681875721 
0.36468472255851114 0.15926649284077987 , 0.6885770004294429 0.6579496525036054 , 0.6063243836070105 0.5925535311142706 
0.3597230140260484 0.16835852913836402 , 0.6900994154601987 0.6658369379829494 , 0.6097636771087175 0.5755742093373424 
0.35512500826020715 0.17802461513651582 , 0.6893910399757354 0.6711608943027713 , 0.6150700583590221 0.5605841670193686 
0.3509239578742921 0.18827544186333875 , 0.6869233561460145 0.673869207379931 , 0.6217387925746579 0.547625027215386 
0.34715582540449236 0.19911921888788997 , 0.6830564062781219 0.6739444073210967 , 0.6293738749123502 0.5367060502496689 
0.3438582828826672 0.21056143841456318 , 0.6780756259099968 0.6713588914206284 , 0.6376521978023004 0.5278493466234639 
0.3410698952955963 0.22260525068004197 , 0.6722230746289928 0.666054361564606 , 0.6462931366703754 0.5211100642140077 
0.33882970171550375 0.23525241194473326 , 0.665724542838209 0.6579301719075248 , 0.6550318620412516 0.5165870926063976 
0.3371774212965231 0.24850471892793954 , 0.658817689119601 0.6468352158767041 , 0.6635909961788402 0.514429741654012 
0.33615452972007226 0.26236579573784163 , 0.6517886127413839 0.6325647792483474 , 0.6716429641335083 0.5148391014724666 
0.3358065017896967 0.2768430328893685 , 0.6450275479307295 0.614875371392121 , 0.6787520568745383 0.5180512721771662 
0.33618661009708417 0.2919493106312581 , 0.6391145379325772 0.5935622974932128 , 0.6842849585653031 0.5242580683341848 
0.33736169968038393 0.3077036640232721 , 0.6349098859987842 0.5687223715651891 , 0.6873145209157965 0.5333436408701945 
0.3394197337913041 0.32412897220634146 , 0.6334322087385325 0.5413625952064111 , 0.686734164065128 0.5442781090459031 
0.3424761289564879 0.3412438126461744 , 0.6350738139985935 0.5138039168159781 , 0.6820361636398832 0.5547219469965031 
0.34667223933330416 0.35904952141623486 , 0.6389283897886513 0.48835891882249116 , 0.6739854774730091 0.5623612362199296 
0.3521655161027786 0.3775218840490895 , 0.6436283037899357 0.46599693436156153 , 0.6637922867022502 0.5662508580480046 
0.35912127216427603 0.3966127599737738 , 0.6481327789177534 0.4467927289437609 , 0.652332055512935 0.566364187541121 
0.36771313241704134 0.4162573011990437 , 0.6517770558163555 0.4305736159304919 , 0.6400959183615678 0.5629387593291201 
0.37813407747527655 0.43638087287171645 , 0.654130816328683 0.4171801017222393 , 0.6273212127910051 0.5562087018647 
0.39061938495397464 0.4569004254688565 , 0.6548857848280053 0.4065312420737805 , 0.6140809368129846 0.5463380089160187 
0.4054845105443485 0.4777120403593059 , 0.6537829352607981 0.398630954104149 , 0.6003186607898179 0.5334266819952007 
0.42317995505811634 0.4986428039074751 , 0.6505600145366287 0.39356060368119106 , 0.5858461370002195 0.5175662688699895 
0.44433683181967326 0.5193058332209168 , 0.6449051768140964 0.3914651621154274 , 0.5703440979611948 0.4989986811223114 
0.46961742090346925 0.5387481873303722 , 0.6364134203729065 0.3925213750670952 , 0.5535552653185888 0.4785001140611882 
0.4988793328932549 0.5551488658103231 , 0.624570675883609 0.39686838136287683 , 0.5361360978181006 0.45775242928545573 
0.5304727160884495 0.5669397668170147 , 0.6088319950794023 0.40452327888502526 , 0.5202813954271127 0.43830663075661563 
0.5627255915376614 0.5739215575009725 , 0.588813779448935 0.41532237615525086 , 0.508046735608368 0.4205257428024323 
0.5945795850061234 0.576367361359531 , 0.5646176354349186 0.4287039009479502 , 0.5003888861539224 0.4046984141511744 
0.6250407577451565 0.5747011157077888 , 0.5373249836179391 0.44323568279011655 , 0.4972203652318688 0.3918328779607503 
