0.8140407286317681 0.3395275727432231 , 0.9469941681485382 0.9579334710262594 , 0.25554719711770124 0.5949852902110944 
0.8011120356373425 0.33942992877558964 , 0.9477455417260399 0.9428352530778669 , 0.2677245165346253 0.6101811521271203 
0.7880031575666822 0.3396961700314461 , 0.9482852543431157 0.9274198149476259 , 0.28029368198820975 0.6253303490015047 
0.7747165307006877 0.3403505422525581 , 0.9485919379597065 0.9116799981083094 , 0.2932736252376134 0.6404157936197094 
0.7612563505610885 0.3414192373072103 , 0.9486419662059951 0.8956090186984538 , 0.30668377713092404 0.6554180779749127 
0.7476289679397812 0.34293043935477185 , 0.9484092007782527 0.8792006736479749 , 0.32054392517997365 0.67031522097783 
0.7338433473791819 0.34491432436810954 , 0.9478647204758377 0.8624496056559451 , 0.33487402604298805 0.6850824039565222 
0.7199115901760661 0.3474029949656288 , 0.9469765389300879 0.8453516412581769 , 0.3496939647918536 0.6996916977567711 
0.7058495203888439 0.3504303290026117 , 0.9457093217165926 0.8279042185450087 , 0.3650232517925712 0.7141117864329564 
0.6916773270968039 0.35403171721985616 , 0.944024120252525 0.8101069229444388 , 0.38088064654867887 0.7283076938162818 
0.6774202490812252 0.3582436630512689 , 0.9418781492469859 0.7919621500678249 , 0.3972836955697966 0.7422405208614828 
0.6631092791632526 0.3631032172451653 , 0.9392246469896336 0.7734759125784736 , 0.4142481677451216 0.7558672041569378 
0.6487818549603956 0.368647222173759 , 0.9360128735228495 0.7546588013036685 , 0.4317873654147627 0.7691403105031491 
0.634482491572852 0.37491134647824104 , 0.9321883198478226 0.7355270964309691 , 0.44991128247733325 0.7820078910713664 
0.6202633009250512 0.38192890063104307 , 0.9276932189270843 0.7161039990106698 , 0.46862557404587224 0.7944134343388637 
0.6061843337786776 0.38972943811851823 , 0.9224674603099328 0.6964209127883678 , 0.48793029980939745 0.8062959830736904 
0.5923136754543175 0.3983371644501612 , 0.9164500042917535 0.6765186507985083 , 0.507818414151937 0.817590518731907 
0.578727226218494 0.40776919542659384 , 0.9095808540312311 0.6564483759725834 , 0.5282740136482827 0.8282287625813992 
0.5655081022359089 0.41803372494004404 , 0.9018035601651382 0.6362720280876696 , 0.5492704314969609 0.8381405809528628 
0.5527456017847282 0.42912817937755804 , 0.8930680974067624 0.6160619739914441 , 0.5707683947065174 0.8472561806115743 
0.5405336921196485 0.44103745041204095 , 0.8833337880309687 0.5958996872280032 , 0.5927146137473908 0.8555091963405322 
0.5289689837001277 0.4537323130188681 , 0.8725718145794907 0.575873446643802 , 0.6150412956183896 0.8628405743179063 
0.5181481722734678 0.46716815536456835 , 0.8607668555783807 0.5560753188343311 , 0.6376670660461595 0.8692028597816769 
0.5081649524103605 0.48128417558210185 , 0.8479175655672592 0.536597953457604 , 0.6604995759203883 0.8745642049408705 
0.4991064505098024 0.496003235718262 , 0.8340359802911265 0.5175318170818419 , 0.6834396630970792 0.8789112811804723 
0.4910493039099238 0.5112325926757199 , 0.8191463036759535 0.4989633101349239 , 0.7063864863121307 0.8822504311699325 
0.48405563010669767 0.5268657236228613 , 0.8032837083838026 0.4809737982163841 , 0.7292427554075078 0.8846068121413309 
0.47816927024389416 0.5427853949393571 , 0.7864936302856809 0.4636391535497443 , 0.751919193368433 0.8860217854914749 
0.4734128096124763 0.558867964017273 , 0.7688316300961887 0.4470291906373927 , 0.7743376541893431 0.8865491793259106 
0.46978590910917994 0.5749886603018662 , 0.7503634608177681 0.4312065077810886 , 0.79643272397106 0.8862511658976215 
0.4672653670904156 0.59102732481098 , 0.731164752115662 0.4162246299912748 , 0.8181519746919305 0.8851943791783216 
0.46580706138293715 0.6068738955693473 , 0.7113198048140927 0.40212577496151386 , 0.8394552277009781 0.8834466634497151 
0.4653495617597224 0.6224329046415719 , 0.6909193120229455 0.3889388219982942 , 0.86031322011534 0.8810746073407103 
0.4658188756391579 0.6376264326817367 , 0.670057211185336 0.3766780564711668 , 0.880706007073514 0.8781418448276729 
0.46713361111855417 0.652395291157442 , 0.6488271469456599 0.36534303343194985 , 0.9006213358337939 0.8747080093911845 
0.46920986125970826 0.6666985518938452 , 0.6273190985911471 0.35491958793197476 , 0.9200531340471526 0.8708281941547564 
0.47196529489621947 0.6805118039185074 , 0.6056166169026947 0.3453817544672131 , 0.9390001820990937 0.8665527755948559 
0.4753221919012696 0.6938246318156507 , 0.5837949108258186 0.33669422104359154 , 0.9574649911709198 0.8619274811213342 
0.4792093948014404 0.7066377882736007 , 0.5619198185839607 0.3288149373161347 , 0.9754528805126068 0.856993608390841 
0.48356331042626016 0.7189604274403548 , 0.5400475500732838 0.321697576753833 , 0.992971233398464 0.8517883297863886 
0.48832817397336786 0.730807632128335 , 0.5182250138631755 0.31529366546651455 , 1.0100289060614647 0.8463450363857269 
0.4934558003473599 0.7421983473932923 , 0.4964905298506515 0.30955429503986215 , 1.0266357636999968 0.840693691547422 
0.4989050201992539 0.7531537443474755 , 0.4748747537939202 0.3044314140436554 , 1.042802319904834 0.8348611755894455 
0.5046409540143458 0.7636959834949825 , 0.4534016808130097 0.29987873962772565 , 1.0585394590706525 0.8288716108578683 
0.5106342323043125 0.7738473200128518 , 0.43208963687081264 0.29585235227361933 , 1.073858224722883 0.8227466616941053 
0.5168602313258995 0.7836294854276797 , 0.41095220276132244 0.292311041388239 , 1.088769659810786 0.8165058071646577 
0.5232983643407602 0.7930632831844135 , 0.38999904182513584 0.2892164643003242 , 1.103284687732112 0.8101665864958386 
0.5299314478665301 0.8021683439367174 , 0.3692366209015472 0.2865331716660287 , 1.1174140251299307 0.8037448183778303 
0.5367451490219566 0.8109629963848145 , 0.34866882551085476 0.2842285416328708 , 1.1311681193651966 0.7972547959628911 
0.5437275120617127 0.8194642191491526 , 0.3282974767653152 0.28227265514743843 , 1.1445571050709802 0.7907094596839853 
