0.15761142526112115 0.41798491238532476 , 0.014461692321604658 0.909037963484921 , 0.9748635825725993 0.9839722064122985 
0.15768157496390348 0.42598607553747353 , 0.023291911228603364 0.9054033646079337 , 0.9659632139628183 0.9796056421371371 
0.15773374690247177 0.4344112490491852 , 0.032334389438874886 0.9014113532312704 , 0.9568685638139784 0.9751724800020887 
0.15776929776792958 0.443283567711919 , 0.04159492060105924 0.8970405203154705 , 0.9475724817863362 0.9706709942551547 
0.15778980175658655 0.4526294528831285 , 0.05107967113183365 0.8922663104208653 , 0.9380672272669048 0.9660993189785504 
0.15779713804672976 0.4624792980932685 , 0.06079516192449441 0.8870603542094713 , 0.9283444001841009 0.9614554299798045 
0.1577936172037578 0.4728683544103746 , 0.07074822173247051 0.8813896046355865 , 0.9183948612190967 0.9567371232365832 
0.15778216764736738 0.48383789097429725 , 0.08094589302530447 0.8752152022819202 , 0.9082086394826532 0.9519419890263269 
0.15776661703312617 0.4954367416057046 , 0.09139525776556719 0.8684909600740996 , 0.8977748253566317 0.94706738060274 
0.15775212775151476 0.5077234040393134 , 0.10210312662165909 0.8611613023267688 , 0.8870814457821512 0.9421103759164621 
0.15774589053740426 0.5207689474626237 , 0.11307549078315046 0.8531584044386195 , 0.8761153188347703 0.9370677303813011 
0.1577582659555903 0.5346611297404315 , 0.12431655017636863 0.8443981345278261 , 0.8648618840233662 0.9319358180142868 
0.15780473546594573 0.5495103676035408 , 0.1358269601615833 0.8347741573041685 , 0.8533050045277961 0.9267105573748351 
0.15790938675767519 0.5654586054915562 , 0.1476005755303199 0.8241491592350021 , 0.84142673786733 0.921387317555986 
0.1581114701899964 0.5826927737718398 , 0.15961815701838913 0.812341510427761 , 0.8292070729469396 0.9159607980829435 
0.15847849837090847 0.6014653912126967 , 0.17183456626844262 0.7991048157650451 , 0.8166236355159741 0.9104248753048025 
0.15913426219242685 0.622125009308447 , 0.1841510640618103 0.7840976648677374 , 0.803651373901088 0.90477240810636 
0.16032296024369874 0.6451520326996537 , 0.19635148096988875 0.7668480473268072 , 0.7902622589417376 0.8989950022560834 
0.1625604338396259 0.6711423266991725 , 0.20795118799317366 0.7467699943464546 , 0.7764250783225256 0.8930827612369173 
0.16692565601309464 0.7003996695849534 , 0.2179055608556125 0.7235712602180341 , 0.762105483286618 0.887024152479557 
0.17491315288402237 0.7312701429936675 , 0.22475711407358237 0.6989185338780504 , 0.7472664331977203 0.8808064054108266 
0.18633244615430788 0.7601544492750109 , 0.22873591305264457 0.6764235645049219 , 0.7318683409483726 0.8744170685026117 
0.19969599641448751 0.7858557441546943 , 0.23137352965217697 0.657293628623113 , 0.7158671740886606 0.8678457095047372 
0.21409555228677835 0.8087971970982406 , 0.23362945652189226 0.6411134267082129 , 0.6992116913466545 0.8610844584760908 
0.22914632273211658 0.8295611895033874 , 0.23594937206792918 0.6273054096587969 , 0.6818410053552794 0.85412848312036 
0.24470864431437642 0.8485912527714304 , 0.23854595298764242 0.6154266999871141 , 0.6636821028533063 0.846977129524 
0.2607574946823957 0.8661927154222921 , 0.24153219879749976 0.6051662660064855 , 0.6446470066754297 0.8396361008537669 
0.2773297502434662 0.8825652170564299 , 0.2449774016141076 0.5963086506212473 , 0.6246295482977514 0.8321212146048674 
0.29450263282414724 0.8978244123937837 , 0.24893192979154136 0.5887060217930352 , 0.6035021375396367 0.8244646480957256 
0.3123835670733902 0.9120094430453566 , 0.2534392770455887 0.5822605847127562 , 0.5811138560363464 0.8167250545244318 
0.33110072434928134 0.925077206494126 , 0.258542576696352 0.5769146964663711 , 0.557293399109692 0.8090031793220476 
0.3507832882858578 0.9368852012830649 , 0.26428840507820295 0.5726466808081513 , 0.5318650067912646 0.8014632001913284 
0.37151529942717143 0.94717116314325 , 0.2707286694773866 0.5694714084182269 , 0.5046927312507673 0.7943525107210677 
0.39324716457986264 0.955558856110192 , 0.2779198559590287 0.5674453656026391 , 0.475769679616434 0.7879908605697135 
0.4156877288769539 0.9616496074695102 , 0.28591706488987734 0.5666756227356939 , 0.4453319063884942 0.7826698520773404 
0.4382957894358015 0.9652217917983844 , 0.29475832964901816 0.5673297974550056 , 0.41388258107050574 0.7784434930291546 
0.46047736004772705 0.9663838235882795 , 0.3044350897509264 0.5696394203109936 , 0.3820242503566719 0.7749718383832715 
0.4818263427178314 0.9654953968736268 , 0.31485055325950256 0.5738846514450499 , 0.35025980417799146 0.7716150339638679 
0.5021799026320679 0.9629660471229039 , 0.32577907726188765 0.5803482296762302 , 0.31897772026136983 0.7676808054834106 
0.5215316993214573 0.9591292257327436 , 0.33685392896408134 0.589236344567453 , 0.28855107186978673 0.7626295119823481 
0.5399376181077177 0.9542163891893759 , 0.34761546735610505 0.6005912356028928 , 0.2593836146915026 0.7561874574902759 
0.5574608509344567 0.9483751801596557 , 0.35762127891292883 0.6142497108238135 , 0.23185457030793977 0.7483701912990754 
0.5741480474031142 0.9416949811558076 , 0.3665630436485932 0.6298854933634515 , 0.20622560910361798 0.7394146077632855 
0.590021444742255 0.9342281639416148 , 0.3743221631960531 0.6471075117001804 , 0.18259309221701725 0.7296594066407494 
0.6050777526638095 0.9260058990663743 , 0.3809515341344643 0.6655494948366625 , 0.16090741335705164 0.7194396883795078 
0.6192896186678218 0.9170500571025373 , 0.38662091791948405 0.68491462879433 , 0.14102616356801959 0.7090303963856773 
0.6326082822705696 0.9073827806604235 , 0.3915631855662002 0.7049800399849238 , 0.1227652323185557 0.6986322616371973 
0.64496733364357 0.8970346870171546 , 0.3960359978248241 0.7255804640608117 , 0.10593336868693147 0.6883799312045783 
0.6562879689550419 0.8860519353135201 , 0.4002978573491758 0.7465862076167313 , 0.09035087385110785 0.678356939352293 
0.6664860867774608 0.8745017259779195 , 0.4045929568533134 0.7678832009759344 , 0.07585765652455137 0.6686101553286904 
0.6754811197518535 0.8624753294629924 , 0.4091402478801281 0.7893583938705442 , 0.06231533252334394 0.6591613589490076 
0.6832057749218602 0.8500876590165956 , 0.41412453053299275 0.8108916283655067 , 0.049606394700472636 0.650015794900442 
0.6896151424214018 0.8374728672182772 , 0.4196894191470567 0.832353967511779 , 0.037632138586867134 0.641168247552488 
0.6946933260738525 0.8247763973893641 , 0.42593317320659246 0.8536114277665636 , 0.02631020087488069 0.6326072571266165 
0.6984561480541444 0.8121449738861016 , 0.43290843505274423 0.874532116800186 , 0.015572117048437046 0.6243179915962566 
0.7009495062272222 0.7997166255659423 , 0.4406261173218375 0.8949942972622922 , 0.005361076606265907 0.6162841594543098 
0.7022441439423779 0.7876126737849908 , 0.44906261229773164 0.9148931649895102 , -0.0043700560847839045 0.6084892435080432 
0.7024283745181656 0.7759328080935356 , 0.45816876603613105 0.934145014673586 , -0.01366044039897108 0.6009172595154226 
0.7016004269692112 0.7647533781363541 , 0.46787896206053836 0.9526885154845665 , -0.022542688874423983 0.5935531886616235 
0.6998616766246696 0.7541282868244442 , 0.47811907552898675 0.9704836030681875 , -0.031044051998330748 0.5863831923899124 
0.6973114200450043 0.7440915548193144 , 0.4888126690157263 0.9875088400962451 , -0.0391873889054051 0.5793946873669845 
0.6940433254626629 0.7346606682126119 , 0.49988533072631436 1.0037580791455536 , -0.046991956033651694 0.5725763349243785 
0.6901433597665182 0.7258400469268026 , 0.5112673847715113 1.0192370535929607 , -0.05447404438270406 0.5659179817627807 
0.6856888543426197 0.7176242311136 , 0.522895338759463 1.0339602752111432 , -0.061647492946757323 0.5594105759578009 
0.6807483622353131 0.7100005954652182 , 0.5347124399968844 1.0479484134492953 , -0.0685241020768721 0.5530460733680304 
0.6753820132858759 0.702951543665202 , 0.5466686534783808 1.0612261951222477 , -0.0751139666089312 0.5468173434950943 
0.6696421471845434 0.6964562152994075 , 0.5587202979268778 1.0738207870995573 , -0.08142574495609575 0.5407180798835792 
0.6635740728891687 0.6904917736760904 , 0.5708295044570649 1.0857605909673653 , -0.08746687719090816 0.5347427176390884 
0.6572168574775933 0.6850343525032117 , 0.5829636051610427 1.097074370671126 , -0.09324376248331058 0.5288863591082066 
0.6506040870736599 0.6800597349423076 , 0.595094517174712 1.1077906394748882 , -0.09876190409304653 0.5231447078653483 
0.6437645692787157 0.6755438282048769 , 0.6071981592558767 1.1179372434216721 , -0.1040260283792671 0.5175140106559951 
0.6367229636844247 0.6714629850522256 , 0.6192539193876818 1.12754109053077 , -0.10904018291678119 0.5119910066995486 
0.6295003374185079 0.6677942124983774 , 0.6312441804662486 1.1366279861260045 , -0.11380781772943112 0.5065728836581621 
0.622114648546055 0.6645152985734132 , 0.6431539044159168 1.1452225441418444 , -0.11833185280664639 0.5012572395672864 
0.6145811631486889 0.6616048803640161 , 0.6549702714158561 1.1533481518584574 , -0.12261473440921955 0.4960420500600705 
0.6069128131475594 0.6590424705700332 , 0.6666823691619632 1.1610269714350765 , -0.12665848215419712 0.4909256402774343 
0.59912050215559 0.6568084552422326 , 0.6782809264640698 1.168279966115761 , -0.1304647284643342 0.4859066609245502 
0.5912133663038263 0.6548840719207166 , 0.6897580855011737 1.1751269423571293 , -0.13403475164967438 0.4809840680046979 
0.583198996371558 0.6532513748255036 , 0.7011072074217418 1.181586601628277 , -0.13736950363797426 0.47615710582876325 
0.575083626829539 0.6518931918519539 , 0.7123227064976122 1.1876765974695283 , -0.14046963317182554 0.47142529296106167 
0.5668722966762756 0.6507930767277138 , 0.7233999086108676 1.1934135947358135 , -0.14333550513181745 0.4667884108190165 
0.5585689862599343 0.6499352586660005 , 0.7343349304133684 1.1988133289209368 , -0.14596721651797692 0.4622464946956063 
0.550176733656718 0.649304591104576 , 0.7451245760177132 1.203890664158053 , -0.14836460951910538 0.4577998270199149 
0.5416977336285838 0.6488865005772603 , 0.7557662485428907 1.2086596489919987 , -0.1505272820161486 0.45344893271328474 
0.5331334217081511 0.6486669363707163 , 0.7662578742444042 1.2131335693745275 , -0.1524545957972295 0.44919457653730005 
0.5244845455513292 0.6486323213329944 , 0.7765978373091895 1.2173249985835952 , -0.1541456827051929 0.4450377623659542 
0.5157512253513233 0.6487695039920865 , 0.7867849236949064 1.2212458439417129 , -0.15559944889090394 0.4409797343487443 
0.5069330048134857 0.6490657119903742 , 0.7968182726469293 1.2249073903272172 , -0.15681457730508908 0.43702197996495235 
0.49802889394138294 0.6495085067280265 , 0.8066973347405407 1.228320340551619 , -0.15778952852659775 0.4331662350028983 
0.4890374046735376 0.6500857390228948 , 0.8164218354760835 1.231494852727236 , -0.1585225399942952 0.4294144905324131 
0.4799565802313714 0.6507855055270978 , 0.8259917436062698 1.2344405747802805 , -0.15901162368231528 0.42576900197516554 
0.47078401888658117 0.6515961055842553 , 0.8354072435019764 1.2371666762814013 , -0.1592545622332316 0.42223230041688725 
0.4615168927258845 0.6525059981606611 , 0.844668710969556 1.2396818777726661 , -0.15924890354011453 0.4188072063492165 
0.45215196187885337 0.6535037584340432 , 0.8537766920222863 1.2419944777702159 , -0.15899195374581376 0.41549684607828474 
0.4426855845770913 0.6545780335709594 , 0.8627318841838445 1.2441123776175482 , -0.1584807686056098 0.4123046710940361 
0.433113723327495 0.6557174971646295 , 0.8715351199649973 1.2460431043572033 , -0.1577121431371663 0.409234480760711 
0.4234319474064459 0.6569108017353492 , 0.8801873522079889 1.247793831779637 , -0.1566825994591088 0.4062904487675575 
0.41363543181357004 0.658146528611532 , 0.8886896410380212 1.249371399798097 , -0.15538837269626518 0.4034771538729147 
0.4037189527616387 0.6594131344061755 , 0.8970431421991257 1.2507823322878966 , -0.1538253948054384 0.4007996155884716 
0.3936768797220973 0.6606988931755372 , 0.9052490965837345 1.2520328535179985 , -0.15198927615050584 0.39826333558900795 
0.3835031639928473 0.6619918331869824 , 0.9133088207923107 1.253128903292516 , -0.14987528462983193 0.39587434580304537 
