0.9889309963589736 0.14635381668797742 , 0.5037111873585706 0.20322209869178476 , 0.06647078337325918 0.982261368224187 
0.9894405890662216 0.1524903730695539 , 0.516254122748928 0.18695560834808042 , 0.053418255275653775 0.9923913021863148 
0.989488446086486 0.1586989953105694 , 0.5291554289149074 0.17075763552101503 , 0.04046909208940997 1.0023806527723647 
0.9890504439164419 0.16495996698701937 , 0.5424430857138876 0.15463932888779947 , 0.027619437460473874 1.0122379877291303 
0.9881016402840619 0.17125007588481708 , 0.5561455931512821 0.13861620450387852 , 0.01486573365545934 1.0219710032152536 
0.9866166021727756 0.17754208296060708 , 0.5702916706288544 0.1227085634388548 , 0.0022046942891733087 1.0315866372044873 
0.9845698776970152 0.18380416219191464 , 0.5849098095782522 0.10694195744307788 , -0.010366720184464086 1.0410911639689566 
0.9819366480110803 0.18999933705150623 , 0.6000276436200436 0.09134767325396154 , -0.022851324540320437 1.0504902732984813 
0.9786935968259307 0.19608495535830212 , 0.6156710989984084 0.0759631909214595 , -0.03525172873353567 1.0597891373241874 
0.9748200312604711 0.20201226493560892 , 0.6318632918801557 0.06083255144511911 , -0.04757035604982326 1.068992467223221 
0.9702992751115938 0.20772617697913026 , 0.6486231517328754 0.04600654498943209 , -0.05980945975366564 1.0781045616353866 
0.9651203299513033 0.21316532937330643 , 0.6659637756521998 0.031542605945507965 , -0.07197113851269951 1.0871293482851345 
0.9592797568420258 0.21826258233595097 , 0.6838905610995816 0.017504281221924933 , -0.0840573508508038 1.096070420046073 
0.952783670431841 0.22294608381984998 , 0.7023992255086142 0.003960133295441424 , -0.09606992884965163 1.1049310664886574 
0.9456496619649513 0.227141018947826 , 0.7214738964018682 -0.00901803714095212 , -0.10801059127601595 1.1137143017970748 
0.9379083917947857 0.23077209336197052 , 0.7410855315535192 -0.021357699570912898 , -0.11988095625750136 1.122422889812891 
0.9296045397004026 0.2337666885138368 , 0.761190980952413 -0.032988771756571486 , -0.13168255356201208 1.1310593668466833 
0.9207968042344417 0.23605847727565013 , 0.7817329993154377 -0.04384725645459371 , -0.14341683645907588 1.1396260627828922 
0.9115567274790308 0.23759113298044168 , 0.802641432673576 -0.05387897025633029 , -0.15508519306180335 1.1481251208798373 
0.9019662938010181 0.23832165556664678 , 0.8238356302688243 -0.06304288849759727 , -0.16668895697903896 1.1565585165348993 
0.8921144790516966 0.23822282771512326 , 0.8452279051017266 -0.07131361926175081 , -0.17822941706261977 1.1649280751505764 
0.8820931449234484 0.2372844280665899 , 0.8667276481941361 -0.0786826335761237 , -0.18970782602678093 1.1732354891134826 
0.8719928077051861 0.23551304652454924 , 0.8882455671361742 -0.0851580967218175 , -0.2011254077505568 1.181482333801217 
0.8618988145739886 0.23293060252231151 , 0.909697515661042 -0.09076340139271281 , -0.2124833631442271 1.18967008247435 
0.851888338321426 0.22957188037515686 , 0.9310075033222882 -0.09553471666878367 , -0.22378287455291065 1.1978001198975756 
0.8420284042316318 0.22548150896375552 , 0.9521096716244111 -0.09951797992039875 , -0.23502510876523944 1.205873754560592 
0.8323749596625227 0.22071081343751908 , 0.9729492262034646 -0.10276575925657118 , -0.24621121877518382 1.2138922294230008 
0.8229728422757179 0.21531488206376276 , 0.9934824693144316 -0.1053343296325998 , -0.25734234449934595 1.2218567311727857 
0.8138564201504206 0.2093500675867012 , 1.013676159617433 -0.10728118203340449 , -0.26841961267705006 1.229768398050652 
0.8050506606973671 0.2028720208603278 , 1.0335064425729505 -0.10866306359945448 , -0.279444136179514 1.2376283263430754 
0.7965724141039593 0.19593425998406994 , 1.0529575659210497 -0.10953455206108666 , -0.29041701293420535 1.2454375756809655 
0.788431747303351 0.18858721849394158 , 1.0720205444264856 -0.1099471081883178 , -0.30133932463903296 1.253197173298325 
0.780633217968483 0.18087768762972342 , 1.0906918845275164 -0.10994852143455698 , -0.3122121354051957 1.2609081174087822 
0.7731770242812142 0.17284856161488624 , 1.1089724332419224 -0.10958265786203579 , -0.3230364904323328 1.2685713798510982 
0.7660600011593903 0.16453880220732786 , 1.1268663807195929 -0.10888942674480846 , -0.33381341478817944 1.2761879081414294 
0.7592764572571211 0.15598355236553446 , 1.1443804221723686 -0.10790489581498966 , -0.3445439123386859 1.2837586270534038 
0.7528188613459905 0.1472143440183071 , 1.1615230705986448 -0.10666150024363809 , -0.3552289648538315 1.2912844398292795 
0.7466783941264843 0.13825935900145866 , 1.1783041042631142 -0.10518830450567226 , -0.3658695312987946 1.298766229108162 
0.7408453843861776 0.1291437140699606 , 1.1947341300136356 -0.10351128810742637 , -0.3764665473090093 1.3062048576414143 
0.7353096484982271 0.11988975023356185 , 1.210824243432704 -0.10165363548103903 , -0.38702092484012707 1.3136011688514257 
0.7300607508055308 0.11051731368382992 , 1.2265857682644805 -0.09963601735787003 , -0.39753355197920726 1.3209559872779886 
0.7250882002918247 0.10104402065703323 , 1.2420300596998521 -0.0974768559996568 , -0.40800529290087273 1.328270118946572 
0.720381596605689 0.09148550212426022 , 1.2571683584362192 -0.09519257020495192 , -0.41843698795110407 1.3355443516846401 
0.7159307362588158 0.08185562659526943 , 1.272011684673326 -0.09279779839691575 , -0.4288294538413377 1.3427794554055947 
0.7117256878044176 0.07216670087896719 , 1.2865707632226093 -0.09030559964972672 , -0.43918348393622286 1.3499761823747078 
0.7077568430670225 0.062429649606109486 , 1.3008559726432933 -0.08772763346948176 , -0.4494998486195118 1.3571352674673205 
0.7040149500438369 0.05265417487292587 , 1.3148773127708833 -0.08507431969539579 , -0.4597792957239162 1.3642574284264182 
0.7004911319080461 0.04284889764214647 , 1.3286443861949777 -0.08235498016247202 , -0.47002255101221985 1.3713433661242738 
0.6971768955828912 0.03302148263599799 , 1.3421663902063206 -0.0795779638630767 , -0.48023031869840765 1.378393764831027 
0.6940641325866592 0.023178748440819345 , 1.3554521165031281 -0.07675075732858476 , -0.49040328199898325 1.3854092924917136 
0.6911451142391992 0.013326764460655328 , 1.3685099565575838 -0.07388008186898659 , -0.5005421037059787 1.3923906010122795 
0.6884124828403078 0.003470936238097468 , 1.3813479110248719 -0.07097197918856002 , -0.5106474267743752 1.3993383265544108 
0.6858592400538154 -0.006383919475215183 , 1.3939736019547446 -0.06803188675937645 , -0.5207198749177555 1.40625308983854 
0.6834787334372293 -0.016233508655907156 , 1.406394286860566 -0.06506470419421428 , -0.5307600532069907 1.4131354964540697 
0.681264641828064 -0.026074001847593013 , 1.4186168739303708 -0.062074851724134156 , -0.5407685486676304 1.4199861371756755 
0.679210960120587 -0.03590198292254116 , 1.4306479378426402 -0.05906632175795787 , -0.5507459308724227 1.4268055882844473 
0.6773119838295254 -0.04571440390522434 , 1.4424937357873313 -0.05604272438343865 , -0.5606927525260522 1.4335944118926112 
0.6755622937315189 -0.05550854510276353 , 1.4541602233990343 -0.05300732756387331 , -0.5706095500397487 1.440353156270585 
0.6739567407938433 -0.06528197988195206 , 1.4656530703908734 -0.04996309268928059 , -0.5804968440939122 1.4470823561751807 
0.6724904315377253 -0.07503254351635569 , 1.476977675740392 -0.04691270605753578 , -0.5903551401873128 1.4537825331778396 
0.6711587139361668 -0.08475830560071154 , 1.4881391823264147 -0.043858606787213 , -0.600184929171777 1.4604541959918727 
0.6699571639102764 -0.09445754559440986 , 1.4991424909521023 -0.04080301159941989 , -0.609986687771574 1.467097840797778 
0.6688815724610649 -0.10412873111219233 , 1.5099922737167017 -0.03774793684965748 , -0.619760879086962 1.473713951565798 
0.6679279334534938 -0.1137704986292655 , 1.5206929867188756 -0.03469521814176894 , -0.6295079530815646 1.4803030003749826 
0.6670924320546858 -0.12338163631068166 , 1.531248882089542 -0.03164652781348031 , -0.6392283470534229 1.4868654477281102 
0.6663714338174069 -0.13296106871188149 , 1.5416640193631064 -0.02860339054608255 , -0.6489224860897083 1.4934017428619122 
0.6657614743922428 -0.14250784312944254 , 1.551942276203762 -0.025567197318736676 , -0.6585907835051996 1.4999123240521273 
0.6652592498466022 -0.15202111740897672 , 1.5620873585089254 -0.022539217900061623 , -0.6682336412647225 1.5063976189129864 
0.6648616075651955 -0.16150014904133117 , 1.5721028099154326 -0.019520612045522287 , -0.677851450389823 1.5128580446908015 
0.664565537704523 -0.17094428539926673 , 1.5819920207362903 -0.016512439548179304 , -0.687444591350008 1.5192940085513942 
0.6643681651728252 -0.18035295498504617 , 1.591758236356911 -0.013515669272161523 , -0.6970134344389308 1.525705907861156 
0.6642667421066212 -0.18972565957523355 , 1.6014045651201176 -0.010531187282403544 , -0.7065583401359335 1.5320941304615854 
0.664258640815195 -0.19906196716281238 , 1.6109339857289948 -0.0075598041704305965 , -0.7160796594533844 1.5384590549371913 
0.6643413471650212 -0.20836150560875083 , 1.6203493541960485 -0.004602261663992463 , -0.7255777342702643 1.5448010508766916 
0.6645124543770359 -0.21762395692561987 , 1.6296534103662377 -0.0016592385979060627 , -0.7350528976524681 1.5511204791274742 
0.6647696572107546 -0.22684905212501222 , 1.6388487840403407 0.0012686436856446924 , -0.74450547416029 1.5574176920433158 
0.6651107465104601 -0.23603656656849578 , 1.6479380007239106 0.004180816447061898 , -0.7539357801435653 1.5636930337253823 
0.6655336040899588 -0.24518631576881902 , 1.6569234870257818 0.007076759116210174 , -0.7633441240249351 1.5699468402565573 
0.6660361979337195 -0.25429815159420033 , 1.6658075757287834 0.009955995268982174 , -0.7727308065716973 1.5761794399291666 
0.6666165776935079 -0.26337195883389425 , 1.674592510553995 0.012818088971662105 , -0.7820961211566972 1.5823911534661805 
0.6672728704609133 -0.27240765208793216 , 1.6832804506385948 0.01566264145588687 , -0.7914403540087025 1.5885822942359937 
0.6680032767974086 -0.2814051729480696 , 1.6918734747460915 0.018489288091127317 , -0.8007637844526945 1.5947531684608907 
0.6688060670047756 -0.29036448744061116 , 1.7003735852265276 0.021297695625240292 , -0.8100666851404976 1.6009040754193191 
0.6696795776198723 -0.29928558370498787 , 1.708782711743086 0.02408755966683951 , -0.8193493222721527 1.6070353076420967 
0.6706222081187933 -0.3081684698847905 , 1.7171027147804414 0.02685860238605398 , -0.828611955808429 1.613147151102685 
0.6716324178165015 -0.31701317221045827 , 1.725335388949158 0.029610570412734905 , -0.837854839674854 1.6192398854016719 
0.6727087229489656 -0.32581973325503005 , 1.7334824660994679 0.03234323291337613 , -0.8470782219576277 1.6253137839456024 
0.6738496939257363 -0.3345882103463208 , 1.7415456182568412 0.03505637982996551 , -0.8562823450917718 1.6313691141203037 
0.6750539527417422 -0.3433186741206176 , 1.7495264603909155 0.037749820265715606 , -0.8654674460418519 1.6374061374588504 
0.6763201705378635 -0.3520112072045279 , 1.7574265530285391 0.04042338100415906 , -0.8746337564755968 1.6434251098043173 
0.6776470653005832 -0.36066590301297785 , 1.7652474047209479 0.043076905149460165 , -0.8837815029307252 1.6494262814674663 
0.6790333996916876 -0.36928286465257526 , 1.7729904743743945 0.04571025087700993 , -0.8929109069752762 1.655409897379514 
0.6804779789996307 -0.3778622039206319 , 1.7806571734529042 0.0483232902844555 , -0.9020221853617288 1.661376197240125 
0.6819796492047558 -0.38640404039110654 , 1.788248868061232 0.050915908334280884 , -0.9111155501751819 1.6673254156607744 
0.6835372951511235 -0.39490850057958965 , 1.7957668809155356 0.05348800187991942 , -0.9201912089758529 1.673257782303619 
0.6851498388181927 -0.4033757171802212 , 1.80321249320876 0.05603947876814982 , -0.9292493649361466 1.6791735220160202 
0.6868162376860787 -0.41180582836812063 , 1.8105869463772541 0.058570257011218506 , -0.9382902169725266 1.685072854960851 
0.6885354831885421 -0.4201989771615241 , 1.817891443774683 0.061080264022750075 , -0.9473139598724188 1.6909559967427228 
0.6903065992482695 -0.42855531083837684 , 1.8251271522588979 0.06356943591206268 , -0.9563207844163613 1.6968231585302629 
0.6921286408893796 -0.4368749804026237 , 1.8322952036970321 0.06603771683200407 , -0.9653108774956056 1.7026745471745683 
0.6940006929224346 -0.4451581400958863 , 1.8393966963937394 0.06848505837587213 , -0.9742844222253678 1.7085103653239628 
