0.4614935536581175 0.3567827696791849 , 0.4993560662873102 0.9396929783127035 , 0.11031334939722459 0.3102682047248344 
0.4667975424098241 0.3651244980490293 , 0.490657779219116 0.9392545587289521 , 0.11370764771371221 0.30236489593874133 
0.47142934896830474 0.37363395979037084 , 0.481856964864816 0.9383738806069682 , 0.11787665550953155 0.29473611231938374 
0.4754005032513747 0.382293968962104 , 0.4729630092268476 0.9370390577533269 , 0.12279945686443006 0.287410926001292 
0.47872050126245586 0.39108884159553076 , 0.463985640117097 0.9352372404824326 , 0.12845682796309948 0.2804178706387594 
0.4813969952299622 0.40000410686310073 , 0.45493500900500483 0.932954511421099 , 0.13483096510768527 0.273785334432523 
0.4834359655484698 0.40902628055786533 , 0.4458217847366819 0.9301757631314039 , 0.14190521905750064 0.26754190902745345 
0.48484187734167355 0.4181426929197574 , 0.43665726219313233 0.9268845542477917 , 0.14966382980784643 0.2617167055491736 
0.4856178242705802 0.4273413667873057 , 0.42745348977491754 0.9230629399113888 , 0.15809165529715463 0.2563396460180283 
0.48576566173108027 0.43661094579793475 , 0.41822342070556384 0.9186912711103076 , 0.16717388690600826 0.2514417358084805 
0.4852861307616644 0.44594067625386163 , 0.40898109465229937 0.9137479560014151 , 0.1768957439286886 0.24705532046144607 
0.4841789726537663 0.4553204506729327 , 0.39974185824064506 0.908209174258563 , 0.18724213844824097 0.24321432778522717 
0.4824430321329226 0.464740926362064 , 0.39052263594450437 0.9020485327669755 , 0.19819730126522533 0.2399544935876834 
0.4800763435768848 0.4741937390807414 , 0.3813422669559648 0.8952366472765048 , 0.20974435880980274 0.23731356635947667 
0.47707618928116335 0.48367184063314234 , 0.37222192958679684 0.8877406295157692 , 0.22186485047469212 0.2353314825678114 
0.4734391100315937 0.4931700008615618 , 0.36318568349307984 0.8795234521261129 , 0.23453817581797876 0.2340504997290481 
0.4691608342045983 0.5026855300985325 , 0.3542611731177517 0.8705431536517408 , 0.24774096202030232 0.2335152689664496 
0.46423606906199305 0.512219299121378 , 0.3454805558349601 0.8607518312814393 , 0.26144634444569914 0.2337728223139056 
0.45865806153514854 0.5217771619837178 , 0.33688174984594815 0.8500943478860933 , 0.2756231579615557 0.2348724428469117 
0.4524177766945225 0.5313719253598506 , 0.3285101478393148 0.8385066488253089 , 0.290235044808815 0.23686537853156334 
0.44550244485250484 0.54102605954754 , 0.3204210272019867 0.8259135381828646 , 0.3052394972881608 0.23980435498631816 
0.4378930651010172 0.5507754146657917 , 0.3126830332617516 0.8122256972206973 , 0.3205868709798835 0.24374284083023381 
0.42956017182855877 0.56067429202839 , 0.30538337139606625 0.7973356344825816 , 0.3362194261180273 0.24873402620575116 
0.4204566686639911 0.5708023112983731 , 0.29863582266507677 0.7811121449193825 , 0.35207047801358443 0.2548294964989672 
0.41050560267098835 0.5812735277474138 , 0.29259361237446374 0.7633927980034035 , 0.3680637542972003 0.2620776269659055 
0.3995789710980359 0.5922478277851109 , 0.28747094639381915 0.7439743263964028 , 0.3841130518507973 0.27052179853520913 
0.3874603106189043 0.6039422090505662 , 0.2835804257747011 0.722603094236859 , 0.400122232949047 0.2801986494292977 
0.37377888806814036 0.6166283504070798 , 0.281398625954247 0.6989788584903448 , 0.415985455320265 0.2911367438192982 
0.3579084806512392 0.6305531569512832 , 0.2816672620141489 0.6728345057488789 , 0.43158722667726424 0.30335629001656056 
0.33894478573162645 0.6455254662177079 , 0.2854168677077825 0.6443475220062965 , 0.44680131590324335 0.3168709644927183 
0.3165445278191865 0.6597130262479842 , 0.2931316330051364 0.615337473059835 , 0.46148680851832935 0.3316934534089035 
0.2927533456295997 0.6700962620414074 , 0.30292937105424556 0.5888033506968473 , 0.47548025265880695 0.34784433997846803 
0.26975660833588866 0.6761463406266663 , 0.3128199624143525 0.565244577824491 , 0.488586398592411 0.36535303426556526 
0.24826747109419142 0.6787301744328497 , 0.3223279293674534 0.5437706682766428 , 0.5005675688810073 0.3842431100072301 
0.22836834282979804 0.6786738855585142 , 0.33166146921305534 0.5235629869679156 , 0.5111331572997987 0.4045070801902928 
0.20998254912043368 0.6765693077308278 , 0.3412435633589587 0.5041057643487985 , 0.5199368568632596 0.42606888063709625 
0.1930088266698955 0.6728353861927981 , 0.35155851819967465 0.48517518423387596 , 0.5265956244730818 0.44873338229004844 
0.17735441623174875 0.6677803091828538 , 0.36305987339184803 0.46682633786135963 , 0.5307486797190553 0.47213730567250906 
0.1629415381148033 0.6616409466982475 , 0.37606073608274104 0.4493615516342901 , 0.5321606951451077 0.4957414543841848 
0.14970713231583943 0.6546062495273235 , 0.39062935463107124 0.4332278299656898 , 0.5308264823957414 0.5189098732237091 
0.13760094025431477 0.6468312544777923 , 0.40656650458955984 0.4188509623917926 , 0.5269955244987774 0.5410617358471373 
0.12658315350108612 0.6384459072924148 , 0.42349488907157345 0.40649758756595916 , 0.5210849267699924 0.5618004578583483 
0.11662203936804585 0.6295610766350775 , 0.44099240755721447 0.3962391613301012 , 0.5135485224173917 0.5809437147515435 
0.10769182499485157 0.6202729411680672 , 0.4586869608909626 0.38799787681855535 , 0.5047841834568378 0.5984731347300997 
0.09977100024838023 0.6106662985704718 , 0.4762919143978095 0.38161383440851976 , 0.4951000546964623 0.6144638197377306 
0.09284105713805897 0.600817087537622 , 0.4936035470410216 0.37689702144507464 , 0.4847183651635714 0.6290298437340255 
0.08688559711717207 0.5907943215340807 , 0.5104843289895195 0.3736575550678647 , 0.47379304323596044 0.6422920761147767 
0.08188971340585474 0.5806615879835998 , 0.5268449654066474 0.37171991708612245 , 0.46242829053014983 0.6543624476469999 
0.0778395642182317 0.5704782317150726 , 0.5426297301004178 0.37092795290397634 , 0.4506936750240024 0.6653377680976732 
0.07472207128378458 0.5603003117137578 , 0.5578057037260024 0.37114527349694965 , 0.43863519433286496 0.6752983675060147 
0.07252469564449691 0.5501813963050499 , 0.5723552511603754 0.3722536728500261 , 0.4262830225377795 0.6843088835616462 
0.07123525623231523 0.5401732438660953 , 0.5862708757677374 0.37415088086697473 , 0.4136568373425992 0.6924198279836521 
0.07084176609654973 0.5303264031073286 , 0.599551727677959 0.3767482626518536 , 0.40076947556814313 0.6996692869575398 
0.071332267132726 0.5206907576851448 , 0.6122012364313126 0.3799687159478194 , 0.3876294657786132 0.7060844790837578 
0.07269464757770325 0.5113160332823184 , 0.6242255011806559 0.38374484703193035 , 0.37424282058429265 0.7116830724024733 
0.07491642800524671 0.5022522804111316 , 0.6356321905294937 0.3880174287016357 , 0.3606143508079113 0.7164742436039548 
0.07798450149707657 0.4935503423251814 , 0.6464297858937084 0.3927341133473613 , 0.3467486819518668 0.7204594970441793 
0.08188481232320957 0.48526231395530695 , 0.6566270571251442 0.3978483649092563 , 0.33265109989429786 0.7236332738521588 
0.0866019549713185 0.47744199413570726 , 0.6662326955417256 0.40331857373118907 , 0.3183283188296076 0.7259833848498257 
0.09211867178439215 0.47014532893442224 , 0.6752550536324687 0.4091073222130518 , 0.30378924392579076 0.727491301569248 
0.09841522286991725 0.46343083788871087 , 0.6837019567385317 0.4151807740847219 , 0.28904578973420264 0.7281323407432893 
0.10546859650574798 0.4573600063774044 , 0.6915805627300637 0.4215081649446811 , 0.2741138101068399 0.7278757813946365 
0.1132515224269118 0.4519976149066931 , 0.6988972529256697 0.4280613759987954 , 0.25901419399007003 0.7266849618112334 
0.12173124511424553 0.4474119579779905 , 0.7056575424360867 0.4348145766021327 , 0.24377418179231933 0.7245174181365988 
0.13086801150129868 0.4436748792238232 , 0.7118660015563827 0.44174392429077713 , 0.2284289562849702 0.7213251492021217 
0.1406132310837378 0.44086151313766336 , 0.7175261823315232 0.4488273135835781 , 0.2130235559273905 0.7170551259954806 
0.15090728277307466 0.4390495748652637 , 0.7226405463765759 0.4560441670345631 , 0.19761514019300092 0.7116502108168953 
0.16167698265607622 0.43831797809638134 , 0.7272103917563408 0.463375263906766 , 0.18227559493023446 0.7050507107135747 
0.17283280607611765 0.4387444925888093 , 0.7312357784839529 0.4708026034616016 , 0.16709438478258087 0.6971968566663111 
