0.45796527719865765 0.027200844792139245 , 0.6635660925827577 0.9764395510112907 , 0.29145222861840425 0.766690343888711 
0.4460849440180167 0.0332276724392957 , 0.683139512121153 0.9746397917865821 , 0.28375914226064997 0.7624632754662631 
0.4341922071298071 0.03952606904304407 , 0.7022854770482041 0.9725252117463021 , 0.2765059142218085 0.7582794589027948 
0.42228981176526337 0.046100360290442594 , 0.7210340077175287 0.9701247764105524 , 0.2696597789170277 0.754105602991146 
0.4103804729910858 0.05295511010893348 , 0.7394107520905341 0.96746246657827 , 0.2631923733181999 0.7499131630049376 
0.398466865976745 0.060095175389952224 , 0.757437752422373 0.9645584465682645 , 0.25707898000070173 0.7456771177339243 
0.38655161864150805 0.06752576813589146 , 0.7751340636186864 0.9614299193180478 , 0.25129791613962527 0.7413750522382018 
0.37463730707615256 0.07525252635583768 , 0.7925162539077352 0.9580917618622773 , 0.24583003741593198 0.7369864514740261 
0.36272645422772126 0.0832815952778117 , 0.8095988123892522 0.9545570039673379 , 0.24065833178284618 0.7324921404469914 
0.350821532458959 0.09161972077932053 , 0.8263944827440014 0.9508371928864088 , 0.23576758319685928 0.7278738260264116 
0.33892497076018124 0.10027435738601181 , 0.8429145381229161 0.9469426741778173 , 0.23114408951672238 0.7231137081283118 
0.3270391676186873 0.10925379378234493 , 0.8591690088965899 0.9428828098102306 , 0.22677542188454247 0.7181941360995653 
0.31516651086593905 0.11856729956419453 , 0.8751668723717082 0.9386661488368538 , 0.22265021516217243 0.7130972912910924 
0.30330940626414404 0.12822529800577676 , 0.8909162116076965 0.9343005618053106 , 0.21875798052797918 0.7078048798810535 
0.2914703172186272 0.1382395710037876 , 0.9064243489557622 0.9297933471748491 , 0.21508893222543038 0.7022978215135042 
0.27965181889622237 0.1486235042309864 , 0.9216979587832892 0.9251513159461792 , 0.21163382072030823 0.6965559195149752 
0.2678566713241384 0.15939238306847492 , 0.9367431629542168 0.9203808592139953 , 0.20838376412146464 0.6905574974096705 
0.25608791794301816 0.17056375336630392 , 0.9515656119461534 0.9154880022560852 , 0.20533006851064825 0.6842789840697516 
0.2443490189175185 0.18215786591316946 , 0.9661705539490992 0.9104784479594464 , 0.20246402553320209 0.6776944258195249 
0.23264403279557383 0.19419823028726885 , 0.9805628938725081 0.9053576117732032 , 0.19977667173173794 0.6707748976316688 
0.22097786672945519 0.20671231343458094 , 0.9947472438599614 0.9001306499149969 , 0.19725848781040328 0.663487776342563 
0.20935662591658938 0.21973243229031314 , 1.0087279666538822 0.8948024822032056 , 0.1948990058293483 0.655795825198622 
0.1977881097836969 0.2332969102041792 , 1.0225092129517717 0.8893778106146285 , 0.19268627566435123 0.647656018873333 
0.1862825303885004 0.24745159722601076 , 1.03609495373992 0.883861134457151 , 0.19060611427139945 0.6390180080089789 
0.17485357618811082 0.2622518996381519 , 1.0494890084734387 0.8782567628864867 , 0.18864101373827036 0.629822077167502 
0.1635200282701484 0.2777655321803916 , 1.0626950698889737 0.872568825377517 , 0.18676850024069788 0.619996382134232 
0.1523082892182123 0.29407630751874353 , 1.0757167261879466 0.866801280681081 , 0.184958582993661 0.6094531514923162 
0.14125647470302313 0.31128942105640833 , 1.0885574813166365 0.8609579247595249 , 0.18316964238016015 0.5980833938762075 
0.13042128933596 0.32953886421324274 , 1.1012207741020805 0.8550423982119203 , 0.1813415349617793 0.5857494772669778 
0.119890079207439 0.34899769093668015 , 1.113709997091095 0.8490581938040124 , 0.17938352210128578 0.5722748549514484 
