0.2102705874201405 0.9422445108999189 , 0.136188148240604 0.7808648947505475 , 0.1907612391658836 0.39742486296472157 
0.21242450640830055 0.950511112619288 , 0.13919192238200462 0.7728317794849352 , 0.18560354603632293 0.39719137651096476 
0.21384313255832063 0.9567200115413875 , 0.14299330784149258 0.7659200952949474 , 0.18038353442681487 0.397894161778853 
0.2146360102017198 0.9609889046186153 , 0.14746869774994326 0.7599905262681453 , 0.17511526687496504 0.3995548377284273 
0.21488574370315802 0.9633951879068571 , 0.15251847077290445 0.754939899133418 , 0.16981576035056564 0.4021991815749129 
0.21465718630329653 0.9639832538991889 , 0.15805740771343016 0.7506940159482156 , 0.16450538080990143 0.4058569987677834 
0.2140034186782712 0.9627688307944952 , 0.1640082878649097 0.7472033530206622 , 0.15920826828344722 0.41056208480003054 
0.21296994238452802 0.9597409667455109 , 0.17029723112885903 0.7444410362502579 , 0.15395280131324107 0.41635226561941907 
0.21159794576761484 0.9548619696204407 , 0.17684992577117137 0.7424027783056296 , 0.1487721032878419 0.42326952068911766 
0.20992724749510472 0.9480653102720601 , 0.18358813845937233 0.7411087439743524 , 0.14370458887215107 0.4313602143687755 
0.2079994783966673 0.9392511794783477 , 0.19042594991235104 0.7406075951386942 , 0.13879454651760978 0.44067549399814615 
0.20586222405825555 0.9282790106023789 , 0.1972649951787669 0.740983290406367 , 0.13409275558960568 0.4512719676064421 
0.20357533687977883 0.9149558144890881 , 0.20398748657897425 0.7423655841777542 , 0.12965715136787506 0.46321286994834576 
0.2012217817822191 0.8990187673931463 , 0.2104445960421808 0.7449454007571454 , 0.12555359700222823 0.4765701004648963 
0.19892806401828733 0.8801112158651683 , 0.21643496251029404 0.7489952034366009 , 0.12185694829804679 0.49142784931341893 
0.19690536615624715 0.8577587494491139 , 0.22166166280965416 0.7548863313837356 , 0.11865294586072682 0.5078891877823386 
0.19553316633808795 0.8313940078730251 , 0.22564433427450173 0.763051908968718 , 0.11604247421403845 0.5260883517734449 
0.19549045339683438 0.8006718396243132 , 0.22757669122350904 0.7736483294620823 , 0.11415283020628472 0.5462140995287925 
0.1976133291934807 0.7667342329812319 , 0.2264362340023255 0.785247394435987 , 0.11317041163082193 0.568552641197969 
0.2015462345954594 0.7328847445142789 , 0.22224101942920232 0.7941035640545342 , 0.11343272080196638 0.5935459600463747 
0.20547613981307103 0.7007186457445401 , 0.21611594671915452 0.7980355215116449 , 0.11562788829440256 0.6217801013590027 
0.2074229397702365 0.6700200885031301 , 0.20873434377367214 0.7968935452541628 , 0.12106269128271947 0.6536206348578948 
0.20574186579117357 0.6416358653969145 , 0.2001479972323984 0.7908244491075999 , 0.13133011180305612 0.6880739541106733 
0.2008027041778303 0.6177961080293213 , 0.18994731586915561 0.7796297086056586 , 0.14646995477964217 0.7231084519802078 
0.19424921177971632 0.5991204457039345 , 0.1775568929331476 0.7630450947892913 , 0.16541387011376416 0.7583687281219619 
0.18704379087124134 0.5850470514078243 , 0.16421548884675696 0.7437151503763414 , 0.18596069510862975 0.7917720668310219 
0.17949094772696705 0.5750332296278666 , 0.15271726023337823 0.7253579890310426 , 0.20501176686628278 0.8201430499562783 
0.17163346345476196 0.5687946344215452 , 0.14329314304764357 0.7074899301355873 , 0.22229336832422253 0.8442497040580551 
0.16342425571429833 0.5662672423148457 , 0.1356227429242804 0.6890515531266276 , 0.23817297618804933 0.8652154731737143 
0.15476590896429843 0.5675734965665408 , 0.12949748391344953 0.6691638243979355 , 0.2529565819488801 0.8837969476507114 
0.14551208362516985 0.5729919792644436 , 0.12485332285263456 0.6470551650241272 , 0.26685456834882365 0.9004871243266168 
0.1354821150568778 0.5827833760393486 , 0.1217280425026655 0.6221305410218628 , 0.28000981726708474 0.915620351553976 
0.12464157025642003 0.596293230021394 , 0.12005955774039677 0.594807313914472 , 0.2925188468298112 0.9294337246793215 
0.11363581456275765 0.6102332710715066 , 0.11913951754434286 0.5681984133441444 , 0.3044446427195275 0.9421025841995364 
0.10336764327463614 0.6214286175674417 , 0.11802446294552837 0.545343196771197 , 0.31582786860646345 0.9537624542765486 
0.09413873096756935 0.6293591044997534 , 0.11638259696426913 0.5266530945786426 , 0.3266986468947895 0.9645220695367913 
0.08595235033815138 0.6343773739757242 , 0.11418446033392907 0.5116864808995926 , 0.33708316415454753 0.9744704137398705 
0.07875154541714635 0.6368584246209972 , 0.11146257846290072 0.4999948094861139 , 0.3470058509465809 0.9836810345080763 
0.07248149425667388 0.6370605128610691 , 0.10824863193283175 0.4912586163632544 , 0.3564898486371223 0.9922151393908639 
0.06710220689003901 0.635130234308374 , 0.10456076976047068 0.4852800544790476 , 0.36555699817611825 1.000123979827766 
0.0625907426887921 0.631120705581146 , 0.10040147884039981 0.48196283364822895 , 0.374227753297436 1.0074507293858126 
0.058942270073533816 0.6250011122895112 , 0.0957565827463776 0.48130118054028204 , 0.3825211220067165 1.0142319757853944 
0.05617235826467194 0.6166551591847277 , 0.09059297121013835 0.48338019579578284 , 0.3904546453518176 1.020498913634677 
0.05432124349392789 0.6058687681849101 , 0.08485433612984739 0.4883871934294988 , 0.3980443952028526 1.0262783070007786 
0.05345921785422368 0.5923119868514581 , 0.07845579226721636 0.4966290023327017 , 0.40530496470518784 1.0315932794310276 
0.053684101313038565 0.5755508976989079 , 0.0712864554407946 0.5085193877395654 , 0.4122494180727947 1.0364639831767142 
0.055058739865045433 0.5552896576221281 , 0.06327208258792642 0.5243364098665975 , 0.418889152373656 1.0409082011264619 
0.057299253621259434 0.5325635575441847 , 0.054687107692311374 0.543028769692747 , 0.425233613513057 1.0449419413782557 
0.05942427636855155 0.5110626520010586 , 0.04650575417564507 0.5608915889022321 , 0.43128994428243117 1.0485800277118966 
0.0607699301973433 0.4932499983303398 , 0.039386871398777466 0.575447869230731 , 0.43706317323050703 1.0518364010541166 
0.061287989272617895 0.47925385076792937 , 0.033374920330193736 0.5865564232069728 , 0.44255706522381616 1.054723994640285 
0.061079795161578646 0.46865100017088995 , 0.028365391271172317 0.5946286894033905 , 0.4477747883938768 1.0572545790409067 
0.06023921632462037 0.46106062033751316 , 0.02426151681442814 0.6000349399691292 , 0.4527192416875792 1.0594387083085448 
0.058830820296148424 0.45622409212628134 , 0.020995962816306928 0.6030244444196717 , 0.45739319171417236 1.061285732069234 
0.056892633829857174 0.4539930472993522 , 0.01852802210394197 0.6037373802984959 , 0.46179931889282855 1.062803841017339 
0.05444041073155567 0.4543131086744839 , 0.016839343069906133 0.6022210310601278 , 0.46594022102516586 1.0640001288805754 
0.051469745304401696 0.4572172729029071 , 0.015931833603500933 0.5984363326281702 , 0.46981839591872504 1.0648806630841097 
0.04795578748609182 0.4628304710538044 , 0.015827975888139906 0.592253235852546 , 0.47343621145239595 1.0654505617088366 
0.043851176993848245 0.4713845663282625 , 0.016572934137475626 0.583435623820088 , 0.4767958636953038 1.0657140784668364 
0.03908551558815862 0.48323471595059797 , 0.018235142179962992 0.5716248504680991 , 0.479899317058506 1.0656747021964899 
0.0335839777589438 0.49881609531755056 , 0.02088778558167202 0.5563828882439666 , 0.4827482114860118 1.0653352850536697 
0.02738630883225866 0.5182233985088 , 0.02448995914257383 0.5376126433907858 , 0.4853437068517951 1.064698226715601 
0.02103764413699931 0.539609414604452 , 0.028496106828284008 0.5171591038558264 , 0.4876862238613443 1.0637657501549085 
0.015507329419465987 0.5590736369028906 , 0.031937495992209235 0.4989204310443171 , 0.48977514941495237 1.0625402006679792 
0.011119804092909635 0.5750101484501633 , 0.03449129649985572 0.4845000842448142 , 0.49160887423386224 1.0610240359202094 
0.007789245076969796 0.5875655564596592 , 0.03624560557315872 0.47374916019584484 , 0.49318512417649907 1.059219551959683 
0.005387050185961641 0.5971613507798864 , 0.03733170891094566 0.4662442593144112 , 0.4945012157297203 1.0571286585208894 
0.003817232853027773 0.6041337228735653 , 0.03784855320864797 0.46164780515108383 , 0.49555418876495183 1.054752740590538 
0.0030175718520444143 0.6086995403462372 , 0.03786153838601522 0.45974215814993613 , 0.4963408645885679 1.0520925701190138 
0.0029521224865473495 0.6109722257497145 , 0.03740998973459381 0.46041379852516373 , 0.49685786260548637 1.0491482443403088 
0.0036056876377638268 0.610975103789838 , 0.03651269437205621 0.4636400254603209 , 0.4971015928168075 1.0459191393650282 
0.004980984674459496 0.6086443087112516 , 0.03517075798257236 0.46948608523965185 , 0.49706823216959567 1.0424038746642836 
0.007097776703932853 0.6038204734877278 , 0.03336851102956874 0.4781135061875005 , 0.4967536870931259 1.0386002889399588 
0.009992271416568782 0.5962309568921129 , 0.031074163779994918 0.4897978785017635 , 0.49615353963006376 1.0345054332213106 
0.013710448147195704 0.5854794514599023 , 0.028246558823215345 0.5049392215821608 , 0.4952629678562164 1.030115595573124 
0.01826752117225511 0.5711478696650297 , 0.02487583478219722 0.5239600109957256 , 0.4940766188721751 1.0254263879544316 
0.023472283531957884 0.5534987655716515 , 0.021159302318199014 0.5466025491431663 , 0.4925883889764705 1.0204329539003691 
0.028603965875769265 0.5353211439481111 , 0.017824960012423438 0.5700827654399754 , 0.49079104893843467 1.0151303592271004 
0.032992389610936076 0.5201849428828682 , 0.015551758078859576 0.5908353661912902 , 0.4886758271368317 1.0095139595410285 
0.03660631309716862 0.5089418429933117 , 0.014381299850583971 0.6080131921660911 , 0.48623236187887475 1.003579233455784 
0.03959795289761295 0.5012819853463629 , 0.014173140542361509 0.6219309405882806 , 0.4834488813866529 0.9973213426805433 
0.042099677884136315 0.4968002643057213 , 0.014807995116529929 0.6329992414972991 , 0.4803123018259611 0.9907347628121663 
0.04420422353014053 0.4952007109094307 , 0.016207540427436908 0.6415205718025935 , 0.4768082108690499 0.9838129859031625 
0.045974409777621836 0.4963040573292285 , 0.018324801222964673 0.6476819646434355 , 0.4729207638260408 0.9765482466425226 
0.04745249352293509 0.5000311302779105 , 0.02113497239286071 0.6515718983617913 , 0.4686325089108315 0.9689312399754849 
0.04866641747460844 0.5063928309711945 , 0.02462941167510387 0.6531906279959525 , 0.46392414567691503 0.9609508096480397 
0.04963404247245873 0.5154910584733311 , 0.028811721173397052 0.652449616168337 , 0.45877421118077155 0.9525935939735186 
0.05036710780295061 0.52753078903586 , 0.0336941877124503 0.6491598569734975 , 0.4531586793112264 0.9438436226058291 
0.05087847353375975 0.5428392900426929 , 0.039291055126987426 0.6430131045013966 , 0.44705044616588013 0.9346818740710972 
0.05120365388281804 0.5618609983835889 , 0.04559766973101917 0.6335874258406198 , 0.4404186512127901 0.925085844390978 
0.051473859437594985 0.5849477649487643 , 0.05251838278280611 0.6205572246810632 , 0.4332277326062262 0.9150292789853591 
0.052111713955827484 0.6112535878909222 , 0.05967226443284113 0.604798245051195 , 0.4254359964379587 0.9044824356730694 
0.05382151848030105 0.6371801467523064 , 0.06640513571768564 0.589940790030377 , 0.41699332062864064 0.8934133318325032 
0.05682784925057559 0.6599523688331614 , 0.07255404280545669 0.5787929926062412 , 0.407838082770595 0.881788907175784 
0.06100470499072452 0.6792935220565012 , 0.07832109915361916 0.5716665803763534 , 0.3978941706822836 0.869574166182332 
0.06624434335512587 0.6956081551832457 , 0.0839081997381757 0.5681957312008851 , 0.38706743173332575 0.8567303822310559 
0.07251220961192313 0.7092881965837063 , 0.0894674006366689 0.5680329066215848 , 0.3752403645780353 0.8432131654098955 
0.07983458199817964 0.7206060196149091 , 0.09512146211460153 0.5709579825059804 , 0.36226393071384616 0.8289702664942971 
0.08828960681210275 0.7297198007485197 , 0.10098564716352929 0.5768756174231771 , 0.34794472085099526 0.8139388504434898 
0.0980083191959551 0.7366861115602142 , 0.10718742738643505 0.5858061386857443 , 0.3320242282442371 0.7980420183692281 
0.10918570543451256 0.7414602035426732 , 0.11389026845397136 0.5978894153054463 , 0.3141440009381433 0.7811846497670671 
